jobid	nodename	tempo	timestamp_measure	sys_power	cpu_power	mem_power	sys_util	cpu_util	mem_util	io_util	amb_temp	cpu1_temp	cpu2_temp	exh_temp	sysairflow	fan1a	fan1b	fan2a	fan2b	fan3a	fan3b	fan4a	fan4b	fan5a	fan5b	dcenergy	note	delta_e
881811	cresco6x111	Fri 24 Nov 13:01:45 CET 2023	1700827305	130.00	90.00	11.00	80.00	60.00	0.00	1.00	17.00	37.00	36.00	26.00	23.00	6272.00000	6272.00000	8320.00000	8576.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	73.78835		0.00004
881811	cresco6x140	Fri 24 Nov 13:01:45 CET 2023	1700827305	130.00	100.00	11.00	71.00	26.00	2.00	0.00	18.00	53.00	50.00	38.00	23.00	6144.00000	6272.00000	8448.00000	8832.00000	8448.00000	8832.00000	8448.00000	8832.00000	6144.00000	6272.00000	134.77884		0.00004
881811	cresco6x040	Fri 24 Nov 13:01:45 CET 2023	1700827305	130.00	90.00	8.00	74.00	88.00	4.00	0.00	17.00	48.00	42.00	37.00	23.00	6272.00000	6272.00000	8448.00000	8704.00000	8448.00000	8832.00000	8448.00000	8832.00000	6144.00000	6272.00000	122.04217		0.00004
881811	cresco6x295	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	8.00	20.00	40.00	0.00	0.00	17.00	32.00	35.00	35.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8576.00000	6144.00000	6272.00000	123.31643		0.00002
881811	cresco6x256	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	4.00	99.00	28.00	2.00	0.00	17.00	34.00	29.00	69.00	10.00	3200.00000	3200.00000	4224.00000	4352.00000	4096.00000	4352.00000	4096.00000	4352.00000	3200.00000	3328.00000	122.79707		0.00002
881811	cresco6x242	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	6.00	7.00	2.00	0.00	0.00	17.00	55.00	39.00	24.00	20.00	6272.00000	6272.00000	8192.00000	8576.00000	8320.00000	8576.00000	8192.00000	8704.00000	6144.00000	6272.00000	140.86580		0.00002
881811	cresco6x233	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	5.00	86.00	69.00	4.00	0.00	17.00	36.00	27.00	40.00	20.00	6144.00000	6144.00000	8320.00000	8704.00000	8448.00000	8704.00000	8448.00000	8832.00000	6144.00000	6272.00000	135.33946		0.00002
881811	cresco6x263	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	6.00	77.00	80.00	0.00	1.00	17.00	30.00	34.00	40.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6272.00000	6272.00000	132.01838		0.00002
881811	cresco6x241	Fri 24 Nov 13:01:45 CET 2023	1700827305	80.00	50.00	6.00	83.00	82.00	0.00	0.00	18.00	34.00	32.00	27.00	20.00	6016.00000	6272.00000	8192.00000	8448.00000	8064.00000	8448.00000	8192.00000	8704.00000	6144.00000	6144.00000	131.82143		0.00004
881811	cresco6x108	Fri 24 Nov 13:01:45 CET 2023	1700827305	130.00	100.00	8.00	33.00	97.00	0.00	1.00	17.00	38.00	41.00	58.00	11.00	6016.00000	6144.00000	8064.00000	0.00000	8064.00000	8448.00000	8064.00000	8448.00000	6016.00000	6144.00000	127.66125		0.00004
881811	cresco6x015	Fri 24 Nov 13:01:45 CET 2023	1700827305	130.00	100.00	9.00	40.00	96.00	0.00	1.00	17.00	40.00	40.00	62.00	10.00	2944.00000	2944.00000	3712.00000	3968.00000	4224.00000	4224.00000	4224.00000	4224.00000	2944.00000	2944.00000	139.92661		0.00003
881811	cresco6x111	Fri 24 Nov 13:01:44 CET 2023	1700827304	130.00	90.00	11.00	80.00	2.00	0.00	0.00	17.00	37.00	36.00	32.00	23.00	6272.00000	6272.00000	8320.00000	8576.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	73.78831		0.00004
881811	cresco6x140	Fri 24 Nov 13:01:44 CET 2023	1700827304	130.00	100.00	11.00	71.00	37.00	2.00	0.00	18.00	53.00	50.00	38.00	23.00	6144.00000	6272.00000	8448.00000	8832.00000	8448.00000	8832.00000	8448.00000	8832.00000	6144.00000	6272.00000	134.77880		0.00003
881811	cresco6x040	Fri 24 Nov 13:01:44 CET 2023	1700827304	130.00	90.00	8.00	74.00	88.00	4.00	0.00	17.00	48.00	42.00	37.00	23.00	6272.00000	6272.00000	8448.00000	8832.00000	8448.00000	8832.00000	8448.00000	8832.00000	6144.00000	6272.00000	122.04213		0.00003
881811	cresco6x242	Fri 24 Nov 13:01:44 CET 2023	1700827304	80.00	50.00	6.00	7.00	2.00	0.00	0.00	17.00	55.00	43.00	24.00	20.00	6272.00000	6272.00000	8192.00000	8576.00000	8320.00000	8576.00000	8192.00000	8704.00000	6144.00000	6272.00000	140.86578		0.00002
881811	cresco6x295	Fri 24 Nov 13:01:44 CET 2023	1700827304	80.00	50.00	8.00	20.00	40.00	0.00	0.00	17.00	32.00	35.00	35.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8576.00000	6144.00000	6272.00000	123.31641		0.00003
881811	cresco6x233	Fri 24 Nov 13:01:43 CET 2023	1700827303	80.00	50.00	5.00	86.00	69.00	4.00	0.00	17.00	36.00	32.00	40.00	20.00	6144.00000	6144.00000	8320.00000	8704.00000	8448.00000	8704.00000	8448.00000	8832.00000	6144.00000	6272.00000	135.33941		0.00002
881811	cresco6x256	Fri 24 Nov 13:01:43 CET 2023	1700827303	80.00	50.00	4.00	99.00	31.00	2.00	0.00	17.00	34.00	29.00	69.00	10.00	2944.00000	3072.00000	3968.00000	3968.00000	3840.00000	4096.00000	3840.00000	3968.00000	2944.00000	3072.00000	122.79702		0.00002
