Jobid	Jobname	Time1	Startime	Lock	energy	node1	nodo2	nodo3	nodo4	nodo5	nodo6	nodo7	nodo8	nodo9	nodo10	nodo11	nodo12	nodo13	nodo14	nodo15	nodo16
889490	SPKFT8_nf0_cp484_tnp492_ms31680_single_lbn_r1_W8_20231128_101622	2023-11-29 03:30:11	1701225002	D	0.02040	cresco6x060	cresco6x097	cresco6x090	cresco6x146	cresco6x115	cresco6x108	cresco6x225	cresco6x206	cresco6x025	cresco6x224	cresco6x186					
889491	IMeCOFT8_nf8_cp484_tnp660_ms31680_single_lbn_r1_W8_20231128_101622	2023-11-29 03:31:01	1701225052	D	0.16420	cresco6x163	cresco6x066	cresco6x053	cresco6x184	cresco6x193	cresco6x335	cresco6x186	cresco6x060	cresco6x115	cresco6x097	cresco6x146	cresco6x090	cresco6x025	cresco6x224		
889492	SPKFT8_nf8_cp484_tnp492_ms31680_single_lbn_r1_W8_20231128_101622	2023-11-29 03:33:53	1701225224	D	0.02290	cresco6x225	cresco6x206	cresco6x108	cresco6x090	cresco6x025	cresco6x193	cresco6x066	cresco6x184	cresco6x115	cresco6x146	cresco6x097					
889493	IMeCOFT0_cp484_tnp484_ms31680_double_lbn_r1_W8_20231128_101622	2023-11-29 03:34:48	1701225278	D	0.24535	cresco6x060	cresco6x224	cresco6x053	cresco6x163	cresco6x186	cresco6x335	cresco6x097	cresco6x146	cresco6x025	cresco6x066	cresco6x193					
889494	SPKFT0_cp484_tnp484_ms31680_double_lbn_r1_W8_20231128_101622	2023-11-29 03:39:54	1701225584	D	0.03141	cresco6x108	cresco6x206	cresco6x184	cresco6x090	cresco6x115	cresco6x225	cresco6x193	cresco6x053	cresco6x224	cresco6x186	cresco6x335					
889495	IMeCOFT1_nf0_cp484_tnp506_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:40:48	1701225639	D	0.25468	cresco6x163	cresco6x060	cresco6x066	cresco6x146	cresco6x097	cresco6x025	cresco6x335	cresco6x119	cresco6x108	cresco6x225	cresco6x224					
889496	SPKFT1_nf0_cp484_tnp485_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:46:00	1701225951	D	0.03750	cresco6x115	cresco6x186	cresco6x053	cresco6x257	cresco6x090	cresco6x249	cresco6x184	cresco6x091	cresco6x133	cresco6x157	cresco6x193					
889497	IMeCOFT1_nf1_cp484_tnp506_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:47:16	1701226026	D	0.25650	cresco6x224	cresco6x163	cresco6x119	cresco6x108	cresco6x335	cresco6x025	cresco6x066	cresco6x225	cresco6x097	cresco6x146	cresco6x060					
889498	SPKFT1_nf1_cp484_tnp485_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:52:35	1701226346	D	0.03172	cresco6x115	cresco6x193	cresco6x157	cresco6x133	cresco6x091	cresco6x053	cresco6x186	cresco6x184	cresco6x090	cresco6x257	cresco6x249					
889499	IMeCOFT2_nf0_cp484_tnp528_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:53:42	1701226412	D	0.26266	cresco6x082	cresco6x252	cresco6x060	cresco6x146	cresco6x136	cresco6x119	cresco6x108	cresco6x225	cresco6x335	cresco6x323	cresco6x163					
889500	SPKFT2_nf0_cp484_tnp486_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 03:58:57	1701226727	D	0.03375	cresco6x133	cresco6x184	cresco6x066	cresco6x090	cresco6x249	cresco6x097	cresco6x257	cresco6x025	cresco6x053	cresco6x193	cresco6x186					
889501	IMeCOFT2_nf2_cp484_tnp528_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 04:00:07	1701226798	D	0.26432	cresco6x091	cresco6x224	cresco6x115	cresco6x157	cresco6x122	cresco6x225	cresco6x108	cresco6x323	cresco6x163	cresco6x146	cresco6x335					
889502	SPKFT2_nf2_cp484_tnp486_ms31680_double_lbn_r1_W8_20231128_101623	2023-11-29 04:05:21	1701227112	D	0.03892	cresco6x120	cresco6x184	cresco6x039	cresco6x053	cresco6x066	cresco6x090	cresco6x312	cresco6x193	cresco6x009	cresco6x025	cresco6x106					
889503	IMeCOFT4_nf0_cp484_tnp572_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:06:37	1701227187	D	0.27934	cresco6x133	cresco6x257	cresco6x214	cresco6x206	cresco6x307	cresco6x162	cresco6x186	cresco6x136	cresco6x107	cresco6x252	cresco6x108	cresco6x225				
889504	SPKFT4_nf0_cp484_tnp488_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:11:52	1701227503	D	0.03200	cresco6x120	cresco6x199	cresco6x053	cresco6x066	cresco6x090	cresco6x009	cresco6x091	cresco6x115	cresco6x025	cresco6x184	cresco6x335					
889505	IMeCOFT4_nf4_cp484_tnp572_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:12:57	1701227568	D	0.28580	cresco6x106	cresco6x312	cresco6x224	cresco6x163	cresco6x128	cresco6x122	cresco6x193	cresco6x146	cresco6x039	cresco6x323	cresco6x157	cresco6x275				
889506	SPKFT4_nf4_cp484_tnp488_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:18:09	1701227880	D	0.03179	cresco6x115	cresco6x199	cresco6x053	cresco6x214	cresco6x090	cresco6x091	cresco6x252	cresco6x176	cresco6x206	cresco6x307	cresco6x120					
889507	IMeCOFT8_nf0_cp484_tnp660_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:19:10	1701227940	D	0.32592	cresco6x335	cresco6x107	cresco6x186	cresco6x257	cresco6x225	cresco6x184	cresco6x066	cresco6x136	cresco6x025	cresco6x009	cresco6x108	cresco6x100	cresco6x162	cresco6x133		
889508	SPKFT8_nf0_cp484_tnp492_ms31680_double_lbn_r1_W8_20231128_101624	2023-11-29 04:24:16	1701228246	D	0.03128	cresco6x120	cresco6x128	cresco6x323	cresco6x193	cresco6x199	cresco6x206	cresco6x090	cresco6x312	cresco6x275	cresco6x053	cresco6x224					
889509	IMeCOFT8_nf8_cp484_tnp660_ms31680_double_lbn_r1_W8_20231128_101625	2023-11-29 04:25:26	1701228317	D	0.33018	cresco6x106	cresco6x176	cresco6x091	cresco6x097	cresco6x252	cresco6x228	cresco6x039	cresco6x307	cresco6x214	cresco6x122	cresco6x146	cresco6x163	cresco6x136	cresco6x133		
889510	SPKFT8_nf8_cp484_tnp492_ms31680_double_lbn_r1_W8_20231128_101625	2023-11-29 04:30:42	1701228632	D	0.03132	cresco6x107	cresco6x162	cresco6x323	cresco6x193	cresco6x225	cresco6x009	cresco6x335	cresco6x312	cresco6x199	cresco6x157	cresco6x186					
889511	IMeCOFT0_cp484_tnp484_ms31680_single_lby_r1_W8_20231128_101625	2023-11-29 04:31:34	1701228698	D	0.11676	cresco6x100	cresco6x108	cresco6x090	cresco6x224	cresco6x128	cresco6x120	cresco6x184	cresco6x275	cresco6x066	cresco6x257	cresco6x206					
889512	SPKFT0_cp484_tnp484_ms31680_single_lby_r1_W8_20231128_101625	2023-11-29 04:35:07	1701228898	D	0.01983	cresco6x122	cresco6x157	cresco6x053	cresco6x225	cresco6x323	cresco6x193	cresco6x312	cresco6x009	cresco6x133	cresco6x176	cresco6x107					
889513	IMeCOFT1_nf0_cp484_tnp506_ms31680_single_lby_r1_W8_20231128_101625	2023-11-29 04:35:57	1701228947	D	0.11688	cresco6x146	cresco6x025	cresco6x126	cresco6x228	cresco6x136	cresco6x207	cresco6x252	cresco6x249	cresco6x060	cresco6x119	cresco6x335					
889514	SPKFT1_nf0_cp484_tnp485_ms31680_single_lby_r1_W8_20231128_101625	2023-11-29 04:38:37	1701229108	D	0.02004	cresco6x108	cresco6x120	cresco6x162	cresco6x206	cresco6x184	cresco6x199	cresco6x082	cresco6x275	cresco6x312	cresco6x009	cresco6x176					
889515	IMeCOFT1_nf1_cp484_tnp506_ms31680_single_lby_r1_W8_20231128_101626	2023-11-29 04:39:32	1701229163	D	0.12100	cresco6x323	cresco6x090	cresco6x157	cresco6x053	cresco6x066	cresco6x224	cresco6x122	cresco6x128	cresco6x163	cresco6x186	cresco6x193					
889516	SPKFT1_nf1_cp484_tnp485_ms31680_single_lby_r1_W8_20231128_101626	2023-11-29 04:42:13	1701229323	D	0.01760	cresco6x146	cresco6x188	cresco6x207	cresco6x252	cresco6x199	cresco6x275	cresco6x257	cresco6x176	cresco6x108	cresco6x312	cresco6x162					
889517	IMeCOFT2_nf0_cp484_tnp528_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:43:04	1701229374	D	0.12665	cresco6x060	cresco6x225	cresco6x184	cresco6x025	cresco6x120	cresco6x206	cresco6x249	cresco6x136	cresco6x100	cresco6x009	cresco6x126					
889518	SPKFT2_nf0_cp484_tnp486_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:45:49	1701229539	D	0.01699	cresco6x122	cresco6x157	cresco6x228	cresco6x090	cresco6x119	cresco6x193	cresco6x323	cresco6x224	cresco6x257	cresco6x108	cresco6x176					
889519	IMeCOFT2_nf2_cp484_tnp528_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:46:41	1701229590	D	0.12447	cresco6x146	cresco6x186	cresco6x188	cresco6x207	cresco6x053	cresco6x275	cresco6x066	cresco6x162	cresco6x335	cresco6x107	cresco6x312					
889520	SPKFT2_nf2_cp484_tnp486_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:49:25	1701229756	D	0.01883	cresco6x120	cresco6x100	cresco6x126	cresco6x206	cresco6x176	cresco6x249	cresco6x323	cresco6x119	cresco6x157	cresco6x090	cresco6x224					
889521	IMeCOFT4_nf0_cp484_tnp572_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:50:11	1701229801	D	0.14109	cresco6x252	cresco6x184	cresco6x225	cresco6x257	cresco6x025	cresco6x133	cresco6x228	cresco6x193	cresco6x009	cresco6x199	cresco6x060	cresco6x115				
889522	SPKFT4_nf0_cp484_tnp488_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:53:05	1701229975	D	0.01867	cresco6x146	cresco6x162	cresco6x275	cresco6x126	cresco6x119	cresco6x323	cresco6x090	cresco6x249	cresco6x122	cresco6x120	cresco6x157					
889523	IMeCOFT4_nf4_cp484_tnp572_ms31680_single_lby_r1_W8_20231128_101627	2023-11-29 04:53:56	1701230027	D	0.13787	cresco6x053	cresco6x188	cresco6x066	cresco6x206	cresco6x100	cresco6x224	cresco6x335	cresco6x136	cresco6x186	cresco6x108	cresco6x207	cresco6x176				
889524	SPKFT4_nf4_cp484_tnp488_ms31680_single_lby_r1_W8_20231128_101628	2023-11-29 04:56:42	1701230192	D	0.02083	cresco6x184	cresco6x225	cresco6x252	cresco6x193	cresco6x257	cresco6x228	cresco6x323	cresco6x163	cresco6x122	cresco6x162	cresco6x275					
889525	IMeCOFT8_nf0_cp484_tnp660_ms31680_single_lby_r1_W8_20231128_101628	2023-11-29 04:57:32	1701230243	D	0.15624	cresco6x025	cresco6x119	cresco6x060	cresco6x249	cresco6x120	cresco6x107	cresco6x090	cresco6x009	cresco6x146	cresco6x133	cresco6x157	cresco6x199	cresco6x128	cresco6x115		
889526	SPKFT8_nf0_cp484_tnp492_ms31680_single_lby_r1_W8_20231128_101628	2023-11-29 05:00:04	1701230408	D	0.01745	cresco6x100	cresco6x108	cresco6x176	cresco6x207	cresco6x053	cresco6x136	cresco6x335	cresco6x228	cresco6x275	cresco6x193	cresco6x225					
889527	IMeCOFT8_nf8_cp484_tnp660_ms31680_single_lby_r1_W8_20231128_101628	2023-11-29 05:01:07	1701230457	D	0.16342	cresco6x323	cresco6x252	cresco6x188	cresco6x163	cresco6x224	cresco6x122	cresco6x162	cresco6x066	cresco6x184	cresco6x186	cresco6x126	cresco6x257	cresco6x312	cresco6x157		
889528	SPKFT8_nf8_cp484_tnp492_ms31680_single_lby_r1_W8_20231128_101628	2023-11-29 05:03:57	1701230628	D	0.01895	cresco6x115	cresco6x060	cresco6x090	cresco6x119	cresco6x136	cresco6x100	cresco6x193	cresco6x207	cresco6x146	cresco6x225	cresco6x108					
889529	IMeCOFT0_cp484_tnp484_ms31680_double_lby_r1_W8_20231128_101628	2023-11-29 05:04:48	1701230677	D	0.22847	cresco6x249	cresco6x053	cresco6x128	cresco6x120	cresco6x275	cresco6x176	cresco6x199	cresco6x025	cresco6x107	cresco6x009	cresco6x335					
889530	SPKFT0_cp484_tnp484_ms31680_double_lby_r1_W8_20231128_101628	2023-11-29 05:09:39	1701230970	D	0.02952	cresco6x108	cresco6x122	cresco6x136	cresco6x186	cresco6x188	cresco6x060	cresco6x352	cresco6x323	cresco6x239	cresco6x118	cresco6x135					
889531	IMeCOFT1_nf0_cp484_tnp506_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:10:44	1701231035	D	0.24537	cresco6x115	cresco6x133	cresco6x307	cresco6x193	cresco6x225	cresco6x312	cresco6x090	cresco6x100	cresco6x082	cresco6x146	cresco6x207					
889532	SPKFT1_nf0_cp484_tnp485_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:15:39	1701231330	D	0.02956	cresco6x106	cresco6x107	cresco6x108	cresco6x136	cresco6x176	cresco6x214	cresco6x060	cresco6x009	cresco6x118	cresco6x135	cresco6x183					
889533	IMeCOFT1_nf1_cp484_tnp506_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:16:41	1701231391	D	0.23995	cresco6x120	cresco6x039	cresco6x224	cresco6x335	cresco6x323	cresco6x239	cresco6x186	cresco6x128	cresco6x122	cresco6x053	cresco6x091					
889534	SPKFT1_nf1_cp484_tnp485_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:21:37	1701231687	D	0.03793	cresco6x106	cresco6x108	cresco6x133	cresco6x146	cresco6x307	cresco6x155	cresco6x170	cresco6x188	cresco6x374	cresco6x225	cresco6x090					
889535	IMeCOFT2_nf0_cp484_tnp528_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:22:52	1701231763	D	0.25973	cresco6x115	cresco6x176	cresco6x051	cresco6x060	cresco6x272	cresco6x126	cresco6x333	cresco6x183	cresco6x119	cresco6x107	cresco6x312					
889536	SPKFT2_nf0_cp484_tnp486_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:28:07	1701232078	D	0.03755	cresco6x120	cresco6x128	cresco6x170	cresco6x186	cresco6x025	cresco6x374	cresco6x053	cresco6x214	cresco6x082	cresco6x245	cresco6x091					
889537	IMeCOFT2_nf2_cp484_tnp528_ms31680_double_lby_r1_W8_20231128_101629	2023-11-29 05:29:22	1701232153	D	0.29825	cresco6x108	cresco6x224	cresco6x097	cresco6x204	cresco6x207	cresco6x228	cresco6x122	cresco6x118	cresco6x039	cresco6x188	cresco6x146					
889538	SPKFT2_nf2_cp484_tnp486_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:35:27	1701232517	D	0.03029	cresco6x107	cresco6x115	cresco6x136	cresco6x307	cresco6x176	cresco6x186	cresco6x025	cresco6x225	cresco6x239	cresco6x252	cresco6x155					
889539	IMeCOFT4_nf0_cp484_tnp572_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:36:22	1701232573	D	0.27616	cresco6x120	cresco6x312	cresco6x170	cresco6x060	cresco6x090	cresco6x009	cresco6x091	cresco6x266	cresco6x082	cresco6x053	cresco6x183	cresco6x106				
889540	SPKFT4_nf0_cp484_tnp488_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:41:32	1701232882	D	0.02892	cresco6x108	cresco6x176	cresco6x186	cresco6x188	cresco6x066	cresco6x097	cresco6x272	cresco6x155	cresco6x204	cresco6x239	cresco6x126					
889541	IMeCOFT4_nf4_cp484_tnp572_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:42:32	1701232942	D	0.27980	cresco6x146	cresco6x163	cresco6x184	cresco6x207	cresco6x128	cresco6x249	cresco6x051	cresco6x228	cresco6x333	cresco6x025	cresco6x122	cresco6x199				
889542	SPKFT4_nf4_cp484_tnp488_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:47:43	1701233253	D	0.03607	cresco6x108	cresco6x133	cresco6x307	cresco6x155	cresco6x157	cresco6x374	cresco6x060	cresco6x224	cresco6x090	cresco6x091	cresco6x272					
889543	IMeCOFT8_nf0_cp484_tnp660_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:48:53	1701233324	D	0.32731	cresco6x120	cresco6x176	cresco6x066	cresco6x252	cresco6x136	cresco6x312	cresco6x170	cresco6x106	cresco6x214	cresco6x118	cresco6x188	cresco6x097	cresco6x135	cresco6x115		
889544	SPKFT8_nf0_cp484_tnp492_ms31680_double_lby_r1_W8_20231128_101630	2023-11-29 05:54:04	1701233634	D	0.03085	cresco6x133	cresco6x162	cresco6x333	cresco6x199	cresco6x025	cresco6x207	cresco6x053	cresco6x091	cresco6x249	cresco6x272	cresco6x239					
889545	IMeCOFT8_nf8_cp484_tnp660_ms31680_double_lby_r1_W8_20231128_101631	2023-11-29 05:55:04	1701233694	D	0.32374	cresco6x107	cresco6x146	cresco6x224	cresco6x228	cresco6x186	cresco6x225	cresco6x163	cresco6x108	cresco6x193	cresco6x374	cresco6x128	cresco6x257	cresco6x060	cresco6x155		
889546	SPKFT8_nf8_cp484_tnp492_ms31680_double_lby_r1_W8_20231128_101631	2023-11-29 06:00:18	1701234009	D	0.02788	cresco6x115	cresco6x120	cresco6x133	cresco6x307	cresco6x249	cresco6x097	cresco6x206	cresco6x051	cresco6x100	cresco6x204	cresco6x207					
889547	IMeCOFT0_cp576_tnp576_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:01:14	1701234064	D	0.12531	cresco6x106	cresco6x122	cresco6x091	cresco6x199	cresco6x272	cresco6x157	cresco6x090	cresco6x170	cresco6x239	cresco6x312	cresco6x162	cresco6x333				
889548	SPKFT0_cp576_tnp576_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:03:44	1701234214	D	0.02939	cresco6x136	cresco6x009	cresco6x108	cresco6x176	cresco6x188	cresco6x374	cresco6x060	cresco6x228	cresco6x257	cresco6x118	cresco6x207	cresco6x249				
889549	IMeCOFT1_nf0_cp576_tnp600_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:04:43	1701234274	D	0.14399	cresco6x025	cresco6x097	cresco6x204	cresco6x193	cresco6x206	cresco6x225	cresco6x120	cresco6x214	cresco6x224	cresco6x186	cresco6x128	cresco6x107	cresco6x252			
889550	SPKFT1_nf0_cp576_tnp577_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:07:23	1701234433	D	0.02180	cresco6x106	cresco6x133	cresco6x170	cresco6x053	cresco6x090	cresco6x100	cresco6x239	cresco6x122	cresco6x312	cresco6x199	cresco6x009	cresco6x060	cresco6x118			
889551	IMeCOFT1_nf1_cp576_tnp600_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:08:14	1701234484	D	0.13019	cresco6x115	cresco6x374	cresco6x051	cresco6x307	cresco6x272	cresco6x249	cresco6x163	cresco6x136	cresco6x108	cresco6x333	cresco6x188	cresco6x146	cresco6x091			
889552	SPKFT1_nf1_cp576_tnp577_ms31680_single_lbn_r1_W8_20231128_101631	2023-11-29 06:10:49	1701234640	D	0.02257	cresco6x186	cresco6x225	cresco6x204	cresco6x214	cresco6x097	cresco6x025	cresco6x312	cresco6x053	cresco6x100	cresco6x133	cresco6x126	cresco6x199	cresco6x120			
889553	IMeCOFT2_nf0_cp576_tnp624_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:11:39	1701234689	D	0.12672	cresco6x106	cresco6x224	cresco6x170	cresco6x118	cresco6x060	cresco6x107	cresco6x135	cresco6x090	cresco6x275	cresco6x066	cresco6x335	cresco6x323	cresco6x245			
889554	SPKFT2_nf0_cp576_tnp578_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:13:59	1701234829	D	0.02347	cresco6x193	cresco6x009	cresco6x108	cresco6x307	cresco6x272	cresco6x188	cresco6x183	cresco6x115	cresco6x163	cresco6x184	cresco6x039	cresco6x100	cresco6x186			
889555	IMeCOFT2_nf2_cp576_tnp624_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:14:45	1701234875	D	0.14454	cresco6x053	cresco6x204	cresco6x214	cresco6x051	cresco6x312	cresco6x126	cresco6x374	cresco6x352	cresco6x119	cresco6x266	cresco6x091	cresco6x239	cresco6x225			
889556	SPKFT2_nf2_cp576_tnp578_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:17:30	1701235041	D	0.02193	cresco6x133	cresco6x146	cresco6x136	cresco6x199	cresco6x224	cresco6x335	cresco6x106	cresco6x186	cresco6x107	cresco6x122	cresco6x275	cresco6x100	cresco6x108			
889557	IMeCOFT4_nf0_cp576_tnp672_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:18:20	1701235091	D	0.13569	cresco6x272	cresco6x163	cresco6x039	cresco6x155	cresco6x170	cresco6x066	cresco6x307	cresco6x249	cresco6x090	cresco6x184	cresco6x097	cresco6x009	cresco6x183	cresco6x135		
889558	SPKFT4_nf0_cp576_tnp580_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:20:51	1701235241	D	0.02253	cresco6x352	cresco6x312	cresco6x051	cresco6x108	cresco6x115	cresco6x275	cresco6x107	cresco6x100	cresco6x082	cresco6x136	cresco6x133	cresco6x106	cresco6x204			
889559	IMeCOFT4_nf4_cp576_tnp672_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:21:35	1701235285	D	0.14432	cresco6x199	cresco6x225	cresco6x333	cresco6x146	cresco6x118	cresco6x126	cresco6x091	cresco6x239	cresco6x374	cresco6x214	cresco6x186	cresco6x335	cresco6x053	cresco6x120		
889560	SPKFT4_nf4_cp576_tnp580_ms31680_single_lbn_r1_W8_20231128_101632	2023-11-29 06:24:10	1701235441	D	0.02048	cresco6x323	cresco6x193	cresco6x090	cresco6x249	cresco6x184	cresco6x224	cresco6x188	cresco6x066	cresco6x039	cresco6x155	cresco6x352	cresco6x108	cresco6x051			
889561	IMeCOFT8_nf0_cp576_tnp768_ms31680_single_lbn_r1_W8_20231128_101633	2023-11-29 06:25:01	1701235491	D	0.15679	cresco6x107	cresco6x307	cresco6x312	cresco6x100	cresco6x106	cresco6x133	cresco6x115	cresco6x275	cresco6x009	cresco6x245	cresco6x119	cresco6x135	cresco6x272	cresco6x025	cresco6x183	cresco6x122
889562	SPKFT8_nf0_cp576_tnp584_ms31680_single_lbn_r1_W8_20231128_101633	2023-11-29 06:27:31	1701235641	D	0.02944	cresco6x128	cresco6x170	cresco6x335	cresco6x214	cresco6x266	cresco6x163	cresco6x204	cresco6x374	cresco6x097	cresco6x126	cresco6x333	cresco6x146	cresco6x053			
889563	IMeCOFT8_nf8_cp576_tnp768_ms31680_single_lbn_r1_W8_20231128_101633	2023-11-29 06:28:31	1701235701	D	0.15779	cresco6x184	cresco6x188	cresco6x199	cresco6x039	cresco6x060	cresco6x066	cresco6x352	cresco6x118	cresco6x155	cresco6x186	cresco6x051	cresco6x108	cresco6x225	cresco6x082	cresco6x193	cresco6x239
889564	SPKFT8_nf8_cp576_tnp584_ms31680_single_lbn_r1_W8_20231128_101633	2023-11-29 06:30:57	1701235847	D	0.02185	cresco6x106	cresco6x107	cresco6x115	cresco6x119	cresco6x122	cresco6x090	cresco6x133	cresco6x275	cresco6x091	cresco6x183	cresco6x135	cresco6x272	cresco6x025			
889565	IMeCOFT0_cp576_tnp576_ms31680_double_lbn_r1_W8_20231128_101633	2023-11-29 06:31:47	1701235897	D	0.27640	cresco6x307	cresco6x100	cresco6x126	cresco6x128	cresco6x204	cresco6x333	cresco6x009	cresco6x053	cresco6x146	cresco6x170	cresco6x249	cresco6x312				
889566	SPKFT0_cp576_tnp576_ms31680_double_lbn_r1_W8_20231128_101633	2023-11-29 06:37:02	1701236212	D	0.04074	cresco6x115	cresco6x157	cresco6x184	cresco6x188	cresco6x193	cresco6x025	cresco6x374	cresco6x060	cresco6x066	cresco6x225	cresco6x082	cresco6x239				
889567	IMeCOFT1_nf0_cp576_tnp600_ms31680_double_lbn_r1_W8_20231128_101633	2023-11-29 06:38:12	1701236282	D	0.25616	cresco6x135	cresco6x186	cresco6x199	cresco6x039	cresco6x051	cresco6x163	cresco6x155	cresco6x272	cresco6x335	cresco6x275	cresco6x107	cresco6x090	cresco6x119			
889568	SPKFT1_nf0_cp576_tnp577_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:42:44	1701236555	D	0.03588	cresco6x188	cresco6x025	cresco6x053	cresco6x239	cresco6x249	cresco6x265	cresco6x327	cresco6x126	cresco6x231	cresco6x009	cresco6x108	cresco6x193	cresco6x183			
889569	IMeCOFT1_nf1_cp576_tnp600_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:43:49	1701236620	D	0.25454	cresco6x307	cresco6x060	cresco6x082	cresco6x128	cresco6x157	cresco6x120	cresco6x181	cresco6x165	cresco6x266	cresco6x374	cresco6x245	cresco6x214	cresco6x206			
889570	SPKFT1_nf1_cp576_tnp577_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:48:19	1701236890	D	0.03477	cresco6x107	cresco6x162	cresco6x170	cresco6x176	cresco6x186	cresco6x188	cresco6x225	cresco6x228	cresco6x257	cresco6x272	cresco6x183	cresco6x335	cresco6x252			
889571	IMeCOFT2_nf0_cp576_tnp624_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:49:24	1701236954	D	0.27999	cresco6x108	cresco6x115	cresco6x122	cresco6x327	cresco6x207	cresco6x090	cresco6x231	cresco6x119	cresco6x204	cresco6x097	cresco6x193	cresco6x275	cresco6x066			
889572	SPKFT2_nf0_cp576_tnp578_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:54:06	1701237250	D	0.04532	cresco6x100	cresco6x107	cresco6x120	cresco6x136	cresco6x307	cresco6x155	cresco6x165	cresco6x323	cresco6x181	cresco6x186	cresco6x199	cresco6x374	cresco6x206			
889573	IMeCOFT2_nf2_cp576_tnp624_ms31680_double_lbn_r1_W8_20231128_101634	2023-11-29 06:55:35	1701237326	D	0.27310	cresco6x134	cresco6x157	cresco6x025	cresco6x051	cresco6x053	cresco6x225	cresco6x075	cresco6x245	cresco6x098	cresco6x272	cresco6x252	cresco6x009	cresco6x126			
889574	SPKFT2_nf2_cp576_tnp578_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:00:20	1701237610	D	0.03346	cresco6x108	cresco6x120	cresco6x122	cresco6x307	cresco6x162	cresco6x163	cresco6x165	cresco6x323	cresco6x177	cresco6x181	cresco6x186	cresco6x188	cresco6x193			
889575	IMeCOFT4_nf0_cp576_tnp672_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:01:15	1701237665	D	0.28234	cresco6x115	cresco6x121	cresco6x207	cresco6x052	cresco6x060	cresco6x235	cresco6x090	cresco6x257	cresco6x062	cresco6x300	cresco6x100	cresco6x335	cresco6x327	cresco6x217		
889576	SPKFT4_nf0_cp576_tnp580_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:05:50	1701237941	D	0.03414	cresco6x307	cresco6x155	cresco6x162	cresco6x163	cresco6x170	cresco6x176	cresco6x177	cresco6x009	cresco6x186	cresco6x193	cresco6x199	cresco6x039	cresco6x374			
889577	IMeCOFT4_nf4_cp576_tnp672_ms31680_double_lbn_r1_W8_20231128_101635	2023-11-29 07:06:55	1701238006	D	0.28600	cresco6x136	cresco6x181	cresco6x053	cresco6x066	cresco6x225	cresco6x228	cresco6x239	cresco6x245	cresco6x249	cresco6x097	cresco6x252	cresco6x275	cresco6x135	cresco6x106		
