ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    double     4   0   256     64      320     21120   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf0_cp256_tnp320_ms21120_double_lbn_r1_W7_20231126_083012                                  
SPKft      double     4   0   256     4       260     21120   6      2   2   10560   24   N     -       1   7    SPKFT4_nf0_cp256_tnp260_ms21120_double_lbn_r1_W7_20231126_083012                                    
IMeCOft    double     4   4   256     64      320     21120   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf4_cp256_tnp320_ms21120_double_lbn_r1_W7_20231126_083012                                  
SPKft      double     4   4   256     4       260     21120   6      2   2   10560   24   N     -       1   7    SPKFT4_nf4_cp256_tnp260_ms21120_double_lbn_r1_W7_20231126_083012                                    
IMeCOft    double     8   0   256     128     384     21120   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf0_cp256_tnp384_ms21120_double_lbn_r1_W7_20231126_083012                                  
SPKft      double     8   0   256     8       264     21120   6      2   2   10560   24   N     -       1   7    SPKFT8_nf0_cp256_tnp264_ms21120_double_lbn_r1_W7_20231126_083013                                    
IMeCOft    double     8   8   256     128     384     21120   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf8_cp256_tnp384_ms21120_double_lbn_r1_W7_20231126_083013                                  
SPKft      double     8   8   256     8       264     21120   6      2   2   10560   24   N     -       1   7    SPKFT8_nf8_cp256_tnp264_ms21120_double_lbn_r1_W7_20231126_083013                                    
IMeCO      single     -   -   256     0       256     21120   6      -   -   -       -    Y     22      1   7    IMeCOFT0_cp256_tnp256_ms21120_single_lby_r1_W7_20231126_083013                                      
SPK        single     -   -   256     0       256     21120   6      -   -   -       -    Y     22      1   7    SPKFT0_cp256_tnp256_ms21120_single_lby_r1_W7_20231126_083013                                        
IMeCOft    single     1   0   256     16      272     21120   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf0_cp256_tnp272_ms21120_single_lby_r1_W7_20231126_083013                                  
SPKft      single     1   0   256     1       257     21120   6      2   2   10560   24   Y     22      1   7    SPKFT1_nf0_cp256_tnp257_ms21120_single_lby_r1_W7_20231126_083013                                    
IMeCOft    single     1   1   256     16      272     21120   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf1_cp256_tnp272_ms21120_single_lby_r1_W7_20231126_083013                                  
SPKft      single     1   1   256     1       257     21120   6      2   2   10560   24   Y     22      1   7    SPKFT1_nf1_cp256_tnp257_ms21120_single_lby_r1_W7_20231126_083014                                    
IMeCOft    single     2   0   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms21120_single_lby_r1_W7_20231126_083014                                  
SPKft      single     2   0   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms21120_single_lby_r1_W7_20231126_083014                                    
IMeCOft    single     2   2   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms21120_single_lby_r1_W7_20231126_083014                                  
SPKft      single     2   2   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf2_cp256_tnp258_ms21120_single_lby_r1_W7_20231126_083014                                    
IMeCOft    single     4   0   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms21120_single_lby_r1_W7_20231126_083014                                  
SPKft      single     4   0   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms21120_single_lby_r1_W7_20231126_083014                                    
IMeCOft    single     4   4   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms21120_single_lby_r1_W7_20231126_083014                                  
SPKft      single     4   4   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms21120_single_lby_r1_W7_20231126_083014                                    
IMeCOft    single     8   0   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms21120_single_lby_r1_W7_20231126_083015                                  
SPKft      single     8   0   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms21120_single_lby_r1_W7_20231126_083015                                    
IMeCOft    single     8   8   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms21120_single_lby_r1_W7_20231126_083015                                  
SPKft      single     8   8   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms21120_single_lby_r1_W7_20231126_083015                                    
IMeCO      double     -   -   256     0       256     21120   6      -   -   -       -    Y     22      1   7    IMeCOFT0_cp256_tnp256_ms21120_double_lby_r1_W7_20231126_083015                                      
SPK        double     -   -   256     0       256     21120   6      -   -   -       -    Y     22      1   7    SPKFT0_cp256_tnp256_ms21120_double_lby_r1_W7_20231126_083015                                        
IMeCOft    double     1   0   256     16      272     21120   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf0_cp256_tnp272_ms21120_double_lby_r1_W7_20231126_083015                                  
SPKft      double     1   0   256     1       257     21120   6      2   2   10560   24   Y     22      1   7    SPKFT1_nf0_cp256_tnp257_ms21120_double_lby_r1_W7_20231126_083015                                    
IMeCOft    double     1   1   256     16      272     21120   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf1_cp256_tnp272_ms21120_double_lby_r1_W7_20231126_083016                                  
SPKft      double     1   1   256     1       257     21120   6      2   2   10560   24   Y     22      1   7    SPKFT1_nf1_cp256_tnp257_ms21120_double_lby_r1_W7_20231126_083016                                    
IMeCOft    double     2   0   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms21120_double_lby_r1_W7_20231126_083016                                  
SPKft      double     2   0   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms21120_double_lby_r1_W7_20231126_083016                                    
IMeCOft    double     2   2   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms21120_double_lby_r1_W7_20231126_083016                                  
SPKft      double     2   2   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf2_cp256_tnp258_ms21120_double_lby_r1_W7_20231126_083016                                    
IMeCOft    double     4   0   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms21120_double_lby_r1_W7_20231126_083016                                  
SPKft      double     4   0   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms21120_double_lby_r1_W7_20231126_083017                                    
IMeCOft    double     4   4   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms21120_double_lby_r1_W7_20231126_083017                                  
SPKft      double     4   4   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms21120_double_lby_r1_W7_20231126_083017                                    
IMeCOft    double     8   0   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms21120_double_lby_r1_W7_20231126_083017                                  
SPKft      double     8   0   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms21120_double_lby_r1_W7_20231126_083017                                    
IMeCOft    double     8   8   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms21120_double_lby_r1_W7_20231126_083017                                  
SPKft      double     8   8   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms21120_double_lby_r1_W7_20231126_083017                                    
IMeCO      single     -   -   256     0       256     26400   6      -   -   -       -    N     -       1   7    IMeCOFT0_cp256_tnp256_ms26400_single_lbn_r1_W7_20231126_083017                                      
SPK        single     -   -   256     0       256     26400   6      -   -   -       -    N     -       1   7    SPKFT0_cp256_tnp256_ms26400_single_lbn_r1_W7_20231126_083017                                        
IMeCOft    single     1   0   256     16      272     26400   6      2   2   -       -    N     -       1   7    IMeCOFT1_nf0_cp256_tnp272_ms26400_single_lbn_r1_W7_20231126_083018                                  
SPKft      single     1   0   256     1       257     26400   6      2   2   13200   25   N     -       1   7    SPKFT1_nf0_cp256_tnp257_ms26400_single_lbn_r1_W7_20231126_083018                                    
IMeCOft    single     1   1   256     16      272     26400   6      2   2   -       -    N     -       1   7    IMeCOFT1_nf1_cp256_tnp272_ms26400_single_lbn_r1_W7_20231126_083018                                  
SPKft      single     1   1   256     1       257     26400   6      2   2   13200   25   N     -       1   7    SPKFT1_nf1_cp256_tnp257_ms26400_single_lbn_r1_W7_20231126_083018                                    
IMeCOft    single     2   0   256     32      288     26400   6      2   2   -       -    N     -       1   7    IMeCOFT2_nf0_cp256_tnp288_ms26400_single_lbn_r1_W7_20231126_083018                                  
SPKft      single     2   0   256     2       258     26400   6      2   2   13200   25   N     -       1   7    SPKFT2_nf0_cp256_tnp258_ms26400_single_lbn_r1_W7_20231126_083018                                    
IMeCOft    single     2   2   256     32      288     26400   6      2   2   -       -    N     -       1   7    IMeCOFT2_nf2_cp256_tnp288_ms26400_single_lbn_r1_W7_20231126_083018                                  
SPKft      single     2   2   256     2       258     26400   6      2   2   13200   25   N     -       1   7    SPKFT2_nf2_cp256_tnp258_ms26400_single_lbn_r1_W7_20231126_083018                                    
IMeCOft    single     4   0   256     64      320     26400   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf0_cp256_tnp320_ms26400_single_lbn_r1_W7_20231126_083019                                  
SPKft      single     4   0   256     4       260     26400   6      2   2   13200   25   N     -       1   7    SPKFT4_nf0_cp256_tnp260_ms26400_single_lbn_r1_W7_20231126_083019                                    
IMeCOft    single     4   4   256     64      320     26400   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf4_cp256_tnp320_ms26400_single_lbn_r1_W7_20231126_083019                                  
SPKft      single     4   4   256     4       260     26400   6      2   2   13200   25   N     -       1   7    SPKFT4_nf4_cp256_tnp260_ms26400_single_lbn_r1_W7_20231126_083019                                    
IMeCOft    single     8   0   256     128     384     26400   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf0_cp256_tnp384_ms26400_single_lbn_r1_W7_20231126_083019                                  
SPKft      single     8   0   256     8       264     26400   6      2   2   13200   25   N     -       1   7    SPKFT8_nf0_cp256_tnp264_ms26400_single_lbn_r1_W7_20231126_083019                                    
IMeCOft    single     8   8   256     128     384     26400   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf8_cp256_tnp384_ms26400_single_lbn_r1_W7_20231126_083019                                  
SPKft      single     8   8   256     8       264     26400   6      2   2   13200   25   N     -       1   7    SPKFT8_nf8_cp256_tnp264_ms26400_single_lbn_r1_W7_20231126_083019                                    
IMeCO      double     -   -   256     0       256     26400   6      -   -   -       -    N     -       1   7    IMeCOFT0_cp256_tnp256_ms26400_double_lbn_r1_W7_20231126_083020                                      
SPK        double     -   -   256     0       256     26400   6      -   -   -       -    N     -       1   7    SPKFT0_cp256_tnp256_ms26400_double_lbn_r1_W7_20231126_083020                                        
IMeCOft    double     1   0   256     16      272     26400   6      2   2   -       -    N     -       1   7    IMeCOFT1_nf0_cp256_tnp272_ms26400_double_lbn_r1_W7_20231126_083020                                  
SPKft      double     1   0   256     1       257     26400   6      2   2   13200   25   N     -       1   7    SPKFT1_nf0_cp256_tnp257_ms26400_double_lbn_r1_W7_20231126_083020                                    
IMeCOft    double     1   1   256     16      272     26400   6      2   2   -       -    N     -       1   7    IMeCOFT1_nf1_cp256_tnp272_ms26400_double_lbn_r1_W7_20231126_083020                                  
SPKft      double     1   1   256     1       257     26400   6      2   2   13200   25   N     -       1   7    SPKFT1_nf1_cp256_tnp257_ms26400_double_lbn_r1_W7_20231126_083020                                    
IMeCOft    double     2   0   256     32      288     26400   6      2   2   -       -    N     -       1   7    IMeCOFT2_nf0_cp256_tnp288_ms26400_double_lbn_r1_W7_20231126_083020                                  
SPKft      double     2   0   256     2       258     26400   6      2   2   13200   25   N     -       1   7    SPKFT2_nf0_cp256_tnp258_ms26400_double_lbn_r1_W7_20231126_083020                                    
IMeCOft    double     2   2   256     32      288     26400   6      2   2   -       -    N     -       1   7    IMeCOFT2_nf2_cp256_tnp288_ms26400_double_lbn_r1_W7_20231126_083020                                  
SPKft      double     2   2   256     2       258     26400   6      2   2   13200   25   N     -       1   7    SPKFT2_nf2_cp256_tnp258_ms26400_double_lbn_r1_W7_20231126_083021                                    
IMeCOft    double     4   0   256     64      320     26400   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf0_cp256_tnp320_ms26400_double_lbn_r1_W7_20231126_083021                                  
SPKft      double     4   0   256     4       260     26400   6      2   2   13200   25   N     -       1   7    SPKFT4_nf0_cp256_tnp260_ms26400_double_lbn_r1_W7_20231126_083021                                    
IMeCOft    double     4   4   256     64      320     26400   7      2   2   -       -    N     -       1   7    IMeCOFT4_nf4_cp256_tnp320_ms26400_double_lbn_r1_W7_20231126_083021                                  
SPKft      double     4   4   256     4       260     26400   6      2   2   13200   25   N     -       1   7    SPKFT4_nf4_cp256_tnp260_ms26400_double_lbn_r1_W7_20231126_083021                                    
IMeCOft    double     8   0   256     128     384     26400   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf0_cp256_tnp384_ms26400_double_lbn_r1_W7_20231126_083021                                  
SPKft      double     8   0   256     8       264     26400   6      2   2   13200   25   N     -       1   7    SPKFT8_nf0_cp256_tnp264_ms26400_double_lbn_r1_W7_20231126_083021                                    
IMeCOft    double     8   8   256     128     384     26400   8      2   2   -       -    N     -       1   7    IMeCOFT8_nf8_cp256_tnp384_ms26400_double_lbn_r1_W7_20231126_083022                                  
SPKft      double     8   8   256     8       264     26400   6      2   2   13200   25   N     -       1   7    SPKFT8_nf8_cp256_tnp264_ms26400_double_lbn_r1_W7_20231126_083022                                    
IMeCO      single     -   -   256     0       256     26400   6      -   -   -       -    Y     22      1   7    IMeCOFT0_cp256_tnp256_ms26400_single_lby_r1_W7_20231126_083022                                      
SPK        single     -   -   256     0       256     26400   6      -   -   -       -    Y     22      1   7    SPKFT0_cp256_tnp256_ms26400_single_lby_r1_W7_20231126_083022                                        
IMeCOft    single     1   0   256     16      272     26400   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf0_cp256_tnp272_ms26400_single_lby_r1_W7_20231126_083022                                  
SPKft      single     1   0   256     1       257     26400   6      2   2   13200   25   Y     22      1   7    SPKFT1_nf0_cp256_tnp257_ms26400_single_lby_r1_W7_20231126_083022                                    
IMeCOft    single     1   1   256     16      272     26400   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf1_cp256_tnp272_ms26400_single_lby_r1_W7_20231126_083022                                  
SPKft      single     1   1   256     1       257     26400   6      2   2   13200   25   Y     22      1   7    SPKFT1_nf1_cp256_tnp257_ms26400_single_lby_r1_W7_20231126_083022                                    
IMeCOft    single     2   0   256     32      288     26400   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms26400_single_lby_r1_W7_20231126_083022                                  
SPKft      single     2   0   256     2       258     26400   6      2   2   13200   25   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms26400_single_lby_r1_W7_20231126_083023                                    
IMeCOft    single     2   2   256     32      288     26400   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms26400_single_lby_r1_W7_20231126_083023                                  
SPKft      single     2   2   256     2       258     26400   6      2   2   13200   25   Y     22      1   7    SPKFT2_nf2_cp256_tnp258_ms26400_single_lby_r1_W7_20231126_083023                                    
IMeCOft    single     4   0   256     64      320     26400   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms26400_single_lby_r1_W7_20231126_083023                                  
SPKft      single     4   0   256     4       260     26400   6      2   2   13200   25   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms26400_single_lby_r1_W7_20231126_083023                                    
IMeCOft    single     4   4   256     64      320     26400   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms26400_single_lby_r1_W7_20231126_083023                                  
SPKft      single     4   4   256     4       260     26400   6      2   2   13200   25   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms26400_single_lby_r1_W7_20231126_083023                                    
IMeCOft    single     8   0   256     128     384     26400   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms26400_single_lby_r1_W7_20231126_083023                                  
SPKft      single     8   0   256     8       264     26400   6      2   2   13200   25   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms26400_single_lby_r1_W7_20231126_083024                                    
IMeCOft    single     8   8   256     128     384     26400   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms26400_single_lby_r1_W7_20231126_083024                                  
SPKft      single     8   8   256     8       264     26400   6      2   2   13200   25   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms26400_single_lby_r1_W7_20231126_083024                                    
IMeCO      double     -   -   256     0       256     26400   6      -   -   -       -    Y     22      1   7    IMeCOFT0_cp256_tnp256_ms26400_double_lby_r1_W7_20231126_083024                                      
SPK        double     -   -   256     0       256     26400   6      -   -   -       -    Y     22      1   7    SPKFT0_cp256_tnp256_ms26400_double_lby_r1_W7_20231126_083024                                        
IMeCOft    double     1   0   256     16      272     26400   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf0_cp256_tnp272_ms26400_double_lby_r1_W7_20231126_083024                                  
SPKft      double     1   0   256     1       257     26400   6      2   2   13200   25   Y     22      1   7    SPKFT1_nf0_cp256_tnp257_ms26400_double_lby_r1_W7_20231126_083024                                    
IMeCOft    double     1   1   256     16      272     26400   6      2   2   -       -    Y     23      1   7    IMeCOFT1_nf1_cp256_tnp272_ms26400_double_lby_r1_W7_20231126_083024                                  
SPKft      double     1   1   256     1       257     26400   6      2   2   13200   25   Y     22      1   7    SPKFT1_nf1_cp256_tnp257_ms26400_double_lby_r1_W7_20231126_083025                                    
IMeCOft    double     2   0   256     32      288     26400   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms26400_double_lby_r1_W7_20231126_083025                                  
SPKft      double     2   0   256     2       258     26400   6      2   2   13200   25   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms26400_double_lby_r1_W7_20231126_083025                                    
IMeCOft    double     2   2   256     32      288     26400   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms26400_double_lby_r1_W7_20231126_083025                                  
SPKft      double     2   2   256     2       258     26400   6      2   2   13200   25   Y     22      1   7    SPKFT2_nf2_cp256_tnp258_ms26400_double_lby_r1_W7_20231126_083025                                    
IMeCOft    double     4   0   256     64      320     26400   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms26400_double_lby_r1_W7_20231126_083025                                  
SPKft      double     4   0   256     4       260     26400   6      2   2   13200   25   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms26400_double_lby_r1_W7_20231126_083025                                    
IMeCOft    double     4   4   256     64      320     26400   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms26400_double_lby_r1_W7_20231126_083025                                  
SPKft      double     4   4   256     4       260     26400   6      2   2   13200   25   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms26400_double_lby_r1_W7_20231126_083026                                    
IMeCOft    double     8   0   256     128     384     26400   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms26400_double_lby_r1_W7_20231126_083026                                  
SPKft      double     8   0   256     8       264     26400   6      2   2   13200   25   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms26400_double_lby_r1_W7_20231126_083026                                    
IMeCOft    double     8   8   256     128     384     26400   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms26400_double_lby_r1_W7_20231126_083026                                  
SPKft      double     8   8   256     8       264     26400   6      2   2   13200   25   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms26400_double_lby_r1_W7_20231126_083026                                    
IMeCO      single     -   -   400     0       400     21120   9      -   -   -       -    N     -       1   7    IMeCOFT0_cp400_tnp400_ms21120_single_lbn_r1_W7_20231126_083026                                      
SPK        single     -   -   400     0       400     21120   9      -   -   -       -    N     -       1   7    SPKFT0_cp400_tnp400_ms21120_single_lbn_r1_W7_20231126_083026                                        
IMeCOft    single     1   0   400     20      420     21120   9      2   2   -       -    N     -       1   7    IMeCOFT1_nf0_cp400_tnp420_ms21120_single_lbn_r1_W7_20231126_083026                                  
SPKft      single     1   0   400     1       401     21120   9      2   2   10560   24   N     -       1   7    SPKFT1_nf0_cp400_tnp401_ms21120_single_lbn_r1_W7_20231126_083027                                    
IMeCOft    single     1   1   400     20      420     21120   9      2   2   -       -    N     -       1   7    IMeCOFT1_nf1_cp400_tnp420_ms21120_single_lbn_r1_W7_20231126_083027                                  
SPKft      single     1   1   400     1       401     21120   9      2   2   10560   24   N     -       1   7    SPKFT1_nf1_cp400_tnp401_ms21120_single_lbn_r1_W7_20231126_083027                                    
IMeCOft    single     2   0   400     40      440     21120   10     2   2   -       -    N     -       1   7    IMeCOFT2_nf0_cp400_tnp440_ms21120_single_lbn_r1_W7_20231126_083027                                  
SPKft      single     2   0   400     2       402     21120   9      2   2   10560   24   N     -       1   7    SPKFT2_nf0_cp400_tnp402_ms21120_single_lbn_r1_W7_20231126_083027                                    
IMeCOft    single     2   2   400     40      440     21120   10     2   2   -       -    N     -       1   7    IMeCOFT2_nf2_cp400_tnp440_ms21120_single_lbn_r1_W7_20231126_083027                                  
SPKft      single     2   2   400     2       402     21120   9      2   2   10560   24   N     -       1   7    SPKFT2_nf2_cp400_tnp402_ms21120_single_lbn_r1_W7_20231126_083027                                    
IMeCOft    single     4   0   400     80      480     21120   10     2   2   -       -    N     -       1   7    IMeCOFT4_nf0_cp400_tnp480_ms21120_single_lbn_r1_W7_20231126_083027                                  
SPKft      single     4   0   400     4       404     21120   9      2   2   10560   24   N     -       1   7    SPKFT4_nf0_cp400_tnp404_ms21120_single_lbn_r1_W7_20231126_083028                                    
IMeCOft    single     4   4   400     80      480     21120   10     2   2   -       -    N     -       1   7    IMeCOFT4_nf4_cp400_tnp480_ms21120_single_lbn_r1_W7_20231126_083028                                  
SPKft      single     4   4   400     4       404     21120   9      2   2   10560   24   N     -       1   7    SPKFT4_nf4_cp400_tnp404_ms21120_single_lbn_r1_W7_20231126_083028                                    
