ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    double     2   0   64      16      80      10560   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf0_cp64_tnp80_ms10560_double_lbn_r1_W8_20231125_072611                                    
SPKft      double     2   0   64      2       66      10560   2      2   2   5280    24   N     -       1   8    SPKFT2_nf0_cp64_tnp66_ms10560_double_lbn_r1_W8_20231125_072611                                      
IMeCOft    double     2   2   64      16      80      10560   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf2_cp64_tnp80_ms10560_double_lbn_r1_W8_20231125_072611                                    
SPKft      double     2   2   64      2       66      10560   2      2   2   5280    24   N     -       1   8    SPKFT2_nf2_cp64_tnp66_ms10560_double_lbn_r1_W8_20231125_072611                                      
IMeCOft    double     4   0   64      32      96      10560   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf0_cp64_tnp96_ms10560_double_lbn_r1_W8_20231125_072612                                    
SPKft      double     4   0   64      4       68      10560   2      2   2   5280    24   N     -       1   8    SPKFT4_nf0_cp64_tnp68_ms10560_double_lbn_r1_W8_20231125_072612                                      
IMeCOft    double     4   4   64      32      96      10560   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf4_cp64_tnp96_ms10560_double_lbn_r1_W8_20231125_072612                                    
SPKft      double     4   4   64      4       68      10560   2      2   2   5280    24   N     -       1   8    SPKFT4_nf4_cp64_tnp68_ms10560_double_lbn_r1_W8_20231125_072612                                      
IMeCOft    double     8   0   64      64      128     10560   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf0_cp64_tnp128_ms10560_double_lbn_r1_W8_20231125_072612                                   
SPKft      double     8   0   64      8       72      10560   2      2   2   5280    24   N     -       1   8    SPKFT8_nf0_cp64_tnp72_ms10560_double_lbn_r1_W8_20231125_072612                                      
IMeCOft    double     8   8   64      64      128     10560   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf8_cp64_tnp128_ms10560_double_lbn_r1_W8_20231125_072612                                   
SPKft      double     8   8   64      8       72      10560   2      2   2   5280    24   N     -       1   8    SPKFT8_nf8_cp64_tnp72_ms10560_double_lbn_r1_W8_20231125_072613                                      
IMeCO      single     -   -   64      0       64      10560   2      -   -   -       -    Y     16      1   8    IMeCOFT0_cp64_tnp64_ms10560_single_lby_r1_W8_20231125_072613                                        
SPK        single     -   -   64      0       64      10560   2      -   -   -       -    Y     16      1   8    SPKFT0_cp64_tnp64_ms10560_single_lby_r1_W8_20231125_072613                                          
IMeCOft    single     1   0   64      8       72      10560   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf0_cp64_tnp72_ms10560_single_lby_r1_W8_20231125_072613                                    
SPKft      single     1   0   64      1       65      10560   2      2   2   5280    24   Y     17      1   8    SPKFT1_nf0_cp64_tnp65_ms10560_single_lby_r1_W8_20231125_072613                                      
IMeCOft    single     1   1   64      8       72      10560   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf1_cp64_tnp72_ms10560_single_lby_r1_W8_20231125_072613                                    
SPKft      single     1   1   64      1       65      10560   2      2   2   5280    24   Y     17      1   8    SPKFT1_nf1_cp64_tnp65_ms10560_single_lby_r1_W8_20231125_072613                                      
IMeCOft    single     2   0   64      16      80      10560   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf0_cp64_tnp80_ms10560_single_lby_r1_W8_20231125_072613                                    
SPKft      single     2   0   64      2       66      10560   2      2   2   5280    24   Y     17      1   8    SPKFT2_nf0_cp64_tnp66_ms10560_single_lby_r1_W8_20231125_072614                                      
IMeCOft    single     2   2   64      16      80      10560   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf2_cp64_tnp80_ms10560_single_lby_r1_W8_20231125_072614                                    
SPKft      single     2   2   64      2       66      10560   2      2   2   5280    24   Y     17      1   8    SPKFT2_nf2_cp64_tnp66_ms10560_single_lby_r1_W8_20231125_072614                                      
IMeCOft    single     4   0   64      32      96      10560   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf0_cp64_tnp96_ms10560_single_lby_r1_W8_20231125_072614                                    
SPKft      single     4   0   64      4       68      10560   2      2   2   5280    24   Y     17      1   8    SPKFT4_nf0_cp64_tnp68_ms10560_single_lby_r1_W8_20231125_072614                                      
IMeCOft    single     4   4   64      32      96      10560   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf4_cp64_tnp96_ms10560_single_lby_r1_W8_20231125_072614                                    
SPKft      single     4   4   64      4       68      10560   2      2   2   5280    24   Y     17      1   8    SPKFT4_nf4_cp64_tnp68_ms10560_single_lby_r1_W8_20231125_072614                                      
IMeCOft    single     8   0   64      64      128     10560   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf0_cp64_tnp128_ms10560_single_lby_r1_W8_20231125_072615                                   
SPKft      single     8   0   64      8       72      10560   2      2   2   5280    24   Y     18      1   8    SPKFT8_nf0_cp64_tnp72_ms10560_single_lby_r1_W8_20231125_072615                                      
IMeCOft    single     8   8   64      64      128     10560   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf8_cp64_tnp128_ms10560_single_lby_r1_W8_20231125_072615                                   
SPKft      single     8   8   64      8       72      10560   2      2   2   5280    24   Y     18      1   8    SPKFT8_nf8_cp64_tnp72_ms10560_single_lby_r1_W8_20231125_072615                                      
IMeCO      double     -   -   64      0       64      10560   2      -   -   -       -    Y     16      1   8    IMeCOFT0_cp64_tnp64_ms10560_double_lby_r1_W8_20231125_072615                                        
SPK        double     -   -   64      0       64      10560   2      -   -   -       -    Y     16      1   8    SPKFT0_cp64_tnp64_ms10560_double_lby_r1_W8_20231125_072615                                          
IMeCOft    double     1   0   64      8       72      10560   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf0_cp64_tnp72_ms10560_double_lby_r1_W8_20231125_072615                                    
SPKft      double     1   0   64      1       65      10560   2      2   2   5280    24   Y     17      1   8    SPKFT1_nf0_cp64_tnp65_ms10560_double_lby_r1_W8_20231125_072615                                      
IMeCOft    double     1   1   64      8       72      10560   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf1_cp64_tnp72_ms10560_double_lby_r1_W8_20231125_072616                                    
SPKft      double     1   1   64      1       65      10560   2      2   2   5280    24   Y     17      1   8    SPKFT1_nf1_cp64_tnp65_ms10560_double_lby_r1_W8_20231125_072616                                      
IMeCOft    double     2   0   64      16      80      10560   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf0_cp64_tnp80_ms10560_double_lby_r1_W8_20231125_072616                                    
SPKft      double     2   0   64      2       66      10560   2      2   2   5280    24   Y     17      1   8    SPKFT2_nf0_cp64_tnp66_ms10560_double_lby_r1_W8_20231125_072616                                      
IMeCOft    double     2   2   64      16      80      10560   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf2_cp64_tnp80_ms10560_double_lby_r1_W8_20231125_072616                                    
SPKft      double     2   2   64      2       66      10560   2      2   2   5280    24   Y     17      1   8    SPKFT2_nf2_cp64_tnp66_ms10560_double_lby_r1_W8_20231125_072616                                      
IMeCOft    double     4   0   64      32      96      10560   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf0_cp64_tnp96_ms10560_double_lby_r1_W8_20231125_072616                                    
SPKft      double     4   0   64      4       68      10560   2      2   2   5280    24   Y     17      1   8    SPKFT4_nf0_cp64_tnp68_ms10560_double_lby_r1_W8_20231125_072616                                      
IMeCOft    double     4   4   64      32      96      10560   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf4_cp64_tnp96_ms10560_double_lby_r1_W8_20231125_072617                                    
SPKft      double     4   4   64      4       68      10560   2      2   2   5280    24   Y     17      1   8    SPKFT4_nf4_cp64_tnp68_ms10560_double_lby_r1_W8_20231125_072617                                      
IMeCOft    double     8   0   64      64      128     10560   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf0_cp64_tnp128_ms10560_double_lby_r1_W8_20231125_072617                                   
SPKft      double     8   0   64      8       72      10560   2      2   2   5280    24   Y     18      1   8    SPKFT8_nf0_cp64_tnp72_ms10560_double_lby_r1_W8_20231125_072617                                      
IMeCOft    double     8   8   64      64      128     10560   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf8_cp64_tnp128_ms10560_double_lby_r1_W8_20231125_072617                                   
SPKft      double     8   8   64      8       72      10560   2      2   2   5280    24   Y     18      1   8    SPKFT8_nf8_cp64_tnp72_ms10560_double_lby_r1_W8_20231125_072617                                      
IMeCO      single     -   -   64      0       64      15840   2      -   -   -       -    N     -       1   8    IMeCOFT0_cp64_tnp64_ms15840_single_lbn_r1_W8_20231125_072617                                        
SPK        single     -   -   64      0       64      15840   2      -   -   -       -    N     -       1   8    SPKFT0_cp64_tnp64_ms15840_single_lbn_r1_W8_20231125_072618                                          
IMeCOft    single     1   0   64      8       72      15840   2      2   2   -       -    N     -       1   8    IMeCOFT1_nf0_cp64_tnp72_ms15840_single_lbn_r1_W8_20231125_072618                                    
SPKft      single     1   0   64      1       65      15840   2      2   2   7920    22   N     -       1   8    SPKFT1_nf0_cp64_tnp65_ms15840_single_lbn_r1_W8_20231125_072618                                      
IMeCOft    single     1   1   64      8       72      15840   2      2   2   -       -    N     -       1   8    IMeCOFT1_nf1_cp64_tnp72_ms15840_single_lbn_r1_W8_20231125_072618                                    
SPKft      single     1   1   64      1       65      15840   2      2   2   7920    22   N     -       1   8    SPKFT1_nf1_cp64_tnp65_ms15840_single_lbn_r1_W8_20231125_072618                                      
IMeCOft    single     2   0   64      16      80      15840   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf0_cp64_tnp80_ms15840_single_lbn_r1_W8_20231125_072618                                    
SPKft      single     2   0   64      2       66      15840   2      2   2   7920    22   N     -       1   8    SPKFT2_nf0_cp64_tnp66_ms15840_single_lbn_r1_W8_20231125_072618                                      
IMeCOft    single     2   2   64      16      80      15840   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf2_cp64_tnp80_ms15840_single_lbn_r1_W8_20231125_072618                                    
SPKft      single     2   2   64      2       66      15840   2      2   2   7920    22   N     -       1   8    SPKFT2_nf2_cp64_tnp66_ms15840_single_lbn_r1_W8_20231125_072619                                      
IMeCOft    single     4   0   64      32      96      15840   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf0_cp64_tnp96_ms15840_single_lbn_r1_W8_20231125_072619                                    
SPKft      single     4   0   64      4       68      15840   2      2   2   7920    22   N     -       1   8    SPKFT4_nf0_cp64_tnp68_ms15840_single_lbn_r1_W8_20231125_072619                                      
IMeCOft    single     4   4   64      32      96      15840   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf4_cp64_tnp96_ms15840_single_lbn_r1_W8_20231125_072619                                    
SPKft      single     4   4   64      4       68      15840   2      2   2   7920    22   N     -       1   8    SPKFT4_nf4_cp64_tnp68_ms15840_single_lbn_r1_W8_20231125_072619                                      
IMeCOft    single     8   0   64      64      128     15840   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf0_cp64_tnp128_ms15840_single_lbn_r1_W8_20231125_072619                                   
SPKft      single     8   0   64      8       72      15840   2      2   2   7920    22   N     -       1   8    SPKFT8_nf0_cp64_tnp72_ms15840_single_lbn_r1_W8_20231125_072619                                      
IMeCOft    single     8   8   64      64      128     15840   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf8_cp64_tnp128_ms15840_single_lbn_r1_W8_20231125_072619                                   
SPKft      single     8   8   64      8       72      15840   2      2   2   7920    22   N     -       1   8    SPKFT8_nf8_cp64_tnp72_ms15840_single_lbn_r1_W8_20231125_072620                                      
IMeCO      double     -   -   64      0       64      15840   2      -   -   -       -    N     -       1   8    IMeCOFT0_cp64_tnp64_ms15840_double_lbn_r1_W8_20231125_072620                                        
SPK        double     -   -   64      0       64      15840   2      -   -   -       -    N     -       1   8    SPKFT0_cp64_tnp64_ms15840_double_lbn_r1_W8_20231125_072620                                          
IMeCOft    double     1   0   64      8       72      15840   2      2   2   -       -    N     -       1   8    IMeCOFT1_nf0_cp64_tnp72_ms15840_double_lbn_r1_W8_20231125_072620                                    
SPKft      double     1   0   64      1       65      15840   2      2   2   7920    22   N     -       1   8    SPKFT1_nf0_cp64_tnp65_ms15840_double_lbn_r1_W8_20231125_072620                                      
IMeCOft    double     1   1   64      8       72      15840   2      2   2   -       -    N     -       1   8    IMeCOFT1_nf1_cp64_tnp72_ms15840_double_lbn_r1_W8_20231125_072620                                    
SPKft      double     1   1   64      1       65      15840   2      2   2   7920    22   N     -       1   8    SPKFT1_nf1_cp64_tnp65_ms15840_double_lbn_r1_W8_20231125_072620                                      
IMeCOft    double     2   0   64      16      80      15840   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf0_cp64_tnp80_ms15840_double_lbn_r1_W8_20231125_072620                                    
SPKft      double     2   0   64      2       66      15840   2      2   2   7920    22   N     -       1   8    SPKFT2_nf0_cp64_tnp66_ms15840_double_lbn_r1_W8_20231125_072621                                      
IMeCOft    double     2   2   64      16      80      15840   2      2   2   -       -    N     -       1   8    IMeCOFT2_nf2_cp64_tnp80_ms15840_double_lbn_r1_W8_20231125_072621                                    
SPKft      double     2   2   64      2       66      15840   2      2   2   7920    22   N     -       1   8    SPKFT2_nf2_cp64_tnp66_ms15840_double_lbn_r1_W8_20231125_072621                                      
IMeCOft    double     4   0   64      32      96      15840   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf0_cp64_tnp96_ms15840_double_lbn_r1_W8_20231125_072621                                    
SPKft      double     4   0   64      4       68      15840   2      2   2   7920    22   N     -       1   8    SPKFT4_nf0_cp64_tnp68_ms15840_double_lbn_r1_W8_20231125_072621                                      
IMeCOft    double     4   4   64      32      96      15840   2      2   2   -       -    N     -       1   8    IMeCOFT4_nf4_cp64_tnp96_ms15840_double_lbn_r1_W8_20231125_072621                                    
SPKft      double     4   4   64      4       68      15840   2      2   2   7920    22   N     -       1   8    SPKFT4_nf4_cp64_tnp68_ms15840_double_lbn_r1_W8_20231125_072621                                      
IMeCOft    double     8   0   64      64      128     15840   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf0_cp64_tnp128_ms15840_double_lbn_r1_W8_20231125_072622                                   
SPKft      double     8   0   64      8       72      15840   2      2   2   7920    22   N     -       1   8    SPKFT8_nf0_cp64_tnp72_ms15840_double_lbn_r1_W8_20231125_072622                                      
IMeCOft    double     8   8   64      64      128     15840   3      2   2   -       -    N     -       1   8    IMeCOFT8_nf8_cp64_tnp128_ms15840_double_lbn_r1_W8_20231125_072622                                   
SPKft      double     8   8   64      8       72      15840   2      2   2   7920    22   N     -       1   8    SPKFT8_nf8_cp64_tnp72_ms15840_double_lbn_r1_W8_20231125_072622                                      
IMeCO      single     -   -   64      0       64      15840   2      -   -   -       -    Y     16      1   8    IMeCOFT0_cp64_tnp64_ms15840_single_lby_r1_W8_20231125_072622                                        
SPK        single     -   -   64      0       64      15840   2      -   -   -       -    Y     16      1   8    SPKFT0_cp64_tnp64_ms15840_single_lby_r1_W8_20231125_072622                                          
IMeCOft    single     1   0   64      8       72      15840   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf0_cp64_tnp72_ms15840_single_lby_r1_W8_20231125_072622                                    
SPKft      single     1   0   64      1       65      15840   2      2   2   7920    22   Y     17      1   8    SPKFT1_nf0_cp64_tnp65_ms15840_single_lby_r1_W8_20231125_072623                                      
IMeCOft    single     1   1   64      8       72      15840   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf1_cp64_tnp72_ms15840_single_lby_r1_W8_20231125_072623                                    
SPKft      single     1   1   64      1       65      15840   2      2   2   7920    22   Y     17      1   8    SPKFT1_nf1_cp64_tnp65_ms15840_single_lby_r1_W8_20231125_072623                                      
IMeCOft    single     2   0   64      16      80      15840   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf0_cp64_tnp80_ms15840_single_lby_r1_W8_20231125_072623                                    
SPKft      single     2   0   64      2       66      15840   2      2   2   7920    22   Y     17      1   8    SPKFT2_nf0_cp64_tnp66_ms15840_single_lby_r1_W8_20231125_072623                                      
IMeCOft    single     2   2   64      16      80      15840   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf2_cp64_tnp80_ms15840_single_lby_r1_W8_20231125_072623                                    
SPKft      single     2   2   64      2       66      15840   2      2   2   7920    22   Y     17      1   8    SPKFT2_nf2_cp64_tnp66_ms15840_single_lby_r1_W8_20231125_072623                                      
IMeCOft    single     4   0   64      32      96      15840   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf0_cp64_tnp96_ms15840_single_lby_r1_W8_20231125_072623                                    
SPKft      single     4   0   64      4       68      15840   2      2   2   7920    22   Y     17      1   8    SPKFT4_nf0_cp64_tnp68_ms15840_single_lby_r1_W8_20231125_072624                                      
IMeCOft    single     4   4   64      32      96      15840   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf4_cp64_tnp96_ms15840_single_lby_r1_W8_20231125_072624                                    
SPKft      single     4   4   64      4       68      15840   2      2   2   7920    22   Y     17      1   8    SPKFT4_nf4_cp64_tnp68_ms15840_single_lby_r1_W8_20231125_072624                                      
IMeCOft    single     8   0   64      64      128     15840   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf0_cp64_tnp128_ms15840_single_lby_r1_W8_20231125_072624                                   
SPKft      single     8   0   64      8       72      15840   2      2   2   7920    22   Y     18      1   8    SPKFT8_nf0_cp64_tnp72_ms15840_single_lby_r1_W8_20231125_072624                                      
IMeCOft    single     8   8   64      64      128     15840   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf8_cp64_tnp128_ms15840_single_lby_r1_W8_20231125_072624                                   
SPKft      single     8   8   64      8       72      15840   2      2   2   7920    22   Y     18      1   8    SPKFT8_nf8_cp64_tnp72_ms15840_single_lby_r1_W8_20231125_072624                                      
IMeCO      double     -   -   64      0       64      15840   2      -   -   -       -    Y     16      1   8    IMeCOFT0_cp64_tnp64_ms15840_double_lby_r1_W8_20231125_072625                                        
SPK        double     -   -   64      0       64      15840   2      -   -   -       -    Y     16      1   8    SPKFT0_cp64_tnp64_ms15840_double_lby_r1_W8_20231125_072625                                          
IMeCOft    double     1   0   64      8       72      15840   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf0_cp64_tnp72_ms15840_double_lby_r1_W8_20231125_072625                                    
SPKft      double     1   0   64      1       65      15840   2      2   2   7920    22   Y     17      1   8    SPKFT1_nf0_cp64_tnp65_ms15840_double_lby_r1_W8_20231125_072625                                      
IMeCOft    double     1   1   64      8       72      15840   2      2   2   -       -    Y     18      1   8    IMeCOFT1_nf1_cp64_tnp72_ms15840_double_lby_r1_W8_20231125_072625                                    
SPKft      double     1   1   64      1       65      15840   2      2   2   7920    22   Y     17      1   8    SPKFT1_nf1_cp64_tnp65_ms15840_double_lby_r1_W8_20231125_072625                                      
IMeCOft    double     2   0   64      16      80      15840   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf0_cp64_tnp80_ms15840_double_lby_r1_W8_20231125_072625                                    
SPKft      double     2   0   64      2       66      15840   2      2   2   7920    22   Y     17      1   8    SPKFT2_nf0_cp64_tnp66_ms15840_double_lby_r1_W8_20231125_072625                                      
IMeCOft    double     2   2   64      16      80      15840   2      2   2   -       -    Y     20      1   8    IMeCOFT2_nf2_cp64_tnp80_ms15840_double_lby_r1_W8_20231125_072626                                    
SPKft      double     2   2   64      2       66      15840   2      2   2   7920    22   Y     17      1   8    SPKFT2_nf2_cp64_tnp66_ms15840_double_lby_r1_W8_20231125_072626                                      
IMeCOft    double     4   0   64      32      96      15840   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf0_cp64_tnp96_ms15840_double_lby_r1_W8_20231125_072626                                    
SPKft      double     4   0   64      4       68      15840   2      2   2   7920    22   Y     17      1   8    SPKFT4_nf0_cp64_tnp68_ms15840_double_lby_r1_W8_20231125_072626                                      
IMeCOft    double     4   4   64      32      96      15840   2      2   2   -       -    Y     24      1   8    IMeCOFT4_nf4_cp64_tnp96_ms15840_double_lby_r1_W8_20231125_072626                                    
SPKft      double     4   4   64      4       68      15840   2      2   2   7920    22   Y     17      1   8    SPKFT4_nf4_cp64_tnp68_ms15840_double_lby_r1_W8_20231125_072626                                      
IMeCOft    double     8   0   64      64      128     15840   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf0_cp64_tnp128_ms15840_double_lby_r1_W8_20231125_072626                                   
SPKft      double     8   0   64      8       72      15840   2      2   2   7920    22   Y     18      1   8    SPKFT8_nf0_cp64_tnp72_ms15840_double_lby_r1_W8_20231125_072626                                      
IMeCOft    double     8   8   64      64      128     15840   3      2   2   -       -    Y     22      1   8    IMeCOFT8_nf8_cp64_tnp128_ms15840_double_lby_r1_W8_20231125_072627                                   
SPKft      double     8   8   64      8       72      15840   2      2   2   7920    22   Y     18      1   8    SPKFT8_nf8_cp64_tnp72_ms15840_double_lby_r1_W8_20231125_072627                                      
IMeCO      single     -   -   100     0       100     10560   3      -   -   -       -    N     -       1   8    IMeCOFT0_cp100_tnp100_ms10560_single_lbn_r1_W8_20231125_072627                                      
SPK        single     -   -   100     0       100     10560   3      -   -   -       -    N     -       1   8    SPKFT0_cp100_tnp100_ms10560_single_lbn_r1_W8_20231125_072627                                        
IMeCOft    single     1   0   100     10      110     10560   3      2   2   -       -    N     -       1   8    IMeCOFT1_nf0_cp100_tnp110_ms10560_single_lbn_r1_W8_20231125_072627                                  
SPKft      single     1   0   100     1       101     10560   3      2   2   5280    24   N     -       1   8    SPKFT1_nf0_cp100_tnp101_ms10560_single_lbn_r1_W8_20231125_072627                                    
IMeCOft    single     1   1   100     10      110     10560   3      2   2   -       -    N     -       1   8    IMeCOFT1_nf1_cp100_tnp110_ms10560_single_lbn_r1_W8_20231125_072627                                  
SPKft      single     1   1   100     1       101     10560   3      2   2   5280    24   N     -       1   8    SPKFT1_nf1_cp100_tnp101_ms10560_single_lbn_r1_W8_20231125_072628                                    
IMeCOft    single     2   0   100     20      120     10560   3      2   2   -       -    N     -       1   8    IMeCOFT2_nf0_cp100_tnp120_ms10560_single_lbn_r1_W8_20231125_072628                                  
SPKft      single     2   0   100     2       102     10560   3      2   2   5280    24   N     -       1   8    SPKFT2_nf0_cp100_tnp102_ms10560_single_lbn_r1_W8_20231125_072628                                    
IMeCOft    single     2   2   100     20      120     10560   3      2   2   -       -    N     -       1   8    IMeCOFT2_nf2_cp100_tnp120_ms10560_single_lbn_r1_W8_20231125_072628                                  
SPKft      single     2   2   100     2       102     10560   3      2   2   5280    24   N     -       1   8    SPKFT2_nf2_cp100_tnp102_ms10560_single_lbn_r1_W8_20231125_072628                                    
IMeCOft    single     4   0   100     40      140     10560   3      2   2   -       -    N     -       1   8    IMeCOFT4_nf0_cp100_tnp140_ms10560_single_lbn_r1_W8_20231125_072628                                  
SPKft      single     4   0   100     4       104     10560   3      2   2   5280    24   N     -       1   8    SPKFT4_nf0_cp100_tnp104_ms10560_single_lbn_r1_W8_20231125_072628                                    
IMeCOft    single     4   4   100     40      140     10560   3      2   2   -       -    N     -       1   8    IMeCOFT4_nf4_cp100_tnp140_ms10560_single_lbn_r1_W8_20231125_072628                                  
SPKft      single     4   4   100     4       104     10560   3      2   2   5280    24   N     -       1   8    SPKFT4_nf4_cp100_tnp104_ms10560_single_lbn_r1_W8_20231125_072629                                    
