ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   576     192     768     42240   16     2   2   -       -    N     -       1   15   IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lbn_r1_W15_20231210_021714                                 
SPKft      single     8   0   576     8       584     42240   13     2   2   21120   22   N     -       1   15   SPKFT8_nf0_cp576_tnp584_ms42240_single_lbn_r1_W15_20231210_021714                                   
IMeCOft    single     8   8   576     192     768     42240   16     2   2   -       -    N     -       1   15   IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lbn_r1_W15_20231210_021714                                 
SPKft      single     8   8   576     8       584     42240   13     2   2   21120   22   N     -       1   15   SPKFT8_nf8_cp576_tnp584_ms42240_single_lbn_r1_W15_20231210_021714                                   
IMeCOft    double     8   0   576     192     768     42240   16     2   2   -       -    N     -       1   15   IMeCOFT8_nf0_cp576_tnp768_ms42240_double_lbn_r1_W15_20231210_021714                                 
SPKft      double     8   0   576     8       584     42240   13     2   2   21120   22   N     -       1   15   SPKFT8_nf0_cp576_tnp584_ms42240_double_lbn_r1_W15_20231210_021715                                   
IMeCOft    double     8   8   576     192     768     42240   16     2   2   -       -    N     -       1   15   IMeCOFT8_nf8_cp576_tnp768_ms42240_double_lbn_r1_W15_20231210_021715                                 
SPKft      double     8   8   576     8       584     42240   13     2   2   21120   22   N     -       1   15   SPKFT8_nf8_cp576_tnp584_ms42240_double_lbn_r1_W15_20231210_021715                                   
IMeCOft    single     8   0   576     192     768     42240   16     2   2   -       -    Y     24      1   15   IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lby_r1_W15_20231210_021715                                 
SPKft      single     8   0   576     8       584     42240   13     2   2   21120   22   Y     23      1   15   SPKFT8_nf0_cp576_tnp584_ms42240_single_lby_r1_W15_20231210_021715                                   
IMeCOft    single     8   8   576     192     768     42240   16     2   2   -       -    Y     24      1   15   IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lby_r1_W15_20231210_021715                                 
SPKft      single     8   8   576     8       584     42240   13     2   2   21120   22   Y     23      1   15   SPKFT8_nf8_cp576_tnp584_ms42240_single_lby_r1_W15_20231210_021715                                   
IMeCOft    double     8   0   576     192     768     42240   16     2   2   -       -    Y     24      1   15   IMeCOFT8_nf0_cp576_tnp768_ms42240_double_lby_r1_W15_20231210_021715                                 
SPKft      double     8   0   576     8       584     42240   13     2   2   21120   22   Y     23      1   15   SPKFT8_nf0_cp576_tnp584_ms42240_double_lby_r1_W15_20231210_021716                                   
IMeCOft    double     8   8   576     192     768     42240   16     2   2   -       -    Y     24      1   15   IMeCOFT8_nf8_cp576_tnp768_ms42240_double_lby_r1_W15_20231210_021716                                 
SPKft      double     8   8   576     8       584     42240   13     2   2   21120   22   Y     23      1   15   SPKFT8_nf8_cp576_tnp584_ms42240_double_lby_r1_W15_20231210_021716                                   
IMeCOft    single     4   0   576     96      672     42240   14     2   2   -       -    N     -       1   15   IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lbn_r1_W15_20231210_021716                                 
SPKft      single     4   0   576     4       580     42240   13     2   2   21120   22   N     -       1   15   SPKFT4_nf0_cp576_tnp580_ms42240_single_lbn_r1_W15_20231210_021716                                   
IMeCOft    single     4   4   576     96      672     42240   14     2   2   -       -    N     -       1   15   IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lbn_r1_W15_20231210_021716                                 
SPKft      single     4   4   576     4       580     42240   13     2   2   21120   22   N     -       1   15   SPKFT4_nf4_cp576_tnp580_ms42240_single_lbn_r1_W15_20231210_021716                                   
IMeCOft    double     4   0   576     96      672     42240   14     2   2   -       -    N     -       1   15   IMeCOFT4_nf0_cp576_tnp672_ms42240_double_lbn_r1_W15_20231210_021717                                 
SPKft      double     4   0   576     4       580     42240   13     2   2   21120   22   N     -       1   15   SPKFT4_nf0_cp576_tnp580_ms42240_double_lbn_r1_W15_20231210_021717                                   
IMeCOft    double     4   4   576     96      672     42240   14     2   2   -       -    N     -       1   15   IMeCOFT4_nf4_cp576_tnp672_ms42240_double_lbn_r1_W15_20231210_021717                                 
SPKft      double     4   4   576     4       580     42240   13     2   2   21120   22   N     -       1   15   SPKFT4_nf4_cp576_tnp580_ms42240_double_lbn_r1_W15_20231210_021717                                   
IMeCOft    single     4   0   576     96      672     42240   14     2   2   -       -    Y     24      1   15   IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lby_r1_W15_20231210_021717                                 
SPKft      single     4   0   576     4       580     42240   13     2   2   21120   22   Y     23      1   15   SPKFT4_nf0_cp576_tnp580_ms42240_single_lby_r1_W15_20231210_021717                                   
IMeCOft    single     4   4   576     96      672     42240   14     2   2   -       -    Y     24      1   15   IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lby_r1_W15_20231210_021717                                 
SPKft      single     4   4   576     4       580     42240   13     2   2   21120   22   Y     23      1   15   SPKFT4_nf4_cp576_tnp580_ms42240_single_lby_r1_W15_20231210_021717                                   
IMeCOft    double     4   0   576     96      672     42240   14     2   2   -       -    Y     24      1   15   IMeCOFT4_nf0_cp576_tnp672_ms42240_double_lby_r1_W15_20231210_021718                                 
SPKft      double     4   0   576     4       580     42240   13     2   2   21120   22   Y     23      1   15   SPKFT4_nf0_cp576_tnp580_ms42240_double_lby_r1_W15_20231210_021718                                   
IMeCOft    double     4   4   576     96      672     42240   14     2   2   -       -    Y     24      1   15   IMeCOFT4_nf4_cp576_tnp672_ms42240_double_lby_r1_W15_20231210_021718                                 
SPKft      double     4   4   576     4       580     42240   13     2   2   21120   22   Y     23      1   15   SPKFT4_nf4_cp576_tnp580_ms42240_double_lby_r1_W15_20231210_021718                                   
IMeCOft    single     2   0   576     48      624     42240   13     2   2   -       -    N     -       1   15   IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lbn_r1_W15_20231210_021718                                 
SPKft      single     2   0   576     2       578     42240   13     2   2   21120   22   N     -       1   15   SPKFT2_nf0_cp576_tnp578_ms42240_single_lbn_r1_W15_20231210_021718                                   
IMeCOft    single     2   2   576     48      624     42240   13     2   2   -       -    N     -       1   15   IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lbn_r1_W15_20231210_021718                                 
SPKft      single     2   2   576     2       578     42240   13     2   2   21120   22   N     -       1   15   SPKFT2_nf2_cp576_tnp578_ms42240_single_lbn_r1_W15_20231210_021719                                   
IMeCOft    double     2   0   576     48      624     42240   13     2   2   -       -    N     -       1   15   IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lbn_r1_W15_20231210_021719                                 
SPKft      double     2   0   576     2       578     42240   13     2   2   21120   22   N     -       1   15   SPKFT2_nf0_cp576_tnp578_ms42240_double_lbn_r1_W15_20231210_021719                                   
IMeCOft    double     2   2   576     48      624     42240   13     2   2   -       -    N     -       1   15   IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lbn_r1_W15_20231210_021719                                 
SPKft      double     2   2   576     2       578     42240   13     2   2   21120   22   N     -       1   15   SPKFT2_nf2_cp576_tnp578_ms42240_double_lbn_r1_W15_20231210_021719                                   
IMeCOft    single     2   0   576     48      624     42240   13     2   2   -       -    Y     24      1   15   IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lby_r1_W15_20231210_021719                                 
SPKft      single     2   0   576     2       578     42240   13     2   2   21120   22   Y     23      1   15   SPKFT2_nf0_cp576_tnp578_ms42240_single_lby_r1_W15_20231210_021719                                   
IMeCOft    single     2   2   576     48      624     42240   13     2   2   -       -    Y     24      1   15   IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lby_r1_W15_20231210_021720                                 
SPKft      single     2   2   576     2       578     42240   13     2   2   21120   22   Y     23      1   15   SPKFT2_nf2_cp576_tnp578_ms42240_single_lby_r1_W15_20231210_021720                                   
IMeCOft    double     2   0   576     48      624     42240   13     2   2   -       -    Y     24      1   15   IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lby_r1_W15_20231210_021720                                 
SPKft      double     2   0   576     2       578     42240   13     2   2   21120   22   Y     23      1   15   SPKFT2_nf0_cp576_tnp578_ms42240_double_lby_r1_W15_20231210_021720                                   
IMeCOft    double     2   2   576     48      624     42240   13     2   2   -       -    Y     24      1   15   IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lby_r1_W15_20231210_021720                                 
SPKft      double     2   2   576     2       578     42240   13     2   2   21120   22   Y     23      1   15   SPKFT2_nf2_cp576_tnp578_ms42240_double_lby_r1_W15_20231210_021720                                   
IMeCOft    single     1   0   576     24      600     42240   13     2   2   -       -    N     -       1   15   IMeCOFT1_nf0_cp576_tnp600_ms42240_single_lbn_r1_W15_20231210_021720                                 
SPKft      single     1   0   576     1       577     42240   13     2   2   21120   22   N     -       1   15   SPKFT1_nf0_cp576_tnp577_ms42240_single_lbn_r1_W15_20231210_021720                                   
IMeCOft    single     1   1   576     24      600     42240   13     2   2   -       -    N     -       1   15   IMeCOFT1_nf1_cp576_tnp600_ms42240_single_lbn_r1_W15_20231210_021721                                 
