ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   400     160     560     36960   12     2   2   -       -    N     -       1   10   IMeCOFT8_nf0_cp400_tnp560_ms36960_single_lbn_r1_W10_20231216_203216                                 
SPKft      single     8   0   400     8       408     36960   9      2   2   18480   24   N     -       1   10   SPKFT8_nf0_cp400_tnp408_ms36960_single_lbn_r1_W10_20231216_203216                                   
IMeCOft    single     8   8   400     160     560     36960   12     2   2   -       -    N     -       1   10   IMeCOFT8_nf8_cp400_tnp560_ms36960_single_lbn_r1_W10_20231216_203216                                 
SPKft      single     8   8   400     8       408     36960   9      2   2   18480   24   N     -       1   10   SPKFT8_nf8_cp400_tnp408_ms36960_single_lbn_r1_W10_20231216_203216                                   
IMeCOft    double     8   0   400     160     560     36960   12     2   2   -       -    N     -       1   10   IMeCOFT8_nf0_cp400_tnp560_ms36960_double_lbn_r1_W10_20231216_203216                                 
SPKft      double     8   0   400     8       408     36960   9      2   2   18480   24   N     -       1   10   SPKFT8_nf0_cp400_tnp408_ms36960_double_lbn_r1_W10_20231216_203216                                   
IMeCOft    double     8   8   400     160     560     36960   12     2   2   -       -    N     -       1   10   IMeCOFT8_nf8_cp400_tnp560_ms36960_double_lbn_r1_W10_20231216_203216                                 
SPKft      double     8   8   400     8       408     36960   9      2   2   18480   24   N     -       1   10   SPKFT8_nf8_cp400_tnp408_ms36960_double_lbn_r1_W10_20231216_203217                                   
IMeCOft    single     8   0   400     160     560     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT8_nf0_cp400_tnp560_ms36960_single_lby_r1_W10_20231216_203217                                 
SPKft      single     8   0   400     8       408     36960   9      2   2   18480   24   Y     23      1   10   SPKFT8_nf0_cp400_tnp408_ms36960_single_lby_r1_W10_20231216_203217                                   
IMeCOft    single     8   8   400     160     560     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT8_nf8_cp400_tnp560_ms36960_single_lby_r1_W10_20231216_203217                                 
SPKft      single     8   8   400     8       408     36960   9      2   2   18480   24   Y     23      1   10   SPKFT8_nf8_cp400_tnp408_ms36960_single_lby_r1_W10_20231216_203217                                   
IMeCOft    double     8   0   400     160     560     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT8_nf0_cp400_tnp560_ms36960_double_lby_r1_W10_20231216_203217                                 
SPKft      double     8   0   400     8       408     36960   9      2   2   18480   24   Y     23      1   10   SPKFT8_nf0_cp400_tnp408_ms36960_double_lby_r1_W10_20231216_203217                                   
IMeCOft    double     8   8   400     160     560     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT8_nf8_cp400_tnp560_ms36960_double_lby_r1_W10_20231216_203217                                 
SPKft      double     8   8   400     8       408     36960   9      2   2   18480   24   Y     23      1   10   SPKFT8_nf8_cp400_tnp408_ms36960_double_lby_r1_W10_20231216_203217                                   
IMeCOft    single     4   0   400     80      480     36960   10     2   2   -       -    N     -       1   10   IMeCOFT4_nf0_cp400_tnp480_ms36960_single_lbn_r1_W10_20231216_203218                                 
SPKft      single     4   0   400     4       404     36960   9      2   2   18480   24   N     -       1   10   SPKFT4_nf0_cp400_tnp404_ms36960_single_lbn_r1_W10_20231216_203218                                   
IMeCOft    single     4   4   400     80      480     36960   10     2   2   -       -    N     -       1   10   IMeCOFT4_nf4_cp400_tnp480_ms36960_single_lbn_r1_W10_20231216_203218                                 
SPKft      single     4   4   400     4       404     36960   9      2   2   18480   24   N     -       1   10   SPKFT4_nf4_cp400_tnp404_ms36960_single_lbn_r1_W10_20231216_203218                                   
IMeCOft    double     4   0   400     80      480     36960   10     2   2   -       -    N     -       1   10   IMeCOFT4_nf0_cp400_tnp480_ms36960_double_lbn_r1_W10_20231216_203218                                 
SPKft      double     4   0   400     4       404     36960   9      2   2   18480   24   N     -       1   10   SPKFT4_nf0_cp400_tnp404_ms36960_double_lbn_r1_W10_20231216_203218                                   
IMeCOft    double     4   4   400     80      480     36960   10     2   2   -       -    N     -       1   10   IMeCOFT4_nf4_cp400_tnp480_ms36960_double_lbn_r1_W10_20231216_203218                                 
SPKft      double     4   4   400     4       404     36960   9      2   2   18480   24   N     -       1   10   SPKFT4_nf4_cp400_tnp404_ms36960_double_lbn_r1_W10_20231216_203218                                   
IMeCOft    single     4   0   400     80      480     36960   10     2   2   -       -    Y     24      1   10   IMeCOFT4_nf0_cp400_tnp480_ms36960_single_lby_r1_W10_20231216_203219                                 
SPKft      single     4   0   400     4       404     36960   9      2   2   18480   24   Y     23      1   10   SPKFT4_nf0_cp400_tnp404_ms36960_single_lby_r1_W10_20231216_203219                                   
IMeCOft    single     4   4   400     80      480     36960   10     2   2   -       -    Y     24      1   10   IMeCOFT4_nf4_cp400_tnp480_ms36960_single_lby_r1_W10_20231216_203219                                 
SPKft      single     4   4   400     4       404     36960   9      2   2   18480   24   Y     23      1   10   SPKFT4_nf4_cp400_tnp404_ms36960_single_lby_r1_W10_20231216_203219                                   
IMeCOft    double     4   0   400     80      480     36960   10     2   2   -       -    Y     24      1   10   IMeCOFT4_nf0_cp400_tnp480_ms36960_double_lby_r1_W10_20231216_203219                                 
SPKft      double     4   0   400     4       404     36960   9      2   2   18480   24   Y     23      1   10   SPKFT4_nf0_cp400_tnp404_ms36960_double_lby_r1_W10_20231216_203219                                   
IMeCOft    double     4   4   400     80      480     36960   10     2   2   -       -    Y     24      1   10   IMeCOFT4_nf4_cp400_tnp480_ms36960_double_lby_r1_W10_20231216_203219                                 
SPKft      double     4   4   400     4       404     36960   9      2   2   18480   24   Y     23      1   10   SPKFT4_nf4_cp400_tnp404_ms36960_double_lby_r1_W10_20231216_203219                                   
IMeCOft    single     2   0   400     40      440     36960   10     2   2   -       -    N     -       1   10   IMeCOFT2_nf0_cp400_tnp440_ms36960_single_lbn_r1_W10_20231216_203220                                 
SPKft      single     2   0   400     2       402     36960   9      2   2   18480   24   N     -       1   10   SPKFT2_nf0_cp400_tnp402_ms36960_single_lbn_r1_W10_20231216_203220                                   
IMeCOft    single     2   2   400     40      440     36960   10     2   2   -       -    N     -       1   10   IMeCOFT2_nf2_cp400_tnp440_ms36960_single_lbn_r1_W10_20231216_203220                                 
SPKft      single     2   2   400     2       402     36960   9      2   2   18480   24   N     -       1   10   SPKFT2_nf2_cp400_tnp402_ms36960_single_lbn_r1_W10_20231216_203220                                   
IMeCOft    double     2   0   400     40      440     36960   10     2   2   -       -    N     -       1   10   IMeCOFT2_nf0_cp400_tnp440_ms36960_double_lbn_r1_W10_20231216_203220                                 
SPKft      double     2   0   400     2       402     36960   9      2   2   18480   24   N     -       1   10   SPKFT2_nf0_cp400_tnp402_ms36960_double_lbn_r1_W10_20231216_203220                                   
IMeCOft    double     2   2   400     40      440     36960   10     2   2   -       -    N     -       1   10   IMeCOFT2_nf2_cp400_tnp440_ms36960_double_lbn_r1_W10_20231216_203220                                 
SPKft      double     2   2   400     2       402     36960   9      2   2   18480   24   N     -       1   10   SPKFT2_nf2_cp400_tnp402_ms36960_double_lbn_r1_W10_20231216_203220                                   
IMeCOft    single     2   0   400     40      440     36960   10     2   2   -       -    Y     22      1   10   IMeCOFT2_nf0_cp400_tnp440_ms36960_single_lby_r1_W10_20231216_203221                                 
