jobid	nodename	tempo	timestamp_measure	sys_power	cpu_power	mem_power	sys_util	cpu_util	mem_util	io_util	amb_temp	cpu1_temp	cpu2_temp	exh_temp	sysairflow	fan1a	fan1b	fan2a	fan2b	fan3a	fan3b	fan4a	fan4b	fan5a	fan5b	dcenergy	note	delta_e
929075	cresco6x336	Wed 20 Dec 00:00:05 CET 2023	1703026805	80.00	50.00	6.00	0.00	56.00	0.00	0.00	18.00	31.00	27.00	59.00	9.00	2944.00000	2944.00000	3840.00000	3968.00000	3840.00000	3968.00000	3840.00000	3968.00000	2944.00000	2944.00000	286.12901		0.00006
929075	cresco6x010	Wed 20 Dec 00:00:04 CET 2023	1703026804	130.00	90.00	11.00	14.00	0.00	0.00	0.00	17.00	35.00	33.00	26.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8448.00000	8704.00000	8320.00000	8832.00000	6144.00000	6272.00000	245.85471		0.00007
929075	cresco6x293	Wed 20 Dec 00:00:04 CET 2023	1703026804	80.00	50.00	5.00	54.00	0.00	0.00	0.00	17.00	29.00	27.00	34.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8832.00000	8448.00000	8704.00000	6144.00000	6272.00000	303.43490		0.00005
929075	cresco6x323	Wed 20 Dec 00:00:04 CET 2023	1703026804	80.00	50.00	7.00	18.00	17.00	0.00	0.00	17.00	31.00	26.00	23.00	20.00	6272.00000	6272.00000	8448.00000	8832.00000	8448.00000	8832.00000	8320.00000	8832.00000	6272.00000	6272.00000	300.42616		0.00005
929075	cresco6x214	Wed 20 Dec 00:00:04 CET 2023	1703026804	120.00	90.00	10.00	33.00	0.00	0.00	0.00	18.00	39.00	34.00	34.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	296.11349		0.00011
929075	cresco6x205	Wed 20 Dec 00:00:01 CET 2023	1703026801	130.00	100.00	12.00	0.00	0.00	0.00	0.00	18.00	36.00	33.00	33.00	23.00	6144.00000	6272.00000	8320.00000	8576.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	297.85776		0.00011
929075	cresco6x052	Wed 20 Dec 00:00:02 CET 2023	1703026802	130.00	100.00	10.00	33.00	0.00	0.00	0.00	18.00	39.00	34.00	28.00	23.00	6400.00000	5504.00000	8448.00000	8064.00000	8320.00000	8064.00000	8448.00000	8064.00000	6400.00000	5504.00000	301.62505		0.00012
929075	cresco6x335	Wed 20 Dec 00:00:01 CET 2023	1703026801	80.00	50.00	6.00	23.00	22.00	0.00	0.00	17.00	30.00	28.00	33.00	9.00	2944.00000	2944.00000	3840.00000	3968.00000	3840.00000	3968.00000	3840.00000	3968.00000	2944.00000	2944.00000	279.66577		0.00007
929075	cresco6x301	Wed 20 Dec 00:00:02 CET 2023	1703026802	90.00	50.00	4.00	0.00	53.00	0.00	0.00	16.00	34.00	27.00	22.00	20.00	6400.00000	5504.00000	8448.00000	8064.00000	8320.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	312.33166	NodeReset 	0.00007
929075	cresco6x230	Wed 20 Dec 00:00:01 CET 2023	1703026801	80.00	60.00	9.00	0.00	0.00	0.00	0.00	17.00	26.00	29.00	23.00	20.00	6912.00000	7040.00000	9216.00000	9728.00000	9344.00000	9728.00000	9216.00000	9600.00000	6912.00000	7040.00000	294.37627	NodeReset 	0.00007
929075	cresco6x089	Wed 20 Dec 00:00:02 CET 2023	1703026802	140.00	100.00	12.00	59.00	0.00	0.00	0.00	18.00	37.00	35.00	28.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8832.00000	8320.00000	8704.00000	6144.00000	6272.00000	309.10683		0.00012
929075	cresco6x075	Wed 20 Dec 00:00:01 CET 2023	1703026801	130.00	90.00	9.00	33.00	0.00	0.00	0.00	18.00	37.00	35.00	27.00	23.00	6400.00000	5504.00000	8448.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	121.54128		0.00011
929075	cresco6x336	Wed 20 Dec 00:00:01 CET 2023	1703026801	80.00	50.00	6.00	0.00	0.00	0.00	0.00	18.00	30.00	27.00	59.00	9.00	2944.00000	2944.00000	3840.00000	3968.00000	3840.00000	3968.00000	3840.00000	3968.00000	2944.00000	2944.00000	286.12895		0.00007
