jobid	nodename	tempo	timestamp_measure	sys_power	cpu_power	mem_power	sys_util	cpu_util	mem_util	io_util	amb_temp	cpu1_temp	cpu2_temp	exh_temp	sysairflow	fan1a	fan1b	fan2a	fan2b	fan3a	fan3b	fan4a	fan4b	fan5a	fan5b	dcenergy	note	delta_e
944853	cresco6x187	Sat  6 Jan 00:05:40 CET 2024	1704495940	130.00	100.00	10.00	85.00	97.00	0.00	0.00	21.00	55.00	53.00	31.00	14.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84890		0.00004
944853	cresco6x328	Sat  6 Jan 00:05:40 CET 2024	1704495940	80.00	50.00	5.00	54.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67395		0.00005
944853	cresco6x132	Sat  6 Jan 00:05:40 CET 2024	1704495940	120.00	90.00	9.00	81.00	98.00	40.00	0.00	21.00	75.00	54.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03630		0.00007
944853	cresco6x187	Sat  6 Jan 00:05:38 CET 2024	1704495938	130.00	100.00	9.00	85.00	97.00	0.00	0.00	21.00	61.00	53.00	31.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84886		0.00008
944853	cresco6x328	Sat  6 Jan 00:05:38 CET 2024	1704495938	80.00	50.00	5.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67390		0.00005
944853	cresco6x132	Sat  6 Jan 00:05:38 CET 2024	1704495938	140.00	100.00	9.00	81.00	98.00	40.00	0.00	21.00	75.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03623		0.00007
944853	cresco6x187	Sat  6 Jan 00:05:37 CET 2024	1704495937	130.00	100.00	9.00	85.00	97.00	0.00	0.00	21.00	61.00	62.00	31.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84878		0.00007
944853	cresco6x132	Sat  6 Jan 00:05:36 CET 2024	1704495936	140.00	100.00	9.00	80.00	98.00	38.00	0.00	21.00	75.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03616		0.00008
944853	cresco6x328	Sat  6 Jan 00:05:36 CET 2024	1704495936	80.00	50.00	5.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67385		0.00004
944853	cresco6x187	Sat  6 Jan 00:05:35 CET 2024	1704495935	130.00	100.00	9.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84871		0.00008
944853	cresco6x328	Sat  6 Jan 00:05:34 CET 2024	1704495934	90.00	60.00	6.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67381		0.00003
944853	cresco6x132	Sat  6 Jan 00:05:34 CET 2024	1704495934	300.00	240.00	16.00	80.00	98.00	38.00	0.00	21.00	75.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03608		0.00004
944853	cresco6x187	Sat  6 Jan 00:05:33 CET 2024	1704495933	270.00	220.00	13.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84863		0.00015
944853	cresco6x132	Sat  6 Jan 00:05:32 CET 2024	1704495932	310.00	250.00	26.00	80.00	98.00	38.00	0.00	21.00	75.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03604		0.00017
944853	cresco6x187	Sat  6 Jan 00:05:31 CET 2024	1704495931	270.00	220.00	13.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84848		0.00007
944853	cresco6x328	Sat  6 Jan 00:05:33 CET 2024	1704495933	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67378		0.00015
944853	cresco6x328	Sat  6 Jan 00:05:31 CET 2024	1704495931	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67363		0.00007
944853	cresco6x132	Sat  6 Jan 00:05:31 CET 2024	1704495931	310.00	250.00	26.00	80.00	98.00	38.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03587		0.00018
944853	cresco6x187	Sat  6 Jan 00:05:29 CET 2024	1704495929	270.00	220.00	13.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84841		0.00015
944853	cresco6x328	Sat  6 Jan 00:05:29 CET 2024	1704495929	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67356		0.00016
944853	cresco6x132	Sat  6 Jan 00:05:29 CET 2024	1704495929	310.00	240.00	27.00	80.00	98.00	38.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03569		0.00018
944853	cresco6x187	Sat  6 Jan 00:05:28 CET 2024	1704495927	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84826		0.00015
944853	cresco6x328	Sat  6 Jan 00:05:28 CET 2024	1704495928	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	264.67340		0.00015
944853	cresco6x132	Sat  6 Jan 00:05:27 CET 2024	1704495927	310.00	240.00	27.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03551		0.00008
944853	cresco6x328	Sat  6 Jan 00:05:26 CET 2024	1704495926	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67325		0.00007
944853	cresco6x187	Sat  6 Jan 00:05:26 CET 2024	1704495926	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84811		0.00015
944853	cresco6x132	Sat  6 Jan 00:05:26 CET 2024	1704495925	310.00	240.00	27.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03543		0.00018
944853	cresco6x328	Sat  6 Jan 00:05:24 CET 2024	1704495924	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67318		0.00015
944853	cresco6x187	Sat  6 Jan 00:05:24 CET 2024	1704495924	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84796		0.00008
944853	cresco6x132	Sat  6 Jan 00:05:24 CET 2024	1704495924	310.00	240.00	26.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03525		0.00018
944853	cresco6x328	Sat  6 Jan 00:05:22 CET 2024	1704495922	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67303		0.00015
944853	cresco6x187	Sat  6 Jan 00:05:22 CET 2024	1704495922	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8448.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84788		0.00015
944853	cresco6x132	Sat  6 Jan 00:05:22 CET 2024	1704495922	310.00	240.00	27.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03507		0.00008
944853	cresco6x187	Sat  6 Jan 00:05:21 CET 2024	1704495920	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8320.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84773		0.00015
944853	cresco6x328	Sat  6 Jan 00:05:20 CET 2024	1704495920	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67288		0.00015
944853	cresco6x132	Sat  6 Jan 00:05:20 CET 2024	1704495920	310.00	240.00	26.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03499		0.00018
944853	cresco6x187	Sat  6 Jan 00:05:19 CET 2024	1704495918	270.00	220.00	12.00	98.00	97.00	0.00	0.00	21.00	61.00	62.00	41.00	23.00	6400.00000	5504.00000	8320.00000	8064.00000	8320.00000	8064.00000	8320.00000	8064.00000	6400.00000	5504.00000	394.84758		0.00015
944853	cresco6x328	Sat  6 Jan 00:05:19 CET 2024	1704495918	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67273		0.00016
944853	cresco6x132	Sat  6 Jan 00:05:18 CET 2024	1704495918	310.00	240.00	26.00	81.00	98.00	40.00	0.00	21.00	74.00	64.00	44.00	23.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	400.03481		0.00018
944853	cresco6x328	Sat  6 Jan 00:05:17 CET 2024	1704495917	270.00	220.00	12.00	98.00	97.00	0.00	0.00	18.00	65.00	55.00	41.00	20.00	6272.00000	6272.00000	8064.00000	8576.00000	8192.00000	8576.00000	8192.00000	8576.00000	6144.00000	6272.00000	264.67257		0.00015
