ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
SPKft      double     8   0   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf0_cp256_tnp264_ms31680_double_lby_r1_W40_20231226_165113                                   
IMeCOft    double     8   8   256     128     384     31680   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf8_cp256_tnp384_ms31680_double_lby_r1_W40_20231226_165113                                 
SPKft      double     8   8   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf8_cp256_tnp264_ms31680_double_lby_r1_W40_20231226_165113                                   
IMeCOft    single     4   0   256     64      320     42240   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms42240_single_lbn_r1_W40_20231226_165113                                 
SPKft      single     4   0   256     4       260     42240   6      2   2   21120   24   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms42240_single_lbn_r1_W40_20231226_165114                                   
IMeCOft    single     4   4   256     64      320     42240   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms42240_single_lbn_r1_W40_20231226_165114                                 
SPKft      single     4   4   256     4       260     42240   6      2   2   21120   24   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms42240_single_lbn_r1_W40_20231226_165114                                   
IMeCOft    double     4   0   256     64      320     42240   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms42240_double_lbn_r1_W40_20231226_165114                                 
SPKft      double     4   0   256     4       260     42240   6      2   2   21120   24   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms42240_double_lbn_r1_W40_20231226_165114                                   
IMeCOft    double     4   4   256     64      320     42240   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms42240_double_lbn_r1_W40_20231226_165114                                 
SPKft      double     4   4   256     4       260     42240   6      2   2   21120   24   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms42240_double_lbn_r1_W40_20231226_165114                                   
IMeCOft    single     4   0   256     64      320     42240   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms42240_single_lby_r1_W40_20231226_165114                                 
SPKft      single     4   0   256     4       260     42240   6      2   2   21120   24   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms42240_single_lby_r1_W40_20231226_165115                                   
IMeCOft    single     4   4   256     64      320     42240   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms42240_single_lby_r1_W40_20231226_165115                                 
SPKft      single     4   4   256     4       260     42240   6      2   2   21120   24   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms42240_single_lby_r1_W40_20231226_165115                                   
IMeCOft    double     4   0   256     64      320     42240   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms42240_double_lby_r1_W40_20231226_165115                                 
SPKft      double     4   0   256     4       260     42240   6      2   2   21120   24   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms42240_double_lby_r1_W40_20231226_165115                                   
IMeCOft    double     4   4   256     64      320     42240   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms42240_double_lby_r1_W40_20231226_165115                                 
SPKft      double     4   4   256     4       260     42240   6      2   2   21120   24   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms42240_double_lby_r1_W40_20231226_165115                                   
IMeCOft    single     4   0   256     64      320     36960   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms36960_single_lbn_r1_W40_20231226_165115                                 
SPKft      single     4   0   256     4       260     36960   6      2   2   18480   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms36960_single_lbn_r1_W40_20231226_165116                                   
IMeCOft    single     4   4   256     64      320     36960   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms36960_single_lbn_r1_W40_20231226_165116                                 
SPKft      single     4   4   256     4       260     36960   6      2   2   18480   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms36960_single_lbn_r1_W40_20231226_165116                                   
IMeCOft    double     4   0   256     64      320     36960   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms36960_double_lbn_r1_W40_20231226_165116                                 
SPKft      double     4   0   256     4       260     36960   6      2   2   18480   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms36960_double_lbn_r1_W40_20231226_165116                                   
IMeCOft    double     4   4   256     64      320     36960   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms36960_double_lbn_r1_W40_20231226_165116                                 
SPKft      double     4   4   256     4       260     36960   6      2   2   18480   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms36960_double_lbn_r1_W40_20231226_165117                                   
IMeCOft    single     4   0   256     64      320     36960   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms36960_single_lby_r1_W40_20231226_165117                                 
SPKft      single     4   0   256     4       260     36960   6      2   2   18480   22   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms36960_single_lby_r1_W40_20231226_165117                                   
IMeCOft    single     4   4   256     64      320     36960   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms36960_single_lby_r1_W40_20231226_165117                                 
SPKft      single     4   4   256     4       260     36960   6      2   2   18480   22   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms36960_single_lby_r1_W40_20231226_165117                                   
IMeCOft    double     4   0   256     64      320     36960   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms36960_double_lby_r1_W40_20231226_165117                                 
SPKft      double     4   0   256     4       260     36960   6      2   2   18480   22   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms36960_double_lby_r1_W40_20231226_165117                                   
IMeCOft    double     4   4   256     64      320     36960   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms36960_double_lby_r1_W40_20231226_165117                                 
SPKft      double     4   4   256     4       260     36960   6      2   2   18480   22   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms36960_double_lby_r1_W40_20231226_165117                                   
IMeCOft    single     4   0   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_single_lbn_r1_W40_20231226_165118                                 
SPKft      single     4   0   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms31680_single_lbn_r1_W40_20231226_165118                                   
IMeCOft    single     4   4   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_single_lbn_r1_W40_20231226_165118                                 
SPKft      single     4   4   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms31680_single_lbn_r1_W40_20231226_165118                                   
IMeCOft    double     4   0   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_double_lbn_r1_W40_20231226_165118                                 
SPKft      double     4   0   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms31680_double_lbn_r1_W40_20231226_165118                                   
IMeCOft    double     4   4   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_double_lbn_r1_W40_20231226_165118                                 
SPKft      double     4   4   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms31680_double_lbn_r1_W40_20231226_165118                                   
IMeCOft    single     4   0   256     64      320     31680   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_single_lby_r1_W40_20231226_165119                                 
SPKft      single     4   0   256     4       260     31680   6      2   2   15840   22   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms31680_single_lby_r1_W40_20231226_165119                                   
IMeCOft    single     4   4   256     64      320     31680   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_single_lby_r1_W40_20231226_165119                                 
SPKft      single     4   4   256     4       260     31680   6      2   2   15840   22   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms31680_single_lby_r1_W40_20231226_165119                                   
IMeCOft    double     4   0   256     64      320     31680   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_double_lby_r1_W40_20231226_165119                                 
SPKft      double     4   0   256     4       260     31680   6      2   2   15840   22   Y     22      1   40   SPKFT4_nf0_cp256_tnp260_ms31680_double_lby_r1_W40_20231226_165119                                   
IMeCOft    double     4   4   256     64      320     31680   7      2   2   -       -    Y     23      1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_double_lby_r1_W40_20231226_165119                                 
SPKft      double     4   4   256     4       260     31680   6      2   2   15840   22   Y     22      1   40   SPKFT4_nf4_cp256_tnp260_ms31680_double_lby_r1_W40_20231226_165119                                   
IMeCOft    single     2   0   256     32      288     42240   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms42240_single_lbn_r1_W40_20231226_165120                                 
SPKft      single     2   0   256     2       258     42240   6      2   2   21120   24   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms42240_single_lbn_r1_W40_20231226_165120                                   
IMeCOft    single     2   2   256     32      288     42240   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms42240_single_lbn_r1_W40_20231226_165120                                 
SPKft      single     2   2   256     2       258     42240   6      2   2   21120   24   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms42240_single_lbn_r1_W40_20231226_165120                                   
IMeCOft    double     2   0   256     32      288     42240   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms42240_double_lbn_r1_W40_20231226_165120                                 
SPKft      double     2   0   256     2       258     42240   6      2   2   21120   24   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms42240_double_lbn_r1_W40_20231226_165120                                   
IMeCOft    double     2   2   256     32      288     42240   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms42240_double_lbn_r1_W40_20231226_165120                                 
SPKft      double     2   2   256     2       258     42240   6      2   2   21120   24   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms42240_double_lbn_r1_W40_20231226_165120                                   
IMeCOft    single     2   0   256     32      288     42240   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms42240_single_lby_r1_W40_20231226_165120                                 
SPKft      single     2   0   256     2       258     42240   6      2   2   21120   24   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms42240_single_lby_r1_W40_20231226_165121                                   
IMeCOft    single     2   2   256     32      288     42240   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms42240_single_lby_r1_W40_20231226_165121                                 
SPKft      single     2   2   256     2       258     42240   6      2   2   21120   24   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms42240_single_lby_r1_W40_20231226_165121                                   
IMeCOft    double     2   0   256     32      288     42240   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms42240_double_lby_r1_W40_20231226_165121                                 
SPKft      double     2   0   256     2       258     42240   6      2   2   21120   24   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms42240_double_lby_r1_W40_20231226_165121                                   
IMeCOft    double     2   2   256     32      288     42240   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms42240_double_lby_r1_W40_20231226_165121                                 
SPKft      double     2   2   256     2       258     42240   6      2   2   21120   24   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms42240_double_lby_r1_W40_20231226_165122                                   
IMeCOft    single     2   0   256     32      288     36960   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms36960_single_lbn_r1_W40_20231226_165122                                 
SPKft      single     2   0   256     2       258     36960   6      2   2   18480   22   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms36960_single_lbn_r1_W40_20231226_165122                                   
IMeCOft    single     2   2   256     32      288     36960   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms36960_single_lbn_r1_W40_20231226_165122                                 
SPKft      single     2   2   256     2       258     36960   6      2   2   18480   22   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms36960_single_lbn_r1_W40_20231226_165122                                   
IMeCOft    double     2   0   256     32      288     36960   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms36960_double_lbn_r1_W40_20231226_165122                                 
SPKft      double     2   0   256     2       258     36960   6      2   2   18480   22   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms36960_double_lbn_r1_W40_20231226_165122                                   
IMeCOft    double     2   2   256     32      288     36960   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms36960_double_lbn_r1_W40_20231226_165122                                 
SPKft      double     2   2   256     2       258     36960   6      2   2   18480   22   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms36960_double_lbn_r1_W40_20231226_165122                                   
IMeCOft    single     2   0   256     32      288     36960   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms36960_single_lby_r1_W40_20231226_165123                                 
SPKft      single     2   0   256     2       258     36960   6      2   2   18480   22   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms36960_single_lby_r1_W40_20231226_165123                                   
IMeCOft    single     2   2   256     32      288     36960   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms36960_single_lby_r1_W40_20231226_165123                                 
SPKft      single     2   2   256     2       258     36960   6      2   2   18480   22   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms36960_single_lby_r1_W40_20231226_165123                                   
IMeCOft    double     2   0   256     32      288     36960   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms36960_double_lby_r1_W40_20231226_165123                                 
SPKft      double     2   0   256     2       258     36960   6      2   2   18480   22   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms36960_double_lby_r1_W40_20231226_165123                                   
IMeCOft    double     2   2   256     32      288     36960   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms36960_double_lby_r1_W40_20231226_165123                                 
SPKft      double     2   2   256     2       258     36960   6      2   2   18480   22   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms36960_double_lby_r1_W40_20231226_165123                                   
IMeCOft    single     2   0   256     32      288     31680   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms31680_single_lbn_r1_W40_20231226_165124                                 
SPKft      single     2   0   256     2       258     31680   6      2   2   15840   22   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms31680_single_lbn_r1_W40_20231226_165124                                   
IMeCOft    single     2   2   256     32      288     31680   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms31680_single_lbn_r1_W40_20231226_165124                                 
SPKft      single     2   2   256     2       258     31680   6      2   2   15840   22   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms31680_single_lbn_r1_W40_20231226_165124                                   
IMeCOft    double     2   0   256     32      288     31680   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf0_cp256_tnp288_ms31680_double_lbn_r1_W40_20231226_165124                                 
SPKft      double     2   0   256     2       258     31680   6      2   2   15840   22   N     -       1   40   SPKFT2_nf0_cp256_tnp258_ms31680_double_lbn_r1_W40_20231226_165124                                   
IMeCOft    double     2   2   256     32      288     31680   6      2   2   -       -    N     -       1   40   IMeCOFT2_nf2_cp256_tnp288_ms31680_double_lbn_r1_W40_20231226_165124                                 
SPKft      double     2   2   256     2       258     31680   6      2   2   15840   22   N     -       1   40   SPKFT2_nf2_cp256_tnp258_ms31680_double_lbn_r1_W40_20231226_165124                                   
IMeCOft    single     2   0   256     32      288     31680   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms31680_single_lby_r1_W40_20231226_165125                                 
SPKft      single     2   0   256     2       258     31680   6      2   2   15840   22   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms31680_single_lby_r1_W40_20231226_165125                                   
IMeCOft    single     2   2   256     32      288     31680   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms31680_single_lby_r1_W40_20231226_165125                                 
SPKft      single     2   2   256     2       258     31680   6      2   2   15840   22   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms31680_single_lby_r1_W40_20231226_165125                                   
IMeCOft    double     2   0   256     32      288     31680   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf0_cp256_tnp288_ms31680_double_lby_r1_W40_20231226_165125                                 
SPKft      double     2   0   256     2       258     31680   6      2   2   15840   22   Y     22      1   40   SPKFT2_nf0_cp256_tnp258_ms31680_double_lby_r1_W40_20231226_165125                                   
IMeCOft    double     2   2   256     32      288     31680   6      2   2   -       -    Y     24      1   40   IMeCOFT2_nf2_cp256_tnp288_ms31680_double_lby_r1_W40_20231226_165125                                 
SPKft      double     2   2   256     2       258     31680   6      2   2   15840   22   Y     22      1   40   SPKFT2_nf2_cp256_tnp258_ms31680_double_lby_r1_W40_20231226_165125                                   
IMeCOft    single     1   0   256     16      272     42240   6      2   2   -       -    N     -       1   40   IMeCOFT1_nf0_cp256_tnp272_ms42240_single_lbn_r1_W40_20231226_165126                                 
SPKft      single     1   0   256     1       257     42240   6      2   2   21120   24   N     -       1   40   SPKFT1_nf0_cp256_tnp257_ms42240_single_lbn_r1_W40_20231226_165126                                   
IMeCOft    single     1   1   256     16      272     42240   6      2   2   -       -    N     -       1   40   IMeCOFT1_nf1_cp256_tnp272_ms42240_single_lbn_r1_W40_20231226_165126                                 
SPKft      single     1   1   256     1       257     42240   6      2   2   21120   24   N     -       1   40   SPKFT1_nf1_cp256_tnp257_ms42240_single_lbn_r1_W40_20231226_165126                                   
IMeCOft    double     1   0   256     16      272     42240   6      2   2   -       -    N     -       1   40   IMeCOFT1_nf0_cp256_tnp272_ms42240_double_lbn_r1_W40_20231226_165126                                 
SPKft      double     1   0   256     1       257     42240   6      2   2   21120   24   N     -       1   40   SPKFT1_nf0_cp256_tnp257_ms42240_double_lbn_r1_W40_20231226_165126                                   
IMeCOft    double     1   1   256     16      272     42240   6      2   2   -       -    N     -       1   40   IMeCOFT1_nf1_cp256_tnp272_ms42240_double_lbn_r1_W40_20231226_165127                                 
SPKft      double     1   1   256     1       257     42240   6      2   2   21120   24   N     -       1   40   SPKFT1_nf1_cp256_tnp257_ms42240_double_lbn_r1_W40_20231226_165127                                   
IMeCOft    single     1   0   256     16      272     42240   6      2   2   -       -    Y     23      1   40   IMeCOFT1_nf0_cp256_tnp272_ms42240_single_lby_r1_W40_20231226_165127                                 
SPKft      single     1   0   256     1       257     42240   6      2   2   21120   24   Y     22      1   40   SPKFT1_nf0_cp256_tnp257_ms42240_single_lby_r1_W40_20231226_165127                                   
IMeCOft    single     1   1   256     16      272     42240   6      2   2   -       -    Y     23      1   40   IMeCOFT1_nf1_cp256_tnp272_ms42240_single_lby_r1_W40_20231226_165127                                 
SPKft      single     1   1   256     1       257     42240   6      2   2   21120   24   Y     22      1   40   SPKFT1_nf1_cp256_tnp257_ms42240_single_lby_r1_W40_20231226_165127                                   
IMeCOft    double     1   0   256     16      272     42240   6      2   2   -       -    Y     23      1   40   IMeCOFT1_nf0_cp256_tnp272_ms42240_double_lby_r1_W40_20231226_165127                                 
