jobid	nodename	tempo	timestamp_measure	sys_power	cpu_power	mem_power	sys_util	cpu_util	mem_util	io_util	amb_temp	cpu1_temp	cpu2_temp	exh_temp	sysairflow	fan1a	fan1b	fan2a	fan2b	fan3a	fan3b	fan4a	fan4b	fan5a	fan5b	dcenergy	note	delta_e
932981	cresco6x143	Fri 22 Dec 18:44:24 CET 2023	1703267064	130.00	90.00	9.00	0.00	0.00	0.00	0.00	19.00	40.00	36.00	27.00	26.00	6912.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	306.39329		0.00007
932981	cresco6x133	Fri 22 Dec 18:44:24 CET 2023	1703267064	130.00	90.00	7.00	46.00	15.00	30.00	0.00	19.00	43.00	35.00	32.00	26.00	7040.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	266.05207		0.00007
932981	cresco6x143	Fri 22 Dec 18:44:23 CET 2023	1703267063	130.00	90.00	9.00	0.00	0.00	0.00	0.00	19.00	40.00	36.00	27.00	26.00	6784.00000	7040.00000	8960.00000	9600.00000	9088.00000	9472.00000	9088.00000	9600.00000	6784.00000	6912.00000	306.39322		0.00004
932981	cresco6x133	Fri 22 Dec 18:44:22 CET 2023	1703267062	130.00	90.00	7.00	46.00	15.00	30.00	0.00	19.00	43.00	34.00	28.00	26.00	7040.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	266.05200		0.00004
932981	cresco6x143	Fri 22 Dec 18:44:21 CET 2023	1703267061	130.00	90.00	9.00	0.00	0.00	0.00	0.00	19.00	40.00	36.00	27.00	26.00	6784.00000	7040.00000	8960.00000	9600.00000	9088.00000	9472.00000	9088.00000	9600.00000	6784.00000	6912.00000	306.39318		0.00007
932981	cresco6x133	Fri 22 Dec 18:44:21 CET 2023	1703267061	130.00	90.00	7.00	0.00	15.00	0.00	0.00	19.00	43.00	34.00	28.00	21.00	7040.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	266.05196		0.00007
932981	cresco6x143	Fri 22 Dec 18:44:19 CET 2023	1703267059	130.00	90.00	9.00	0.00	0.00	0.00	0.00	19.00	40.00	36.00	27.00	26.00	6784.00000	7040.00000	8960.00000	9600.00000	9088.00000	9472.00000	9088.00000	9600.00000	6784.00000	6912.00000	306.39311		0.00008
932981	cresco6x133	Fri 22 Dec 18:44:19 CET 2023	1703267059	130.00	90.00	7.00	0.00	15.00	0.00	0.00	19.00	43.00	34.00	28.00	21.00	7040.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	266.05189		0.00003
932981	cresco6x143	Fri 22 Dec 18:44:18 CET 2023	1703267058	250.00	200.00	12.00	0.00	0.00	0.00	0.00	19.00	36.00	36.00	27.00	24.00	6784.00000	7040.00000	8960.00000	9600.00000	9088.00000	9472.00000	9088.00000	9600.00000	6784.00000	6912.00000	306.39303		0.00007
932981	cresco6x133	Fri 22 Dec 18:44:18 CET 2023	1703267058	300.00	240.00	25.00	0.00	0.00	0.00	0.00	19.00	43.00	34.00	28.00	21.00	7040.00000	7040.00000	9344.00000	9728.00000	9344.00000	9728.00000	9344.00000	9856.00000	6912.00000	7040.00000	266.05186		0.00013
