jobid	nodename	tempo	timestamp_measure	sys_power	cpu_power	mem_power	sys_util	cpu_util	mem_util	io_util	amb_temp	cpu1_temp	cpu2_temp	exh_temp	sysairflow	fan1a	fan1b	fan2a	fan2b	fan3a	fan3b	fan4a	fan4b	fan5a	fan5b	dcenergy	note	delta_e
929719	cresco6x086	Thu 21 Dec 01:47:38 CET 2023	1703119658	130.00	100.00	10.00	30.00	98.00	0.00	0.00	19.00	67.00	63.00	40.00	19.00	6144.00000	6272.00000	8320.00000	8704.00000	8448.00000	8832.00000	8320.00000	8704.00000	6144.00000	6272.00000	305.47287		0.00008
929719	cresco6x331	Thu 21 Dec 01:47:37 CET 2023	1703119657	80.00	50.00	8.00	81.00	98.00	0.00	0.00	19.00	63.00	58.00	27.00	16.00	5120.00000	5248.00000	6784.00000	7168.00000	6784.00000	7168.00000	6784.00000	7168.00000	5120.00000	5248.00000	290.25250	NodeReset 	0.00011
929719	cresco6x233	Thu 21 Dec 01:47:38 CET 2023	1703119658	80.00	50.00	5.00	97.00	22.00	0.00	0.00	18.00	52.00	48.00	24.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8448.00000	8832.00000	6144.00000	6272.00000	312.60849		0.00004
929719	cresco6x180	Thu 21 Dec 01:47:37 CET 2023	1703119657	140.00	100.00	8.00	76.00	97.00	40.00	0.00	19.00	61.00	57.00	42.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6272.00000	6272.00000	286.20673		0.00008
929719	cresco6x123	Thu 21 Dec 01:47:37 CET 2023	1703119657	130.00	100.00	9.00	97.00	55.00	0.00	0.00	19.00	58.00	64.00	42.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8576.00000	8320.00000	8704.00000	6144.00000	6272.00000	307.51320		0.00008
929719	cresco6x144	Thu 21 Dec 01:47:37 CET 2023	1703119657	140.00	100.00	11.00	76.00	98.00	0.00	0.00	19.00	65.00	60.00	39.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	180.76482		0.00008
929719	cresco6x246	Thu 21 Dec 01:47:37 CET 2023	1703119656	90.00	60.00	10.00	98.00	97.00	0.00	0.00	19.00	52.00	57.00	42.00	20.00	6144.00000	6272.00000	8320.00000	8832.00000	8448.00000	8832.00000	8320.00000	8832.00000	6272.00000	6272.00000	297.50224		0.00007
929719	cresco6x180	Thu 21 Dec 01:47:35 CET 2023	1703119655	140.00	100.00	8.00	76.00	97.00	40.00	0.00	19.00	70.00	57.00	42.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6272.00000	6272.00000	286.20665		0.00012
929719	cresco6x233	Thu 21 Dec 01:47:35 CET 2023	1703119655	80.00	50.00	5.00	97.00	96.00	0.00	0.00	18.00	61.00	48.00	41.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8448.00000	8832.00000	6144.00000	6272.00000	312.60845		0.00005
929719	cresco6x086	Thu 21 Dec 01:47:35 CET 2023	1703119655	130.00	100.00	10.00	90.00	98.00	5.00	0.00	19.00	67.00	63.00	40.00	19.00	6144.00000	6272.00000	8320.00000	8704.00000	8448.00000	8832.00000	8320.00000	8704.00000	6144.00000	6272.00000	305.47279		0.00011
929719	cresco6x015	Thu 21 Dec 01:47:36 CET 2023	1703119656	130.00	100.00	10.00	97.00	61.00	0.00	0.00	17.00	54.00	58.00	36.00	23.00	6144.00000	6272.00000	8192.00000	8576.00000	8320.00000	8064.00000	8320.00000	8064.00000	6144.00000	6272.00000	302.01919		0.00011
929719	cresco6x234	Thu 21 Dec 01:47:36 CET 2023	1703119656	80.00	50.00	6.00	99.00	89.00	0.00	0.00	19.00	62.00	56.00	43.00	20.00	6272.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8448.00000	8832.00000	6144.00000	6272.00000	309.36529	NodeReset 	0.00007
929719	cresco6x160	Thu 21 Dec 01:47:36 CET 2023	1703119656	130.00	100.00	9.00	98.00	98.00	0.00	0.00	19.00	67.00	63.00	39.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8448.00000	8704.00000	6144.00000	6272.00000	113.71137		0.00007
929719	cresco6x331	Thu 21 Dec 01:47:35 CET 2023	1703119655	80.00	50.00	8.00	99.00	98.00	0.00	0.00	19.00	63.00	58.00	48.00	16.00	5120.00000	5248.00000	6912.00000	7168.00000	6784.00000	7168.00000	6784.00000	7168.00000	5120.00000	5248.00000	290.25239	NodeReset 	0.00005
929719	cresco6x123	Thu 21 Dec 01:47:34 CET 2023	1703119654	130.00	100.00	9.00	97.00	96.00	0.00	0.00	19.00	58.00	64.00	42.00	20.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8576.00000	8320.00000	8704.00000	6144.00000	6272.00000	307.51312		0.00011
929719	cresco6x144	Thu 21 Dec 01:47:34 CET 2023	1703119654	140.00	100.00	11.00	99.00	98.00	0.00	0.00	19.00	65.00	60.00	39.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6144.00000	6272.00000	180.76474		0.00011
929719	cresco6x160	Thu 21 Dec 01:47:34 CET 2023	1703119654	130.00	100.00	9.00	98.00	98.00	0.00	0.00	19.00	67.00	63.00	39.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8448.00000	8704.00000	6144.00000	6272.00000	113.71130		0.00011
929719	cresco6x246	Thu 21 Dec 01:47:34 CET 2023	1703119654	80.00	50.00	7.00	98.00	97.00	0.00	0.00	19.00	52.00	57.00	42.00	20.00	6144.00000	6272.00000	8320.00000	8832.00000	8448.00000	8832.00000	8320.00000	8832.00000	6272.00000	6272.00000	297.50217		0.00005
929719	cresco6x180	Thu 21 Dec 01:47:32 CET 2023	1703119652	140.00	100.00	8.00	76.00	97.00	40.00	0.00	19.00	70.00	65.00	42.00	23.00	6144.00000	6272.00000	8320.00000	8704.00000	8320.00000	8704.00000	8320.00000	8704.00000	6272.00000	6272.00000	286.20653		0.00007
929719	cresco6x086	Thu 21 Dec 01:47:32 CET 2023	1703119652	130.00	100.00	10.00	90.00	98.00	5.00	0.00	19.00	67.00	63.00	40.00	19.00	6144.00000	6272.00000	8320.00000	8704.00000	8448.00000	8832.00000	8320.00000	8704.00000	6144.00000	6272.00000	305.47268		0.00012
