jobid,energy_from_delta_e,energy_from_subtraction,mean_sys_power,max_sys_power,energy_equal,error_code,runtime,matrix_size,precision,balanced,rank_assignment,number_of_nodes,total_proc,algorithm,mean_sys_power_from_delta_e
889578,0.037550,0.037550,2425.333333,3990,True,-99.000000,39.000000,31680.000000,double,n,f,13.000000,580.000000,SPK,3466.153846
889579,0.331080,0.331080,3294.980843,5100,True,0.000000,256.000000,31680.000000,double,n,f,16.000000,768.000000,IMeCO,4655.812500
889580,0.037020,0.037020,2421.555556,3830,True,0.000000,39.000000,31680.000000,double,n,f,13.000000,584.000000,SPK,3417.230769
889581,0.346530,0.346530,3266.856061,5110,True,0.000000,268.000000,31680.000000,double,n,f,16.000000,768.000000,IMeCO,4654.880597
889582,0.034680,0.034680,2477.142857,4070,True,-99.000000,37.000000,31680.000000,double,n,f,13.000000,584.000000,SPK,3374.270270
889583,0.126740,0.126740,2936.590909,4240,True,0.000000,126.000000,31680.000000,single,y,f,12.000000,576.000000,IMeCO,3621.142857
889584,0.023410,0.023410,2117.878788,3500,True,0.000000,27.000000,31680.000000,single,y,f,12.000000,576.000000,SPK,3121.333333
889585,0.136430,0.136430,2898.043478,4440,True,0.000000,131.000000,31680.000000,single,y,f,13.000000,600.000000,IMeCO,3749.221374
889586,0.025800,0.025800,2163.714286,4040,True,0.000000,28.000000,31680.000000,single,y,s,13.000000,577.000000,SPK,3317.142857
889587,0.143980,0.143980,2853.866667,4240,True,0.000000,145.000000,31680.000000,single,y,f,13.000000,600.000000,IMeCO,3574.675862
889588,0.024690,0.024690,2171.176471,4070,True,-99.000000,27.000000,31680.000000,single,y,s,13.000000,577.000000,SPK,3292.000000
889589,0.161620,0.161620,3058.074534,4390,True,0.000000,154.000000,31680.000000,single,y,f,13.000000,624.000000,IMeCO,3778.129870
889590,0.023130,0.023130,2159.393939,4070,True,0.000000,26.000000,31680.000000,single,y,s,13.000000,578.000000,SPK,3202.615385
889591,0.157900,0.157900,2980.700637,4050,True,0.000000,151.000000,31680.000000,single,y,f,13.000000,624.000000,IMeCO,3764.503311
889592,0.026660,0.026660,2093.513514,4050,True,-99.000000,28.000000,31680.000000,single,y,s,13.000000,578.000000,SPK,3427.714286
889593,0.139230,0.139230,3086.299213,4910,True,0.000000,122.000000,31680.000000,single,y,f,14.000000,672.000000,IMeCO,4108.426230
889594,0.027180,0.027180,2152.500000,3690,True,0.000000,30.000000,31680.000000,single,y,s,13.000000,580.000000,SPK,3261.600000
889595,0.139270,0.139270,3074.609375,4550,True,0.000000,123.000000,31680.000000,single,y,f,14.000000,672.000000,IMeCO,4076.195122
889596,0.024980,0.024980,2217.878788,3910,True,-99.000000,28.000000,31680.000000,single,y,s,13.000000,580.000000,SPK,3211.714286
889597,0.168980,0.168980,3169.840000,5440,True,0.000000,130.000000,31680.000000,single,y,f,16.000000,768.000000,IMeCO,4679.446154
889598,0.029450,0.029450,1849.565217,3900,True,0.000000,27.000000,31680.000000,single,y,s,13.000000,584.000000,SPK,3926.666667
889599,0.173730,0.173730,3402.558140,5700,True,0.000000,131.000000,31680.000000,single,y,f,16.000000,768.000000,IMeCO,4774.259542
889600,0.023350,0.023350,2313.548387,3820,True,-99.000000,26.000000,31680.000000,single,y,s,13.000000,584.000000,SPK,3233.076923
889601,0.252530,0.252530,3065.077519,4010,True,0.000000,252.000000,31680.000000,double,y,f,12.000000,576.000000,IMeCO,3607.571429
889602,0.037210,0.037210,2402.340426,4110,True,0.000000,41.000000,31680.000000,double,y,f,12.000000,576.000000,SPK,3267.219512
889603,0.268240,0.268240,3052.159091,4180,True,0.000000,258.000000,31680.000000,double,y,f,13.000000,600.000000,IMeCO,3742.883721
889604,0.040910,0.040910,2551.632653,4300,True,0.000000,42.000000,31680.000000,double,y,s,13.000000,577.000000,SPK,3506.571429
889605,0.343160,0.343160,3001.641791,4190,True,0.000000,333.000000,31680.000000,double,y,f,13.000000,600.000000,IMeCO,3709.837838
889606,0.037510,0.037510,2450.666667,4220,True,-99.000000,38.000000,31680.000000,double,y,s,13.000000,577.000000,SPK,3553.578947
889607,0.271800,0.271800,3044.379845,4220,True,0.000000,256.000000,31680.000000,double,y,f,13.000000,624.000000,IMeCO,3822.187500
889608,0.036020,0.036020,2451.395349,4090,True,0.000000,37.000000,31680.000000,double,y,s,13.000000,578.000000,SPK,3504.648649
889609,0.276540,0.276540,3137.368421,4240,True,0.000000,260.000000,31680.000000,double,y,f,13.000000,624.000000,IMeCO,3829.015385
889610,0.036720,0.036720,2496.888889,4210,True,-99.000000,39.000000,31680.000000,double,y,s,13.000000,578.000000,SPK,3389.538462
889611,0.288610,0.288610,3157.683398,4580,True,0.000000,252.000000,31680.000000,double,y,f,14.000000,672.000000,IMeCO,4123.000000
889612,0.037680,0.037680,2414.565217,4050,True,0.000000,40.000000,31680.000000,double,y,s,13.000000,580.000000,SPK,3391.200000
889613,0.288340,0.288340,3176.833977,4530,True,0.000000,252.000000,31680.000000,double,y,f,14.000000,672.000000,IMeCO,4119.142857
889614,0.036520,0.036520,2534.772727,4200,True,-99.000000,39.000000,31680.000000,double,y,s,13.000000,580.000000,SPK,3371.076923
889615,0.330730,0.330730,3322.277992,5170,True,0.000000,253.000000,31680.000000,double,y,f,16.000000,768.000000,IMeCO,4706.039526
889616,0.037610,0.037610,2565.348837,4100,True,0.000000,40.000000,31680.000000,double,y,s,13.000000,584.000000,SPK,3384.900000
889617,0.329780,0.329780,3235.436508,5270,True,0.000000,250.000000,31680.000000,double,y,f,16.000000,768.000000,IMeCO,4748.832000
889618,0.038100,0.038100,2427.234043,4150,True,-99.000000,40.000000,31680.000000,double,y,s,13.000000,584.000000,SPK,3429.000000
890112,0.146070,0.146070,2586.839378,3250,True,0.000000,187.000000,31680.000000,single,n,f,10.000000,440.000000,IMeCO,2812.042781
890852,0.208060,0.208060,2542.596491,3180,True,0.000000,278.000000,36960.000000,single,n,f,9.000000,400.000000,IMeCO,2694.302158
890853,0.024020,0.024020,2054.047619,2880,True,0.000000,37.000000,36960.000000,single,n,f,9.000000,400.000000,SPK,2337.081081
890854,0.199720,0.199720,2577.591241,3110,True,0.000000,268.000000,36960.000000,single,n,f,9.000000,420.000000,IMeCO,2682.805970
890855,0.023190,0.023190,1976.829268,2860,True,0.000000,35.000000,36960.000000,single,n,f,9.000000,401.000000,SPK,2385.257143
890856,0.198860,0.198860,2551.715328,3090,True,0.000000,267.000000,36960.000000,single,n,f,9.000000,420.000000,IMeCO,2681.258427
890857,0.024810,0.024810,1995.681818,2900,True,-99.000000,38.000000,36960.000000,single,n,f,9.000000,401.000000,SPK,2350.421053
890858,0.216800,0.216800,2720.685921,3320,True,0.000000,270.000000,36960.000000,single,n,f,10.000000,440.000000,IMeCO,2890.666667
890859,0.024460,0.024460,2042.558140,2900,True,0.000000,36.000000,36960.000000,single,n,f,9.000000,402.000000,SPK,2446.000000
890860,0.220580,0.220580,2745.957447,3330,True,0.000000,276.000000,36960.000000,single,n,f,10.000000,440.000000,IMeCO,2877.130435
890861,0.022800,0.022800,2015.121951,2890,True,-99.000000,34.000000,36960.000000,single,n,f,9.000000,402.000000,SPK,2414.117647
890862,0.229570,0.229570,2846.714286,3480,True,0.000000,274.000000,36960.000000,single,n,f,10.000000,480.000000,IMeCO,3016.248175
890863,0.024610,0.024610,2063.255814,2910,True,0.000000,37.000000,36960.000000,single,n,f,9.000000,404.000000,SPK,2394.486486
890864,0.224820,0.224820,2823.919414,3510,True,0.000000,267.000000,36960.000000,single,n,f,10.000000,480.000000,IMeCO,3031.280899
890865,0.023860,0.023860,2034.523810,2900,True,-99.000000,35.000000,36960.000000,single,n,f,9.000000,404.000000,SPK,2454.171429
890866,0.268010,0.268010,3064.079422,4120,True,0.000000,270.000000,36960.000000,single,n,f,12.000000,560.000000,IMeCO,3573.466667
890867,0.026200,0.026200,2021.739130,2910,True,0.000000,39.000000,36960.000000,single,n,f,9.000000,408.000000,SPK,2418.461538
890868,0.270290,0.270290,3081.321429,4100,True,0.000000,273.000000,36960.000000,single,n,f,12.000000,560.000000,IMeCO,3564.263736
890869,0.024670,0.024670,2051.627907,2890,True,-99.000000,37.000000,36960.000000,single,n,f,9.000000,408.000000,SPK,2400.324324
890870,0.388670,0.388670,2490.145191,2840,True,0.000000,544.000000,36960.000000,double,n,f,9.000000,400.000000,IMeCO,2572.080882
890871,0.040730,0.040730,2228.307692,2980,True,0.000000,59.000000,36960.000000,double,n,f,9.000000,400.000000,SPK,2485.220339
890872,0.411540,0.411540,2639.673321,3000,True,0.000000,545.000000,36960.000000,double,n,f,9.000000,420.000000,IMeCO,2718.429358
890873,0.041190,0.041190,2226.515152,2950,True,0.000000,59.000000,36960.000000,double,n,f,9.000000,401.000000,SPK,2513.288136
890874,0.416710,0.416710,2666.276978,3050,True,0.000000,551.000000,36960.000000,double,n,f,9.000000,420.000000,IMeCO,2722.606171
890875,0.040420,0.040420,2228.923077,2940,True,-99.000000,59.000000,36960.000000,double,n,f,9.000000,401.000000,SPK,2466.305085
890876,0.436010,0.436010,2696.768953,3190,True,0.000000,547.000000,36960.000000,double,n,f,10.000000,440.000000,IMeCO,2869.535649
890877,0.043630,0.043630,2206.811594,2990,True,0.000000,62.000000,36960.000000,double,n,f,9.000000,402.000000,SPK,2533.354839
890878,0.430380,0.430380,2645.818182,3160,True,0.000000,544.000000,36960.000000,double,n,f,10.000000,440.000000,IMeCO,2848.102941
890879,0.041550,0.041550,2260.909091,2990,True,-99.000000,59.000000,36960.000000,double,n,f,9.000000,402.000000,SPK,2535.254237
890880,0.455570,0.455570,2838.156934,3340,True,0.000000,541.000000,36960.000000,double,n,f,10.000000,480.000000,IMeCO,3031.519409
890881,0.042460,0.042460,2221.791045,2990,True,0.000000,60.000000,36960.000000,double,n,f,9.000000,404.000000,SPK,2547.600000
890882,0.457580,0.457580,2876.466302,3370,True,0.000000,544.000000,36960.000000,double,n,f,10.000000,480.000000,IMeCO,3028.102941
890883,0.042490,0.042490,2231.791045,3000,True,-99.000000,60.000000,36960.000000,double,n,f,9.000000,404.000000,SPK,2549.400000
890884,0.543310,0.543310,3022.940109,3940,True,0.000000,547.000000,36960.000000,double,n,f,12.000000,560.000000,IMeCO,3575.714808
890885,0.042650,0.042650,2274.626866,3030,True,0.000000,61.000000,36960.000000,double,n,f,9.000000,408.000000,SPK,2517.049180
890886,0.552600,0.552600,3038.839286,3950,True,0.000000,553.000000,36960.000000,double,n,f,12.000000,560.000000,IMeCO,3597.396022
890887,0.042010,0.042010,2289.545455,2980,True,-99.000000,60.000000,36960.000000,double,n,f,9.000000,408.000000,SPK,2520.600000
890888,0.195190,0.195190,2573.560606,3230,True,0.000000,256.000000,36960.000000,single,y,s,9.000000,400.000000,IMeCO,2744.859375
890889,0.026360,0.026360,2036.304348,2900,True,0.000000,39.000000,36960.000000,single,y,s,9.000000,400.000000,SPK,2433.230769
890890,0.198860,0.198860,2570.183824,3130,True,0.000000,265.000000,36960.000000,single,y,f,9.000000,420.000000,IMeCO,2701.494340
890891,0.024010,0.024010,2006.428571,2910,True,0.000000,36.000000,36960.000000,single,y,s,9.000000,401.000000,SPK,2401.000000
890892,0.217660,0.217660,2515.366667,3030,True,0.000000,293.000000,36960.000000,single,y,f,9.000000,420.000000,IMeCO,2674.320819
890893,0.023790,0.023790,1942.093023,2920,True,-99.000000,35.000000,36960.000000,single,y,s,9.000000,401.000000,SPK,2446.971429
890894,0.197220,0.197220,2675.436508,3380,True,0.000000,245.000000,36960.000000,single,y,s,10.000000,440.000000,IMeCO,2897.926531
890895,0.022340,0.022340,1986.750000,2930,True,0.000000,33.000000,36960.000000,single,y,s,9.000000,402.000000,SPK,2437.090909
890896,0.195840,0.195840,2770.204082,3440,True,0.000000,239.000000,36960.000000,single,y,s,10.000000,440.000000,IMeCO,2949.891213
890897,0.023790,0.023790,1945.116279,2920,True,-99.000000,36.000000,36960.000000,single,y,s,9.000000,402.000000,SPK,2379.000000
890898,0.223780,0.223780,2756.313869,3470,True,0.000000,267.000000,36960.000000,single,y,f,10.000000,480.000000,IMeCO,3017.258427
890899,0.024450,0.024450,2028.604651,2940,True,0.000000,37.000000,36960.000000,single,y,s,9.000000,404.000000,SPK,2378.918919
890900,0.225830,0.225830,2773.550725,3490,True,0.000000,269.000000,36960.000000,single,y,f,10.000000,480.000000,IMeCO,3022.260223
890901,0.021920,0.021920,1952.051282,2920,True,-99.000000,32.000000,36960.000000,single,y,s,9.000000,404.000000,SPK,2466.000000
890902,0.265090,0.265090,3114.981550,4150,True,0.000000,265.000000,36960.000000,single,y,f,12.000000,560.000000,IMeCO,3601.222642
890903,0.022430,0.022430,2023.589744,2900,True,0.000000,33.000000,36960.000000,single,y,s,9.000000,408.000000,SPK,2446.909091
890904,0.270810,0.270810,2982.795699,4130,True,0.000000,272.000000,36960.000000,single,y,f,12.000000,560.000000,IMeCO,3584.250000
890905,0.022170,0.022170,2007.500000,2910,True,-99.000000,33.000000,36960.000000,single,y,s,9.000000,408.000000,SPK,2418.545455
890906,0.373800,0.373800,2515.220729,2900,True,0.000000,514.000000,36960.000000,double,y,s,9.000000,400.000000,IMeCO,2618.054475
890907,0.042930,0.042930,2222.028986,2960,True,0.000000,62.000000,36960.000000,double,y,s,9.000000,400.000000,SPK,2492.709677
890908,0.404190,0.404190,2534.918626,2940,True,0.000000,547.000000,36960.000000,double,y,f,9.000000,420.000000,IMeCO,2660.117002
890909,0.040360,0.040360,2237.031250,2960,True,0.000000,58.000000,36960.000000,double,y,s,9.000000,401.000000,SPK,2505.103448
890910,0.426990,0.426990,2539.359191,2840,True,0.000000,587.000000,36960.000000,double,y,f,9.000000,420.000000,IMeCO,2618.678024
890911,0.040580,0.040580,2215.076923,2980,True,-99.000000,58.000000,36960.000000,double,y,s,9.000000,401.000000,SPK,2518.758621
890912,0.399010,0.399010,2729.939638,3270,True,0.000000,491.000000,36960.000000,double,y,s,10.000000,440.000000,IMeCO,2925.531568
890913,0.039680,0.039680,2225.873016,2970,True,0.000000,57.000000,36960.000000,double,y,s,9.000000,402.000000,SPK,2506.105263
890914,0.396820,0.396820,2688.091451,3200,True,0.000000,497.000000,36960.000000,double,y,s,10.000000,440.000000,IMeCO,2874.350101
890915,0.039620,0.039620,2241.904762,3030,True,-99.000000,56.000000,36960.000000,double,y,s,9.000000,402.000000,SPK,2547.000000
890916,0.459670,0.459670,2785.366726,3310,True,0.000000,553.000000,36960.000000,double,y,f,10.000000,480.000000,IMeCO,2992.426763
890917,0.037700,0.037700,2221.333333,2980,True,0.000000,53.000000,36960.000000,double,y,s,9.000000,404.000000,SPK,2560.754717
890918,0.509270,0.509270,2826.163934,3280,True,1.000000,603.000000,36960.000000,double,y,f,10.000000,480.000000,IMeCO,3040.417910
890919,0.041820,0.041820,2137.058824,2920,True,-99.000000,61.000000,36960.000000,double,y,s,9.000000,404.000000,SPK,2468.065574
890920,0.593570,0.593570,3022.295082,3890,True,-99.000000,603.000000,36960.000000,double,y,f,12.000000,560.000000,IMeCO,3543.701493
890921,0.039910,0.039910,2170.000000,2940,True,0.000000,57.000000,36960.000000,double,y,s,9.000000,408.000000,SPK,2520.631579
890922,0.571060,0.571060,2932.576271,3880,True,0.000000,585.000000,36960.000000,double,y,f,12.000000,560.000000,IMeCO,3514.215385
890923,0.039360,0.039360,2263.870968,2970,True,-99.000000,55.000000,36960.000000,double,y,s,9.000000,408.000000,SPK,2576.290909
890924,0.204710,0.204710,2878.583691,3840,True,0.000000,226.000000,36960.000000,single,n,f,11.000000,484.000000,IMeCO,3260.867257
890925,0.028220,0.028220,2189.523810,3440,True,0.000000,36.000000,36960.000000,single,n,f,11.000000,484.000000,SPK,2822.000000
890926,0.199760,0.199760,2789.956140,3770,True,0.000000,221.000000,36960.000000,single,n,f,11.000000,506.000000,IMeCO,3254.009050
890927,0.025840,0.025840,2092.564103,3490,True,0.000000,33.000000,36960.000000,single,n,f,11.000000,485.000000,SPK,2818.909091
890928,0.200210,0.200210,2801.341991,3730,True,0.000000,225.000000,36960.000000,single,n,f,11.000000,506.000000,IMeCO,3203.360000
890929,0.027930,0.027930,2145.952381,3440,True,-99.000000,35.000000,36960.000000,single,n,f,11.000000,485.000000,SPK,2872.800000
890930,0.204460,0.204460,2993.245614,3900,True,0.000000,221.000000,36960.000000,single,n,f,11.000000,528.000000,IMeCO,3330.570136
890931,0.027900,0.027900,2216.904762,3440,True,0.000000,35.000000,36960.000000,single,n,f,11.000000,486.000000,SPK,2869.714286
890932,0.203220,0.203220,2894.273128,3810,True,0.000000,221.000000,36960.000000,single,n,f,11.000000,528.000000,IMeCO,3310.371041
890933,0.028110,0.028110,2172.142857,3430,True,-99.000000,35.000000,36960.000000,single,n,f,11.000000,486.000000,SPK,2891.314286
890934,0.229060,0.229060,2946.192469,4140,True,0.000000,233.000000,36960.000000,single,n,f,12.000000,572.000000,IMeCO,3539.124464
890935,0.025910,0.025910,2196.153846,3470,True,0.000000,33.000000,36960.000000,single,n,f,11.000000,488.000000,SPK,2826.545455
890936,0.224980,0.224980,3058.043478,4160,True,0.000000,226.000000,36960.000000,single,n,f,12.000000,572.000000,IMeCO,3583.752212
890937,0.027310,0.027310,2319.500000,3480,True,-99.000000,35.000000,36960.000000,single,n,f,11.000000,488.000000,SPK,2809.028571
890938,0.303480,0.303480,3270.855019,4770,True,0.000000,264.000000,36960.000000,single,n,f,14.000000,660.000000,IMeCO,4138.363636
890939,0.026250,0.026250,2237.692308,3440,True,0.000000,34.000000,36960.000000,single,n,f,11.000000,492.000000,SPK,2779.411765
890940,0.260800,0.260800,3153.852814,4700,True,0.000000,225.000000,36960.000000,single,n,f,14.000000,660.000000,IMeCO,4172.800000
890941,0.025410,0.025410,2241.794872,3470,True,-99.000000,32.000000,36960.000000,single,n,f,11.000000,492.000000,SPK,2858.625000
890942,0.395770,0.395770,2796.550976,3480,True,0.000000,455.000000,36960.000000,double,n,f,11.000000,484.000000,IMeCO,3131.367033
890943,0.044900,0.044900,2502.580645,3490,True,0.000000,55.000000,36960.000000,double,n,f,11.000000,484.000000,SPK,2938.909091
890944,0.461190,0.461190,2922.215909,3510,True,0.000000,521.000000,36960.000000,double,n,f,11.000000,506.000000,IMeCO,3186.725528
890945,0.047360,0.047360,2441.093750,3510,True,0.000000,57.000000,36960.000000,double,n,f,11.000000,485.000000,SPK,2991.157895
890946,0.453020,0.453020,2919.515504,3540,True,0.000000,510.000000,36960.000000,double,n,f,11.000000,506.000000,IMeCO,3197.788235
890947,0.045300,0.045300,2472.295082,3570,True,-99.000000,55.000000,36960.000000,double,n,f,11.000000,485.000000,SPK,2965.090909
890948,0.419190,0.419190,2955.086957,3670,True,0.000000,457.000000,36960.000000,double,n,f,11.000000,528.000000,IMeCO,3302.153173
890949,0.048710,0.048710,2483.880597,3520,True,0.000000,60.000000,36960.000000,double,n,f,11.000000,486.000000,SPK,2922.600000
890950,0.415420,0.415420,2927.782609,3650,True,0.000000,453.000000,36960.000000,double,n,f,11.000000,528.000000,IMeCO,3301.350993
890951,0.048390,0.048390,2547.692308,3570,True,-99.000000,58.000000,36960.000000,double,n,f,11.000000,486.000000,SPK,3003.517241
890952,0.482400,0.482400,3058.343434,3850,True,0.000000,489.000000,36960.000000,double,n,f,12.000000,572.000000,IMeCO,3551.411043
890953,0.046440,0.046440,2405.555556,3550,True,0.000000,56.000000,36960.000000,double,n,f,11.000000,488.000000,SPK,2985.428571
890954,0.455620,0.455620,3014.427966,3910,True,0.000000,465.000000,36960.000000,double,n,f,12.000000,572.000000,IMeCO,3527.380645
890955,0.047740,0.047740,2500.625000,3540,True,-99.000000,57.000000,36960.000000,double,n,f,11.000000,488.000000,SPK,3015.157895
890956,0.522080,0.522080,3202.428884,4540,True,0.000000,452.000000,36960.000000,double,n,f,14.000000,660.000000,IMeCO,4158.159292
890957,0.046010,0.046010,2455.645161,3540,True,0.000000,55.000000,36960.000000,double,n,f,11.000000,492.000000,SPK,3011.563636
890958,0.541740,0.541740,3128.340336,4590,True,0.000000,471.000000,36960.000000,double,n,f,14.000000,660.000000,IMeCO,4140.687898
890959,0.046700,0.046700,2586.935484,3610,True,-99.000000,55.000000,36960.000000,double,n,f,11.000000,492.000000,SPK,3056.727273
890960,0.210900,0.210900,2938.353909,3790,True,0.000000,237.000000,36960.000000,single,y,s,11.000000,484.000000,IMeCO,3203.544304
890961,0.025980,0.025980,2135.128205,3490,True,0.000000,32.000000,36960.000000,single,y,s,11.000000,484.000000,SPK,2922.750000
890962,0.187880,0.187880,2917.534884,3820,True,0.000000,208.000000,36960.000000,single,y,s,11.000000,506.000000,IMeCO,3251.769231
890963,0.024760,0.024760,2251.891892,3470,True,0.000000,31.000000,36960.000000,single,y,s,11.000000,485.000000,SPK,2875.354839
890964,0.202060,0.202060,2903.073593,3680,True,0.000000,225.000000,36960.000000,single,y,s,11.000000,506.000000,IMeCO,3232.960000
890965,0.027250,0.027250,2291.750000,3510,True,-99.000000,33.000000,36960.000000,single,y,s,11.000000,485.000000,SPK,2972.727273
890966,0.203290,0.203290,2922.251082,3850,True,0.000000,224.000000,36960.000000,single,y,f,11.000000,528.000000,IMeCO,3267.160714
890967,0.025980,0.025980,2259.230769,3470,True,0.000000,33.000000,36960.000000,single,y,s,11.000000,486.000000,SPK,2834.181818
890968,0.210350,0.210350,2941.097046,3830,True,0.000000,230.000000,36960.000000,single,y,f,11.000000,528.000000,IMeCO,3292.434783
890969,0.027270,0.027270,2390.250000,3500,True,-99.000000,34.000000,36960.000000,single,y,s,11.000000,486.000000,SPK,2887.411765
890970,0.225980,0.225980,3079.086957,4170,True,0.000000,226.000000,36960.000000,single,y,f,12.000000,572.000000,IMeCO,3599.681416
890971,0.024690,0.024690,2247.368421,3500,True,0.000000,31.000000,36960.000000,single,y,s,11.000000,488.000000,SPK,2867.225806
890972,0.222260,0.222260,3056.271930,4210,True,0.000000,222.000000,36960.000000,single,y,f,12.000000,572.000000,IMeCO,3604.216216
890973,0.025460,0.025460,2215.384615,3490,True,-99.000000,32.000000,36960.000000,single,y,s,11.000000,488.000000,SPK,2864.250000
890974,0.261040,0.261040,3107.531915,4440,True,0.000000,229.000000,36960.000000,single,y,f,14.000000,660.000000,IMeCO,4103.685590
890975,0.025140,0.025140,2211.315789,3510,True,0.000000,31.000000,36960.000000,single,y,s,11.000000,492.000000,SPK,2919.483871
890976,0.331470,0.331470,3089.020270,4700,True,0.000000,289.000000,36960.000000,single,y,f,14.000000,660.000000,IMeCO,4129.038062
890977,0.029770,0.029770,2296.976744,3500,True,-99.000000,37.000000,36960.000000,single,y,s,11.000000,492.000000,SPK,2896.540541
890978,0.404190,0.404190,2702.759336,3330,True,0.000000,475.000000,36960.000000,double,y,s,11.000000,484.000000,IMeCO,3063.334737
890979,0.044270,0.044270,2459.491525,3590,True,0.000000,53.000000,36960.000000,double,y,s,11.000000,484.000000,SPK,3007.018868
890980,0.387990,0.387990,2986.598174,3590,True,0.000000,432.000000,36960.000000,double,y,s,11.000000,506.000000,IMeCO,3233.250000
890981,0.044340,0.044340,2475.593220,3560,True,0.000000,53.000000,36960.000000,double,y,s,11.000000,485.000000,SPK,3011.773585
890982,0.422730,0.422730,2902.773109,3530,True,0.000000,469.000000,36960.000000,double,y,s,11.000000,506.000000,IMeCO,3244.835821
890983,0.043480,0.043480,2478.448276,3590,True,-99.000000,52.000000,36960.000000,double,y,s,11.000000,485.000000,SPK,3010.153846
890984,0.415960,0.415960,3013.169165,3600,True,0.000000,460.000000,36960.000000,double,y,f,11.000000,528.000000,IMeCO,3255.339130
890985,0.045130,0.045130,2504.745763,3620,True,0.000000,53.000000,36960.000000,double,y,s,11.000000,486.000000,SPK,3065.433962
890986,0.412650,0.412650,2926.738661,3640,True,0.000000,457.000000,36960.000000,double,y,f,11.000000,528.000000,IMeCO,3250.634573
890987,0.044540,0.044540,2465.333333,3540,True,-99.000000,54.000000,36960.000000,double,y,s,11.000000,486.000000,SPK,2969.333333
890988,0.554890,0.554890,3098.598949,3870,True,0.000000,565.000000,36960.000000,double,y,f,12.000000,572.000000,IMeCO,3535.582301
890989,0.044500,0.044500,2463.166667,3640,True,0.000000,53.000000,36960.000000,double,y,s,11.000000,488.000000,SPK,3022.641509
890990,0.451630,0.451630,3026.478261,3970,True,0.000000,453.000000,36960.000000,double,y,f,12.000000,572.000000,IMeCO,3589.112583
890991,0.045000,0.045000,2480.833333,3570,True,-99.000000,54.000000,36960.000000,double,y,s,11.000000,488.000000,SPK,3000.000000
890992,0.668960,0.668960,3255.721562,4570,True,0.000000,582.000000,36960.000000,double,y,f,14.000000,660.000000,IMeCO,4137.896907
890993,0.045530,0.045530,2464.262295,3600,True,0.000000,55.000000,36960.000000,double,y,s,11.000000,492.000000,SPK,2980.145455
890994,0.526030,0.526030,3141.443966,4520,True,0.000000,457.000000,36960.000000,double,y,f,14.000000,660.000000,IMeCO,4143.781182
890995,0.043010,0.043010,2453.275862,3600,True,-99.000000,51.000000,36960.000000,double,y,s,11.000000,492.000000,SPK,3036.000000
890996,0.207920,0.207920,3117.641509,4210,True,0.000000,205.000000,36960.000000,single,n,f,12.000000,576.000000,IMeCO,3651.278049
890997,0.030650,0.030650,2448.571429,3850,True,0.000000,35.000000,36960.000000,single,n,f,12.000000,576.000000,SPK,3152.571429
890998,0.201860,0.201860,3036.060606,4200,True,0.000000,195.000000,36960.000000,single,n,f,13.000000,600.000000,IMeCO,3726.646154
890999,0.032270,0.032270,2392.500000,3930,True,0.000000,35.000000,36960.000000,single,n,f,13.000000,577.000000,SPK,3319.200000
891000,0.203120,0.203120,2997.050000,4190,True,0.000000,194.000000,36960.000000,single,n,f,13.000000,600.000000,IMeCO,3769.237113
891001,0.031550,0.031550,2441.282051,4050,True,-99.000000,34.000000,36960.000000,single,n,f,13.000000,577.000000,SPK,3340.588235
891002,0.212710,0.212710,3000.338164,4200,True,0.000000,200.000000,36960.000000,single,n,f,13.000000,624.000000,IMeCO,3828.780000
891003,0.032610,0.032610,2355.000000,3970,True,0.000000,35.000000,36960.000000,single,n,f,13.000000,578.000000,SPK,3354.171429
891004,0.209950,0.209950,3128.965517,4510,True,0.000000,196.000000,36960.000000,single,n,f,13.000000,624.000000,IMeCO,3856.224490
891005,0.031640,0.031640,2312.439024,3940,True,-99.000000,34.000000,36960.000000,single,n,f,13.000000,578.000000,SPK,3350.117647
891006,0.225550,0.225550,3216.403941,4780,True,0.000000,197.000000,36960.000000,single,n,f,14.000000,672.000000,IMeCO,4121.725888
891007,0.036960,0.036960,2317.446809,3880,True,0.000000,41.000000,36960.000000,single,n,f,13.000000,580.000000,SPK,3245.268293
891008,0.228040,0.228040,3135.124378,4610,True,0.000000,198.000000,36960.000000,single,n,f,14.000000,672.000000,IMeCO,4146.181818
891009,0.034410,0.034410,2312.045455,3960,True,-99.000000,37.000000,36960.000000,single,n,f,13.000000,580.000000,SPK,3348.000000
891010,0.255540,0.255540,3186.896552,5460,True,0.000000,196.000000,36960.000000,single,n,f,16.000000,768.000000,IMeCO,4693.591837
891011,0.032730,0.032730,2419.512195,4040,True,0.000000,36.000000,36960.000000,single,n,f,13.000000,584.000000,SPK,3273.000000
891012,0.270080,0.270080,3331.339713,5460,True,0.000000,204.000000,36960.000000,single,n,f,16.000000,768.000000,IMeCO,4766.117647
891013,0.032980,0.032980,2245.348837,4010,True,-99.000000,36.000000,36960.000000,single,n,f,13.000000,584.000000,SPK,3298.000000
891014,0.442950,0.442950,3019.935484,3770,True,0.000000,460.000000,36960.000000,double,n,f,12.000000,576.000000,IMeCO,3466.565217
891015,0.058620,0.058620,2594.927536,3840,True,0.000000,64.000000,36960.000000,double,n,f,12.000000,576.000000,SPK,3297.375000
