jobid,energy_from_delta_e,energy_from_subtraction,mean_sys_power,max_sys_power,energy_equal,error_code,runtime,matrix_size,precision,balanced,rank_assignment,number_of_nodes,total_proc,algorithm,mean_sys_power_from_delta_e
881826,0.016070,0.016070,2069.629630,3440,True,0.000000,21.000000,15840.000000,single,y,s,11.000000,506.000000,IMeCO,2754.857143
881827,0.008580,0.008580,1666.315789,2880,True,-99.000000,13.000000,15840.000000,single,y,s,11.000000,485.000000,SPK,2376.000000
881828,0.016630,0.016630,2197.500000,3690,True,0.000000,21.000000,15840.000000,single,y,f,11.000000,528.000000,IMeCO,2850.857143
881829,0.008660,0.008660,1604.500000,3070,True,0.000000,13.000000,15840.000000,single,y,s,11.000000,486.000000,SPK,2398.153846
881830,0.016200,0.016200,2128.518519,3820,True,0.000000,20.000000,15840.000000,single,y,f,11.000000,528.000000,IMeCO,2916.000000
881831,0.009610,0.009610,1673.000000,2960,True,-99.000000,14.000000,15840.000000,single,y,s,11.000000,486.000000,SPK,2471.142857
881832,0.017890,0.017890,2251.111111,3830,True,0.000000,20.000000,15840.000000,single,y,f,12.000000,572.000000,IMeCO,3220.200000
881833,0.008890,0.008890,1655.000000,3060,True,0.000000,13.000000,15840.000000,single,y,s,11.000000,488.000000,SPK,2461.846154
881834,0.017890,0.017890,2182.857143,4030,True,0.000000,21.000000,15840.000000,single,y,f,12.000000,572.000000,IMeCO,3066.857143
881835,0.009320,0.009320,1603.809524,3130,True,-99.000000,14.000000,15840.000000,single,y,s,11.000000,488.000000,SPK,2396.571429
881836,0.022650,0.022650,2251.034483,4650,True,0.000000,23.000000,15840.000000,single,y,f,14.000000,660.000000,IMeCO,3545.217391
881837,0.011200,0.011200,1822.272727,3100,True,0.000000,16.000000,15840.000000,single,y,s,11.000000,492.000000,SPK,2520.000000
881838,0.025500,0.025500,2421.666667,4560,True,0.000000,25.000000,15840.000000,single,y,f,14.000000,660.000000,IMeCO,3672.000000
881839,0.009260,0.009260,1656.500000,3070,True,-99.000000,13.000000,15840.000000,single,y,s,11.000000,492.000000,SPK,2564.307692
881840,0.049330,0.049330,2512.753623,3160,True,0.000000,62.000000,15840.000000,double,y,s,11.000000,484.000000,IMeCO,2864.322581
881841,0.012180,0.012180,1871.739130,3290,True,0.000000,17.000000,15840.000000,double,y,s,11.000000,484.000000,SPK,2579.294118
881842,0.029800,0.029800,2538.809524,3690,True,0.000000,36.000000,15840.000000,double,y,s,11.000000,506.000000,IMeCO,2980.000000
881843,0.014370,0.014370,1931.851852,3220,True,0.000000,20.000000,15840.000000,double,y,s,11.000000,485.000000,SPK,2586.600000
881844,0.031340,0.031340,2431.333333,3720,True,0.000000,38.000000,15840.000000,double,y,s,11.000000,506.000000,IMeCO,2969.052632
881845,0.013750,0.013750,1916.800000,3120,True,-99.000000,19.000000,15840.000000,double,y,s,11.000000,485.000000,SPK,2605.263158
881846,0.033680,0.033680,2588.510638,3740,True,0.000000,40.000000,15840.000000,double,y,f,11.000000,528.000000,IMeCO,3031.200000
881847,0.012830,0.012830,1930.833333,3140,True,0.000000,18.000000,15840.000000,double,y,s,11.000000,486.000000,SPK,2566.000000
881848,0.034480,0.034480,2519.583333,3620,True,0.000000,42.000000,15840.000000,double,y,f,11.000000,528.000000,IMeCO,2955.428571
881849,0.014290,0.014290,1925.185185,3260,True,-99.000000,21.000000,15840.000000,double,y,s,11.000000,486.000000,SPK,2449.714286
881850,0.038280,0.038280,2691.250000,4020,True,0.000000,43.000000,15840.000000,double,y,f,12.000000,572.000000,IMeCO,3204.837209
881851,0.010290,0.010290,1751.428571,3220,True,0.000000,14.000000,15840.000000,double,y,s,11.000000,488.000000,SPK,2646.000000
881852,0.034020,0.034020,2508.444444,4010,True,0.000000,38.000000,15840.000000,double,y,f,12.000000,572.000000,IMeCO,3222.947368
881853,0.014900,0.014900,1974.074074,3090,True,-99.000000,21.000000,15840.000000,double,y,s,11.000000,488.000000,SPK,2554.285714
881854,0.045870,0.045870,2750.600000,4600,True,0.000000,43.000000,15840.000000,double,y,f,14.000000,660.000000,IMeCO,3840.279070
881855,0.010210,0.010210,1710.000000,3270,True,0.000000,16.000000,15840.000000,double,y,s,11.000000,492.000000,SPK,2297.250000
881856,0.042350,0.042350,2702.888889,4680,True,0.000000,40.000000,15840.000000,double,y,f,14.000000,660.000000,IMeCO,3811.500000
881857,0.014520,0.014520,2073.600000,3290,True,-99.000000,20.000000,15840.000000,double,y,s,11.000000,492.000000,SPK,2613.600000
881858,0.007360,0.007360,1421.666667,3120,True,0.000000,11.000000,5280.000000,single,n,f,12.000000,576.000000,IMeCO,2408.727273
881859,0.007290,0.007290,1439.411765,2650,True,0.000000,10.000000,5280.000000,single,n,f,12.000000,576.000000,SPK,2624.400000
881860,0.008100,0.008100,1519.444444,2550,True,0.000000,12.000000,5280.000000,single,n,f,13.000000,600.000000,IMeCO,2430.000000
881861,0.025290,0.025290,2104.324324,3310,True,0.000000,30.000000,5280.000000,single,n,f,13.000000,577.000000,SPK,3034.800000
881862,0.007780,0.007780,1308.888889,3210,True,0.000000,12.000000,5280.000000,single,n,f,13.000000,600.000000,IMeCO,2334.000000
881863,0.007750,0.007750,1500.588235,3020,True,-99.000000,10.000000,5280.000000,single,n,f,13.000000,577.000000,SPK,2790.000000
881864,0.008790,0.008790,1583.157895,3290,True,0.000000,11.000000,5280.000000,single,n,f,13.000000,624.000000,IMeCO,2876.727273
881865,0.007930,0.007930,1495.000000,2640,True,0.000000,11.000000,5280.000000,single,n,f,13.000000,578.000000,SPK,2595.272727
881866,0.007960,0.007960,1483.333333,3130,True,0.000000,11.000000,5280.000000,single,n,f,13.000000,624.000000,IMeCO,2605.090909
881867,0.007600,0.007600,1428.125000,2550,True,-99.000000,10.000000,5280.000000,single,n,f,13.000000,578.000000,SPK,2736.000000
881868,0.009140,0.009140,1573.750000,3300,True,0.000000,11.000000,5280.000000,single,n,f,14.000000,672.000000,IMeCO,2991.272727
881869,0.007740,0.007740,1520.000000,3140,True,0.000000,10.000000,5280.000000,single,n,f,13.000000,580.000000,SPK,2786.400000
881870,0.008180,0.008180,1448.235294,3010,True,0.000000,11.000000,5280.000000,single,n,f,14.000000,672.000000,IMeCO,2677.090909
881871,0.008300,0.008300,1661.250000,3240,True,-99.000000,11.000000,5280.000000,single,n,f,13.000000,580.000000,SPK,2716.363636
881872,0.010050,0.010050,1750.714286,3300,True,0.000000,10.000000,5280.000000,single,n,f,16.000000,768.000000,IMeCO,3618.000000
881873,0.007340,0.007340,1441.176471,3160,True,0.000000,11.000000,5280.000000,single,n,f,13.000000,584.000000,SPK,2402.181818
881874,0.009920,0.009920,1658.235294,3920,True,0.000000,11.000000,5280.000000,single,n,f,16.000000,768.000000,IMeCO,3246.545455
881875,0.008430,0.008430,1588.235294,3200,True,-99.000000,11.000000,5280.000000,single,n,f,13.000000,584.000000,SPK,2758.909091
881876,0.008070,0.008070,1590.000000,2500,True,0.000000,12.000000,5280.000000,double,n,f,12.000000,576.000000,IMeCO,2421.000000
881877,0.008120,0.008120,1444.210526,2810,True,0.000000,12.000000,5280.000000,double,n,f,12.000000,576.000000,SPK,2436.000000
881878,0.007730,0.007730,1520.588235,2940,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,600.000000,IMeCO,2529.818182
881879,0.008210,0.008210,1508.823529,3010,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,577.000000,SPK,2686.909091
881880,0.007540,0.007540,1483.529412,2960,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,600.000000,IMeCO,2467.636364
881881,0.007510,0.007510,1464.117647,3080,True,-99.000000,10.000000,5280.000000,double,n,f,13.000000,577.000000,SPK,2703.600000
881882,0.007400,0.007400,1600.000000,3170,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,624.000000,IMeCO,2421.818182
881883,0.008470,0.008470,1598.823529,3090,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,578.000000,SPK,2772.000000
881884,0.008040,0.008040,1456.470588,2590,True,0.000000,10.000000,5280.000000,double,n,f,13.000000,624.000000,IMeCO,2894.400000
881885,0.008660,0.008660,1486.666667,3310,True,-99.000000,12.000000,5280.000000,double,n,f,13.000000,578.000000,SPK,2598.000000
881886,0.009660,0.009660,1677.222222,3080,True,0.000000,12.000000,5280.000000,double,n,f,14.000000,672.000000,IMeCO,2898.000000
881887,0.007810,0.007810,1565.882353,2630,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,580.000000,SPK,2556.000000
881888,0.008580,0.008580,1457.647059,2950,True,0.000000,11.000000,5280.000000,double,n,f,14.000000,672.000000,IMeCO,2808.000000
881889,0.008840,0.008840,1641.666667,3010,True,-99.000000,12.000000,5280.000000,double,n,f,13.000000,580.000000,SPK,2652.000000
881890,0.010380,0.010380,1752.000000,3940,True,0.000000,11.000000,5280.000000,double,n,f,16.000000,768.000000,IMeCO,3397.090909
881891,0.007940,0.007940,1655.294118,2830,True,0.000000,11.000000,5280.000000,double,n,f,13.000000,584.000000,SPK,2598.545455
881892,0.009750,0.009750,1809.285714,3600,True,0.000000,10.000000,5280.000000,double,n,f,16.000000,768.000000,IMeCO,3510.000000
881893,0.008120,0.008120,1496.666667,2650,True,-99.000000,11.000000,5280.000000,double,n,f,13.000000,584.000000,SPK,2657.454545
881894,0.007430,0.007430,1564.444444,2510,True,0.000000,10.000000,5280.000000,single,y,f,12.000000,576.000000,IMeCO,2674.800000
881895,0.006670,0.006670,1432.500000,3010,True,0.000000,9.000000,5280.000000,single,y,f,12.000000,576.000000,SPK,2668.000000
881896,0.007980,0.007980,1551.875000,2970,True,0.000000,10.000000,5280.000000,single,y,f,13.000000,600.000000,IMeCO,2872.800000
881897,0.007650,0.007650,1548.235294,2710,True,0.000000,10.000000,5280.000000,single,y,s,13.000000,577.000000,SPK,2754.000000
881898,0.008150,0.008150,1554.705882,2580,True,0.000000,10.000000,5280.000000,single,y,f,13.000000,600.000000,IMeCO,2934.000000
881899,0.007130,0.007130,1471.428571,3190,True,-99.000000,10.000000,5280.000000,single,y,s,13.000000,577.000000,SPK,2566.800000
881900,0.007990,0.007990,1578.235294,2630,True,0.000000,10.000000,5280.000000,single,y,f,13.000000,624.000000,IMeCO,2876.400000
881901,0.007500,0.007500,1623.571429,3060,True,0.000000,10.000000,5280.000000,single,y,s,13.000000,578.000000,SPK,2700.000000
881902,0.007830,0.007830,1566.000000,2870,True,0.000000,11.000000,5280.000000,single,y,f,13.000000,624.000000,IMeCO,2562.545455
881903,0.007210,0.007210,1520.666667,2750,True,-99.000000,10.000000,5280.000000,single,y,s,13.000000,578.000000,SPK,2595.600000
881904,0.008800,0.008800,1441.666667,3220,True,0.000000,11.000000,5280.000000,single,y,f,14.000000,672.000000,IMeCO,2880.000000
881905,0.006990,0.006990,1491.875000,2480,True,0.000000,10.000000,5280.000000,single,y,s,13.000000,580.000000,SPK,2516.400000
881906,0.008450,0.008450,1530.000000,3200,True,0.000000,11.000000,5280.000000,single,y,f,14.000000,672.000000,IMeCO,2765.454545
881907,0.007480,0.007480,1656.923077,3120,True,-99.000000,9.000000,5280.000000,single,y,s,13.000000,580.000000,SPK,2992.000000
881908,0.009020,0.009020,1725.384615,3480,True,0.000000,10.000000,5280.000000,single,y,f,16.000000,768.000000,IMeCO,3247.200000
881909,0.007710,0.007710,1630.000000,2870,True,0.000000,10.000000,5280.000000,single,y,s,13.000000,584.000000,SPK,2775.600000
881910,0.010250,0.010250,1712.000000,3500,True,0.000000,11.000000,5280.000000,single,y,f,16.000000,768.000000,IMeCO,3354.545455
881911,0.007600,0.007600,1692.857143,3070,True,-99.000000,10.000000,5280.000000,single,y,s,13.000000,584.000000,SPK,2736.000000
881912,0.007320,0.007320,1374.444444,2570,True,0.000000,11.000000,5280.000000,double,y,f,12.000000,576.000000,IMeCO,2395.636364
881913,0.007920,0.007920,1440.588235,2480,True,0.000000,11.000000,5280.000000,double,y,f,12.000000,576.000000,SPK,2592.000000
881914,0.007620,0.007620,1472.352941,2900,True,0.000000,10.000000,5280.000000,double,y,f,13.000000,600.000000,IMeCO,2743.200000
881915,0.007060,0.007060,1398.666667,2750,True,0.000000,10.000000,5280.000000,double,y,s,13.000000,577.000000,SPK,2541.600000
881916,0.007790,0.007790,1552.352941,2560,True,0.000000,10.000000,5280.000000,double,y,f,13.000000,600.000000,IMeCO,2804.400000
881917,0.007430,0.007430,1507.058824,2960,True,-99.000000,10.000000,5280.000000,double,y,s,13.000000,577.000000,SPK,2674.800000
881918,0.007730,0.007730,1478.000000,2820,True,0.000000,10.000000,5280.000000,double,y,f,13.000000,624.000000,IMeCO,2782.800000
881919,0.007630,0.007630,1466.875000,3240,True,0.000000,10.000000,5280.000000,double,y,s,13.000000,578.000000,SPK,2746.800000
881920,0.007680,0.007680,1499.411765,3120,True,0.000000,11.000000,5280.000000,double,y,f,13.000000,624.000000,IMeCO,2513.454545
881921,0.007770,0.007770,1544.117647,2530,True,-99.000000,10.000000,5280.000000,double,y,s,13.000000,578.000000,SPK,2797.200000
881922,0.008300,0.008300,1535.000000,3720,True,0.000000,10.000000,5280.000000,double,y,f,14.000000,672.000000,IMeCO,2988.000000
881923,0.007350,0.007350,1470.625000,2930,True,0.000000,10.000000,5280.000000,double,y,s,13.000000,580.000000,SPK,2646.000000
881924,0.008600,0.008600,1626.250000,3470,True,0.000000,11.000000,5280.000000,double,y,f,14.000000,672.000000,IMeCO,2814.545455
881925,0.007980,0.007980,1590.000000,3240,True,-99.000000,10.000000,5280.000000,double,y,s,13.000000,580.000000,SPK,2872.800000
881926,0.009870,0.009870,1666.000000,3440,True,0.000000,10.000000,5280.000000,double,y,f,16.000000,768.000000,IMeCO,3553.200000
881927,0.007280,0.007280,1668.461538,2830,True,0.000000,10.000000,5280.000000,double,y,s,13.000000,584.000000,SPK,2620.800000
881928,0.009910,0.009910,1609.375000,3760,True,0.000000,10.000000,5280.000000,double,y,f,16.000000,768.000000,IMeCO,3567.600000
881929,0.007180,0.007180,1459.375000,2720,True,-99.000000,10.000000,5280.000000,double,y,s,13.000000,584.000000,SPK,2584.800000
881930,0.012770,0.012770,1895.652174,3180,True,0.000000,17.000000,10560.000000,single,n,f,12.000000,576.000000,IMeCO,2704.235294
881931,0.008020,0.008020,1556.666667,3070,True,0.000000,11.000000,10560.000000,single,n,f,12.000000,576.000000,SPK,2624.727273
881932,0.010510,0.010510,1724.736842,3560,True,0.000000,13.000000,10560.000000,single,n,f,13.000000,600.000000,IMeCO,2910.461538
881933,0.009530,0.009530,1703.750000,3400,True,0.000000,12.000000,10560.000000,single,n,f,13.000000,577.000000,SPK,2859.000000
881934,0.011100,0.011100,1747.619048,3560,True,0.000000,15.000000,10560.000000,single,n,f,13.000000,600.000000,IMeCO,2664.000000
881935,0.008770,0.008770,1639.444444,3320,True,-99.000000,12.000000,10560.000000,single,n,f,13.000000,577.000000,SPK,2631.000000
881936,0.010440,0.010440,1756.111111,3630,True,0.000000,13.000000,10560.000000,single,n,f,13.000000,624.000000,IMeCO,2891.076923
881937,0.008820,0.008820,1623.529412,3340,True,0.000000,11.000000,10560.000000,single,n,f,13.000000,578.000000,SPK,2886.545455
881938,0.010380,0.010380,1679.500000,3640,True,0.000000,13.000000,10560.000000,single,n,f,13.000000,624.000000,IMeCO,2874.461538
881939,0.009690,0.009690,1637.777778,3390,True,-99.000000,13.000000,10560.000000,single,n,f,13.000000,578.000000,SPK,2683.384615
881940,0.010990,0.010990,1740.588235,3970,True,0.000000,13.000000,10560.000000,single,n,f,14.000000,672.000000,IMeCO,3043.384615
881941,0.009170,0.009170,1582.105263,3330,True,0.000000,12.000000,10560.000000,single,n,f,13.000000,580.000000,SPK,2751.000000
881942,0.011100,0.011100,1954.000000,3730,True,0.000000,13.000000,10560.000000,single,n,f,14.000000,672.000000,IMeCO,3073.846154
881943,0.009800,0.009800,1517.000000,3360,True,-99.000000,13.000000,10560.000000,single,n,f,13.000000,580.000000,SPK,2713.846154
881944,0.014490,0.014490,1823.684211,4290,True,0.000000,15.000000,10560.000000,single,n,f,16.000000,768.000000,IMeCO,3477.600000
881945,0.010570,0.010570,1761.052632,3400,True,0.000000,13.000000,10560.000000,single,n,f,13.000000,584.000000,SPK,2927.076923
881946,0.015280,0.015280,1997.894737,4530,True,0.000000,16.000000,10560.000000,single,n,f,16.000000,768.000000,IMeCO,3438.000000
881947,0.008520,0.008520,1636.875000,3250,True,-99.000000,11.000000,10560.000000,single,n,f,13.000000,584.000000,SPK,2788.363636
881948,0.011010,0.011010,1830.476190,3830,True,0.000000,15.000000,10560.000000,double,n,f,12.000000,576.000000,IMeCO,2642.400000
881949,0.009450,0.009450,1748.947368,3340,True,0.000000,13.000000,10560.000000,double,n,f,12.000000,576.000000,SPK,2616.923077
881950,0.011850,0.011850,1887.500000,4160,True,0.000000,14.000000,10560.000000,double,n,f,13.000000,600.000000,IMeCO,3047.142857
881951,0.011020,0.011020,1793.500000,3330,True,0.000000,15.000000,10560.000000,double,n,f,13.000000,577.000000,SPK,2644.800000
881952,0.011230,0.011230,1857.500000,3650,True,0.000000,14.000000,10560.000000,double,n,f,13.000000,600.000000,IMeCO,2887.714286
881953,0.010230,0.010230,1634.210526,3340,True,-99.000000,13.000000,10560.000000,double,n,f,13.000000,577.000000,SPK,2832.923077
881954,0.013060,0.013060,1845.909091,4220,True,0.000000,16.000000,10560.000000,double,n,f,13.000000,624.000000,IMeCO,2938.500000
881955,0.011100,0.011100,1715.000000,3430,True,0.000000,14.000000,10560.000000,double,n,f,13.000000,578.000000,SPK,2854.285714
881956,0.012410,0.012410,1735.000000,3770,True,0.000000,15.000000,10560.000000,double,n,f,13.000000,624.000000,IMeCO,2978.400000
881957,0.009180,0.009180,1745.333333,3360,True,-99.000000,12.000000,10560.000000,double,n,f,13.000000,578.000000,SPK,2754.000000
881958,0.013560,0.013560,1723.000000,4360,True,0.000000,15.000000,10560.000000,double,n,f,14.000000,672.000000,IMeCO,3254.400000
881959,0.013090,0.013090,1932.173913,3440,True,0.000000,17.000000,10560.000000,double,n,f,13.000000,580.000000,SPK,2772.000000
881960,0.013070,0.013070,1828.571429,3820,True,0.000000,15.000000,10560.000000,double,n,f,14.000000,672.000000,IMeCO,3136.800000
881961,0.009860,0.009860,1689.444444,3500,True,-99.000000,13.000000,10560.000000,double,n,f,13.000000,580.000000,SPK,2730.461538
881962,0.017820,0.017820,1833.043478,4740,True,0.000000,18.000000,10560.000000,double,n,f,16.000000,768.000000,IMeCO,3564.000000
881963,0.009990,0.009990,1723.684211,3200,True,0.000000,12.000000,10560.000000,double,n,f,13.000000,584.000000,SPK,2997.000000
881964,0.018990,0.018990,2260.000000,4870,True,0.000000,18.000000,10560.000000,double,n,f,16.000000,768.000000,IMeCO,3798.000000
881965,0.009910,0.009910,1667.222222,3460,True,-99.000000,13.000000,10560.000000,double,n,f,13.000000,584.000000,SPK,2744.307692
881966,0.010480,0.010480,1672.857143,3480,True,0.000000,14.000000,10560.000000,single,y,f,12.000000,576.000000,IMeCO,2694.857143
881967,0.008260,0.008260,1604.117647,3220,True,0.000000,12.000000,10560.000000,single,y,f,12.000000,576.000000,SPK,2478.000000
881968,0.009990,0.009990,1838.125000,3640,True,0.000000,13.000000,10560.000000,single,y,f,13.000000,600.000000,IMeCO,2766.461538
881969,0.008830,0.008830,1604.117647,3400,True,0.000000,12.000000,10560.000000,single,y,s,13.000000,577.000000,SPK,2649.000000
881970,0.010610,0.010610,1746.842105,3650,True,0.000000,13.000000,10560.000000,single,y,f,13.000000,600.000000,IMeCO,2938.153846
881971,0.008190,0.008190,1467.647059,3400,True,-99.000000,10.000000,10560.000000,single,y,s,13.000000,577.000000,SPK,2948.400000
881972,0.010300,0.010300,1721.764706,3750,True,0.000000,13.000000,10560.000000,single,y,f,13.000000,624.000000,IMeCO,2852.307692
881973,0.008290,0.008290,1679.411765,3080,True,0.000000,11.000000,10560.000000,single,y,s,13.000000,578.000000,SPK,2713.090909
881974,0.011040,0.011040,1825.263158,3660,True,0.000000,13.000000,10560.000000,single,y,f,13.000000,624.000000,IMeCO,3057.230769
881975,0.008630,0.008630,1601.764706,3340,True,-99.000000,12.000000,10560.000000,single,y,s,13.000000,578.000000,SPK,2589.000000
881976,0.012100,0.012100,1853.684211,3910,True,0.000000,14.000000,10560.000000,single,y,f,14.000000,672.000000,IMeCO,3111.428571
881977,0.008490,0.008490,1719.333333,3090,True,0.000000,12.000000,10560.000000,single,y,s,13.000000,580.000000,SPK,2547.000000
881978,0.010740,0.010740,1675.789474,4020,True,0.000000,13.000000,10560.000000,single,y,f,14.000000,672.000000,IMeCO,2974.153846
881979,0.008530,0.008530,1559.444444,3190,True,-99.000000,11.000000,10560.000000,single,y,s,13.000000,580.000000,SPK,2791.636364
881980,0.013090,0.013090,1733.333333,4560,True,0.000000,13.000000,10560.000000,single,y,f,16.000000,768.000000,IMeCO,3624.923077
881981,0.008520,0.008520,1678.235294,3430,True,0.000000,10.000000,10560.000000,single,y,s,13.000000,584.000000,SPK,3067.200000
881982,0.013200,0.013200,1817.500000,4270,True,0.000000,14.000000,10560.000000,single,y,f,16.000000,768.000000,IMeCO,3394.285714
881983,0.008510,0.008510,1607.058824,2970,True,-99.000000,10.000000,10560.000000,single,y,s,13.000000,584.000000,SPK,3063.600000
881984,0.010700,0.010700,1752.000000,3850,True,0.000000,13.000000,10560.000000,double,y,f,12.000000,576.000000,IMeCO,2963.076923
881985,0.009190,0.009190,1603.684211,3190,True,0.000000,12.000000,10560.000000,double,y,f,12.000000,576.000000,SPK,2757.000000
881986,0.011510,0.011510,1852.222222,4040,True,0.000000,14.000000,10560.000000,double,y,f,13.000000,600.000000,IMeCO,2959.714286
881987,0.010880,0.010880,1678.500000,3470,True,0.000000,14.000000,10560.000000,double,y,s,13.000000,577.000000,SPK,2797.714286
881988,0.013150,0.013150,1950.500000,4140,True,0.000000,15.000000,10560.000000,double,y,f,13.000000,600.000000,IMeCO,3156.000000
881989,0.009690,0.009690,1725.000000,3150,True,-99.000000,12.000000,10560.000000,double,y,s,13.000000,577.000000,SPK,2907.000000
881990,0.012590,0.012590,1946.315789,4110,True,0.000000,15.000000,10560.000000,double,y,f,13.000000,624.000000,IMeCO,3021.600000
881991,0.008960,0.008960,1627.894737,3460,True,0.000000,12.000000,10560.000000,double,y,s,13.000000,578.000000,SPK,2688.000000
881992,0.011090,0.011090,1798.333333,4360,True,0.000000,14.000000,10560.000000,double,y,f,13.000000,624.000000,IMeCO,2851.714286
881993,0.009960,0.009960,1573.684211,3320,True,-99.000000,13.000000,10560.000000,double,y,s,13.000000,578.000000,SPK,2758.153846
881994,0.013280,0.013280,1885.263158,4500,True,0.000000,15.000000,10560.000000,double,y,f,14.000000,672.000000,IMeCO,3187.200000
881995,0.011190,0.011190,1812.000000,3500,True,0.000000,14.000000,10560.000000,double,y,s,13.000000,580.000000,SPK,2877.428571
881996,0.014870,0.014870,1854.285714,4150,True,0.000000,16.000000,10560.000000,double,y,f,14.000000,672.000000,IMeCO,3345.750000
881997,0.011710,0.011710,1679.523810,3510,True,-99.000000,14.000000,10560.000000,double,y,s,13.000000,580.000000,SPK,3011.142857
881998,0.014200,0.014200,1883.333333,5360,True,0.000000,14.000000,10560.000000,double,y,f,16.000000,768.000000,IMeCO,3651.428571
881999,0.008870,0.008870,1635.625000,3020,True,0.000000,12.000000,10560.000000,double,y,s,13.000000,584.000000,SPK,2661.000000
882000,0.014040,0.014040,1907.777778,4940,True,0.000000,14.000000,10560.000000,double,y,f,16.000000,768.000000,IMeCO,3610.285714
882001,0.009340,0.009340,1733.750000,3510,True,-99.000000,12.000000,10560.000000,double,y,s,13.000000,584.000000,SPK,2802.000000
882002,0.021940,0.021940,2224.062500,3670,True,0.000000,26.000000,15840.000000,single,n,f,12.000000,576.000000,IMeCO,3037.846154
882003,0.010470,0.010470,1559.545455,3400,True,0.000000,14.000000,15840.000000,single,n,f,12.000000,576.000000,SPK,2692.285714
882004,0.017680,0.017680,2107.037037,4120,True,0.000000,21.000000,15840.000000,single,n,f,13.000000,600.000000,IMeCO,3030.857143
882005,0.010450,0.010450,1537.619048,3300,True,0.000000,14.000000,15840.000000,single,n,f,13.000000,577.000000,SPK,2687.142857
882006,0.017680,0.017680,1940.769231,4030,True,0.000000,20.000000,15840.000000,single,n,f,13.000000,600.000000,IMeCO,3182.400000
882007,0.010660,0.010660,1601.000000,3560,True,-99.000000,14.000000,15840.000000,single,n,f,13.000000,577.000000,SPK,2741.142857
882008,0.017420,0.017420,2210.000000,3900,True,0.000000,20.000000,15840.000000,single,n,f,13.000000,624.000000,IMeCO,3135.600000
882009,0.010490,0.010490,1618.500000,3470,True,0.000000,13.000000,15840.000000,single,n,f,13.000000,578.000000,SPK,2904.923077
882010,0.016920,0.016920,1995.000000,4200,True,0.000000,19.000000,15840.000000,single,n,f,13.000000,624.000000,IMeCO,3205.894737
882011,0.010700,0.010700,1750.000000,3550,True,-99.000000,14.000000,15840.000000,single,n,f,13.000000,578.000000,SPK,2751.428571
882012,0.019560,0.019560,2236.956522,4640,True,0.000000,20.000000,15840.000000,single,n,f,14.000000,672.000000,IMeCO,3520.800000
882013,0.011730,0.011730,1699.500000,3500,True,0.000000,15.000000,15840.000000,single,n,f,13.000000,580.000000,SPK,2815.200000
882014,0.019330,0.019330,2271.304348,4530,True,0.000000,19.000000,15840.000000,single,n,f,14.000000,672.000000,IMeCO,3662.526316
882015,0.010620,0.010620,1554.000000,3540,True,-99.000000,13.000000,15840.000000,single,n,f,13.000000,580.000000,SPK,2940.923077
882016,0.022140,0.022140,2354.545455,5020,True,0.000000,20.000000,15840.000000,single,n,f,16.000000,768.000000,IMeCO,3985.200000
882017,0.010510,0.010510,1556.500000,3390,True,0.000000,14.000000,15840.000000,single,n,f,13.000000,584.000000,SPK,2702.571429
882018,0.022140,0.022140,2227.500000,5090,True,0.000000,20.000000,15840.000000,single,n,f,16.000000,768.000000,IMeCO,3985.200000
882019,0.011410,0.011410,1713.500000,3550,True,-99.000000,14.000000,15840.000000,single,n,f,13.000000,584.000000,SPK,2934.000000
882020,0.029610,0.029610,2526.500000,3790,True,0.000000,33.000000,15840.000000,double,n,f,12.000000,576.000000,IMeCO,3230.181818
882021,0.012560,0.012560,1822.173913,3370,True,0.000000,16.000000,15840.000000,double,n,f,12.000000,576.000000,SPK,2826.000000
882022,0.031670,0.031670,2571.052632,4240,True,0.000000,34.000000,15840.000000,double,n,f,13.000000,600.000000,IMeCO,3353.294118
882023,0.016550,0.016550,1968.750000,3700,True,0.000000,20.000000,15840.000000,double,n,f,13.000000,577.000000,SPK,2979.000000
882024,0.031830,0.031830,2464.500000,4150,True,0.000000,33.000000,15840.000000,double,n,f,13.000000,600.000000,IMeCO,3472.363636
882025,0.014400,0.014400,1824.583333,3710,True,-99.000000,17.000000,15840.000000,double,n,f,13.000000,577.000000,SPK,3049.411765
882026,0.031480,0.031480,2440.769231,4290,True,0.000000,32.000000,15840.000000,double,n,f,13.000000,624.000000,IMeCO,3541.500000
882027,0.013840,0.013840,2000.000000,3560,True,0.000000,17.000000,15840.000000,double,n,f,13.000000,578.000000,SPK,2930.823529
882028,0.031430,0.031430,2570.277778,4370,True,0.000000,32.000000,15840.000000,double,n,f,13.000000,624.000000,IMeCO,3535.875000
882029,0.012250,0.012250,1848.947368,3830,True,-99.000000,15.000000,15840.000000,double,n,f,13.000000,578.000000,SPK,2940.000000
882030,0.034840,0.034840,2453.947368,4490,True,0.000000,34.000000,15840.000000,double,n,f,14.000000,672.000000,IMeCO,3688.941176
882031,0.013820,0.013820,1960.454545,3700,True,0.000000,17.000000,15840.000000,double,n,f,13.000000,580.000000,SPK,2926.588235
