jobid,jobname,start_ts,end_ts,nodes,condition_n,error_code,runtime,init_and_call_runtime,call_runtime,algorithm,fault_tolerance,fault_happened,computing_proc,total_proc,matrix_size,precision,balanced,repetition,req_whole_time,number_of_nodes,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16
926019,IMeCOFT4_nf0_cp64_tnp96_ms21120_double_lby_r1_W20_20231218_112259,1702903112,1702903654,48*cresco6x064:48*cresco6x095,1000,0,542,530,527,IMeCO,4,0,64,96,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926020,SPKFT4_nf0_cp64_tnp68_ms21120_double_lby_r1_W20_20231218_112259,1702903675,1702903718,48*cresco6x306:48*cresco6x044,1000,0,43,33,29,SPK,4,0,64,68,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926021,IMeCOFT4_nf4_cp64_tnp96_ms21120_double_lby_r1_W20_20231218_112259,1702903746,1702904263,48*cresco6x225:48*cresco6x089,1000,0,517,506,503,IMeCO,4,4,64,96,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926022,SPKFT4_nf4_cp64_tnp68_ms21120_double_lby_r1_W20_20231218_112259,1702904294,1702904335,48*cresco6x306:48*cresco6x155,1000,-99,41,34,30,SPK,4,4,64,68,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926023,IMeCOFT2_nf0_cp64_tnp80_ms21120_single_lby_r1_W20_20231218_112300,1702904389,1702904646,48*cresco6x095:48*cresco6x064,1000,0,257,249,248,IMeCO,2,0,64,80,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926024,SPKFT2_nf0_cp64_tnp66_ms21120_single_lby_r1_W20_20231218_112300,1702904659,1702904684,48*cresco6x155:48*cresco6x196,1000,0,25,18,16,SPK,2,0,64,66,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926025,IMeCOFT2_nf2_cp64_tnp80_ms21120_single_lby_r1_W20_20231218_112300,1702904715,1702904940,48*cresco6x089:48*cresco6x091,1000,0,225,216,215,IMeCO,2,2,64,80,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926026,SPKFT2_nf2_cp64_tnp66_ms21120_single_lby_r1_W20_20231218_112300,1702905044,1702905068,48*cresco6x044:48*cresco6x095,1000,-99,24,18,15,SPK,2,2,64,66,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926027,IMeCOFT2_nf0_cp64_tnp80_ms21120_double_lby_r1_W20_20231218_112300,1702905087,1702905530,48*cresco6x184:48*cresco6x302,1000,0,443,434,432,IMeCO,2,0,64,80,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926028,SPKFT2_nf0_cp64_tnp66_ms21120_double_lby_r1_W20_20231218_112300,1702905562,1702905607,48*cresco6x025:48*cresco6x275,1000,0,45,33,29,SPK,2,0,64,66,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926029,IMeCOFT2_nf2_cp64_tnp80_ms21120_double_lby_r1_W20_20231218_112300,1702905627,1702906068,48*cresco6x033:48*cresco6x163,1000,0,441,430,428,IMeCO,2,2,64,80,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926030,SPKFT2_nf2_cp64_tnp66_ms21120_double_lby_r1_W20_20231218_112301,1702906092,1702906137,48*cresco6x272:48*cresco6x025,1000,-99,45,33,29,SPK,2,2,64,66,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926031,IMeCOFT1_nf0_cp64_tnp72_ms21120_single_lby_r1_W20_20231218_112301,1702906166,1702906386,48*cresco6x302:48*cresco6x163,1000,0,220,211,210,IMeCO,1,0,64,72,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926032,SPKFT1_nf0_cp64_tnp65_ms21120_single_lby_r1_W20_20231218_112301,1702906412,1702906437,48*cresco6x025:48*cresco6x033,1000,0,25,18,16,SPK,1,0,64,65,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926033,IMeCOFT1_nf1_cp64_tnp72_ms21120_single_lby_r1_W20_20231218_112301,1702906467,1702906677,48*cresco6x272:48*cresco6x225,1000,0,210,201,200,IMeCO,1,1,64,72,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926034,SPKFT1_nf1_cp64_tnp65_ms21120_single_lby_r1_W20_20231218_112301,1702906708,1702906732,48*cresco6x302:48*cresco6x025,1000,-99,24,17,15,SPK,1,1,64,65,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926035,IMeCOFT1_nf0_cp64_tnp72_ms21120_double_lby_r1_W20_20231218_112301,1702906763,1702907168,48*cresco6x163:48*cresco6x216,1000,0,405,393,391,IMeCO,1,0,64,72,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926036,SPKFT1_nf0_cp64_tnp65_ms21120_double_lby_r1_W20_20231218_112301,1702907200,1702907243,48*cresco6x302:48*cresco6x033,1000,0,43,34,30,SPK,1,0,64,65,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926037,IMeCOFT1_nf1_cp64_tnp72_ms21120_double_lby_r1_W20_20231218_112301,1702907272,1702907678,48*cresco6x225:48*cresco6x272,1000,0,406,395,393,IMeCO,1,1,64,72,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926038,SPKFT1_nf1_cp64_tnp65_ms21120_double_lby_r1_W20_20231218_112302,1702907702,1702907746,48*cresco6x033:48*cresco6x272,1000,-99,44,33,29,SPK,1,1,64,65,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926039,IMeCOFT0_cp64_tnp64_ms21120_single_lby_r1_W20_20231218_112302,1702907812,1702908038,48*cresco6x272:48*cresco6x033,1000,0,226,219,218,IMeCO,0,0,64,64,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926040,SPKFT0_cp64_tnp64_ms21120_single_lby_r1_W20_20231218_112302,1702908067,1702908092,48*cresco6x272:48*cresco6x033,1000,0,25,17,15,SPK,0,0,64,64,21120,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926041,IMeCOFT0_cp64_tnp64_ms21120_double_lby_r1_W20_20231218_112302,1702908123,1702908493,48*cresco6x033:48*cresco6x272,1000,0,370,360,358,IMeCO,0,0,64,64,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926042,SPKFT0_cp64_tnp64_ms21120_double_lby_r1_W20_20231218_112302,1702908507,1702908549,48*cresco6x272:48*cresco6x033,1000,0,42,33,29,SPK,0,0,64,64,21120,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926137,IMeCOFT8_nf0_cp64_tnp128_ms26400_single_lbn_r1_W20_20231218_143247,1702908580,1702909096,48*cresco6x123:48*cresco6x272:48*cresco6x033,1000,0,516,505,503,IMeCO,8,0,64,128,26400,single,n,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926138,SPKFT8_nf0_cp64_tnp72_ms26400_single_lbn_r1_W20_20231218_143247,1702909119,1702909166,48*cresco6x272:48*cresco6x123,1000,0,55,37,34,SPK,8,0,64,72,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926139,IMeCOFT8_nf8_cp64_tnp128_ms26400_single_lbn_r1_W20_20231218_143248,1702909195,1702909704,48*cresco6x033:48*cresco6x123:48*cresco6x272,1000,0,509,501,498,IMeCO,8,8,64,128,26400,single,n,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926140,SPKFT8_nf8_cp64_tnp72_ms26400_single_lbn_r1_W20_20231218_143248,1702909729,1702909774,48*cresco6x272:48*cresco6x123,1000,-99,45,37,34,SPK,8,8,64,72,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926141,IMeCOFT8_nf0_cp64_tnp128_ms26400_double_lbn_r1_W20_20231218_143248,1702909790,1702910799,48*cresco6x336:48*cresco6x033:48*cresco6x123,1000,0,1009,997,993,IMeCO,8,0,64,128,26400,double,n,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926142,SPKFT8_nf0_cp64_tnp72_ms26400_double_lbn_r1_W20_20231218_143248,1702910830,1702910912,48*cresco6x272:48*cresco6x123,1000,0,81,69,63,SPK,8,0,64,72,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926143,IMeCOFT8_nf8_cp64_tnp128_ms26400_double_lbn_r1_W20_20231218_143248,1702910942,1702911951,48*cresco6x033:48*cresco6x336:48*cresco6x123,1000,0,1009,996,992,IMeCO,8,8,64,128,26400,double,n,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926144,SPKFT8_nf8_cp64_tnp72_ms26400_double_lbn_r1_W20_20231218_143249,1702911969,1702912050,48*cresco6x039:48*cresco6x275,1000,-99,81,68,62,SPK,8,8,64,72,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926145,IMeCOFT4_nf0_cp64_tnp96_ms26400_single_lbn_r1_W20_20231218_143249,1702912123,1702912632,48*cresco6x033:48*cresco6x336,1000,0,509,497,495,IMeCO,4,0,64,96,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926146,SPKFT4_nf0_cp64_tnp68_ms26400_single_lbn_r1_W20_20231218_143249,1702912700,1702912745,48*cresco6x064:48*cresco6x039,1000,0,45,37,33,SPK,4,0,64,68,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926147,IMeCOFT4_nf4_cp64_tnp96_ms26400_single_lbn_r1_W20_20231218_143249,1702912777,1702913292,48*cresco6x336:48*cresco6x033,1000,0,515,505,503,IMeCO,4,4,64,96,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926148,SPKFT4_nf4_cp64_tnp68_ms26400_single_lbn_r1_W20_20231218_143249,1702913312,1702913357,48*cresco6x064:48*cresco6x039,1000,-99,45,36,33,SPK,4,4,64,68,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926149,IMeCOFT4_nf0_cp64_tnp96_ms26400_double_lbn_r1_W20_20231218_143249,1702913377,1702914384,48*cresco6x272:48*cresco6x033,1000,0,1007,993,990,IMeCO,4,0,64,96,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926150,SPKFT4_nf0_cp64_tnp68_ms26400_double_lbn_r1_W20_20231218_143250,1702915462,1702915541,48*cresco6x033:48*cresco6x210,1000,0,90,68,62,SPK,4,0,64,68,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926151,IMeCOFT4_nf4_cp64_tnp96_ms26400_double_lbn_r1_W20_20231218_143250,1702916819,1702917820,48*cresco6x033:48*cresco6x210,1000,0,1001,990,986,IMeCO,4,4,64,96,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926152,SPKFT4_nf4_cp64_tnp68_ms26400_double_lbn_r1_W20_20231218_143250,1702917902,1702917983,48*cresco6x220:48*cresco6x115,1000,-99,81,68,62,SPK,4,4,64,68,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926153,IMeCOFT2_nf0_cp64_tnp80_ms26400_single_lbn_r1_W20_20231218_143250,1702918011,1702918528,48*cresco6x243:48*cresco6x095,1000,0,517,506,504,IMeCO,2,0,64,80,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926154,SPKFT2_nf0_cp64_tnp66_ms26400_single_lbn_r1_W20_20231218_143251,1702918545,1702918590,48*cresco6x095:48*cresco6x243,1000,0,45,37,34,SPK,2,0,64,66,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926155,IMeCOFT2_nf2_cp64_tnp80_ms26400_single_lbn_r1_W20_20231218_143251,1702918606,1702919120,48*cresco6x243:48*cresco6x095,1000,0,514,506,504,IMeCO,2,2,64,80,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926156,SPKFT2_nf2_cp64_tnp66_ms26400_single_lbn_r1_W20_20231218_143251,1702919142,1702919186,48*cresco6x095:48*cresco6x243,1000,-99,44,36,33,SPK,2,2,64,66,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926157,IMeCOFT2_nf0_cp64_tnp80_ms26400_double_lbn_r1_W20_20231218_143251,1702919208,1702920214,48*cresco6x243:48*cresco6x095,1000,0,1015,993,990,IMeCO,2,0,64,80,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926159,SPKFT2_nf0_cp64_tnp66_ms26400_double_lbn_r1_W20_20231218_143251,1702920243,1702920322,48*cresco6x025:48*cresco6x095,1000,0,79,68,62,SPK,2,0,64,66,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926160,IMeCOFT2_nf2_cp64_tnp80_ms26400_double_lbn_r1_W20_20231218_143252,1702920344,1702921343,48*cresco6x243:48*cresco6x095,1000,0,1000,990,986,IMeCO,2,2,64,80,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926161,SPKFT2_nf2_cp64_tnp66_ms26400_double_lbn_r1_W20_20231218_143252,1702921370,1702921451,48*cresco6x112:48*cresco6x095,1000,-99,81,68,62,SPK,2,2,64,66,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926162,IMeCOFT1_nf0_cp64_tnp72_ms26400_single_lbn_r1_W20_20231218_143252,1702921470,1702921987,48*cresco6x243:48*cresco6x095,1000,0,517,507,505,IMeCO,1,0,64,72,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926163,SPKFT1_nf0_cp64_tnp65_ms26400_single_lbn_r1_W20_20231218_143252,1702922057,1702922102,48*cresco6x112:48*cresco6x243,1000,0,45,37,33,SPK,1,0,64,65,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926164,IMeCOFT1_nf1_cp64_tnp72_ms26400_single_lbn_r1_W20_20231218_143252,1702922133,1702922717,48*cresco6x095:48*cresco6x243,1000,0,584,578,576,IMeCO,1,1,64,72,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926165,SPKFT1_nf1_cp64_tnp65_ms26400_single_lbn_r1_W20_20231218_143253,1702922737,1702922784,48*cresco6x270:48*cresco6x025,1000,-99,47,37,33,SPK,1,1,64,65,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926166,IMeCOFT1_nf0_cp64_tnp72_ms26400_double_lbn_r1_W20_20231218_143253,1702922813,1702923815,48*cresco6x307:48*cresco6x243,1000,0,1002,991,987,IMeCO,1,0,64,72,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926167,SPKFT1_nf0_cp64_tnp65_ms26400_double_lbn_r1_W20_20231218_143253,1702923833,1702923912,48*cresco6x025:48*cresco6x112,1000,0,79,68,62,SPK,1,0,64,65,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926168,IMeCOFT1_nf1_cp64_tnp72_ms26400_double_lbn_r1_W20_20231218_143253,1702923928,1702924926,48*cresco6x270:48*cresco6x243,1000,0,998,985,982,IMeCO,1,1,64,72,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926169,SPKFT1_nf1_cp64_tnp65_ms26400_double_lbn_r1_W20_20231218_143253,1702924944,1702925024,48*cresco6x095:48*cresco6x307,1000,-99,80,68,62,SPK,1,1,64,65,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926170,IMeCOFT0_cp64_tnp64_ms26400_single_lbn_r1_W20_20231218_143254,1702925045,1702925587,48*cresco6x025:48*cresco6x123,1000,0,542,533,531,IMeCO,0,0,64,64,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926171,SPKFT0_cp64_tnp64_ms26400_single_lbn_r1_W20_20231218_143254,1702927735,1702927779,48*cresco6x246:48*cresco6x196,1000,0,44,33,30,SPK,0,0,64,64,26400,single,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926172,IMeCOFT0_cp64_tnp64_ms26400_double_lbn_r1_W20_20231218_143254,1702927811,1702928820,48*cresco6x196:48*cresco6x246,1000,0,1009,996,993,IMeCO,0,0,64,64,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926173,SPKFT0_cp64_tnp64_ms26400_double_lbn_r1_W20_20231218_143254,1702928852,1702928928,48*cresco6x115:48*cresco6x182,1000,0,76,64,58,SPK,0,0,64,64,26400,double,n,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926993,IMeCOFT8_nf0_cp64_tnp128_ms26400_single_lby_r1_W20_20231218_173409,1702928947,1702929417,48*cresco6x133:48*cresco6x044:48*cresco6x112,1000,0,470,461,459,IMeCO,8,0,64,128,26400,single,y,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926994,SPKFT8_nf0_cp64_tnp72_ms26400_single_lby_r1_W20_20231218_173409,1702929448,1702929494,48*cresco6x196:48*cresco6x246,1000,0,46,36,33,SPK,8,0,64,72,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926995,IMeCOFT8_nf8_cp64_tnp128_ms26400_single_lby_r1_W20_20231218_173409,1702929523,1702930003,48*cresco6x266:48*cresco6x182:48*cresco6x115,1000,0,480,467,465,IMeCO,8,8,64,128,26400,single,y,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926996,SPKFT8_nf8_cp64_tnp72_ms26400_single_lby_r1_W20_20231218_173409,1702930039,1702930083,48*cresco6x133:48*cresco6x246,1000,-99,44,36,32,SPK,8,8,64,72,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926997,IMeCOFT8_nf0_cp64_tnp128_ms26400_double_lby_r1_W20_20231218_173409,1702930149,1702931144,48*cresco6x044:48*cresco6x115:48*cresco6x266,1000,0,995,918,913,IMeCO,8,0,64,128,26400,double,y,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
926998,SPKFT8_nf0_cp64_tnp72_ms26400_double_lby_r1_W20_20231218_173409,1702931177,1702931255,48*cresco6x196:48*cresco6x246,1000,0,78,68,62,SPK,8,0,64,72,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926999,IMeCOFT8_nf8_cp64_tnp128_ms26400_double_lby_r1_W20_20231218_173410,1702931272,1702932202,48*cresco6x183:48*cresco6x112:48*cresco6x044,1000,0,930,919,915,IMeCO,8,8,64,128,26400,double,y,1,20,3,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
927000,SPKFT8_nf8_cp64_tnp72_ms26400_double_lby_r1_W20_20231218_173410,1702932234,1702932313,48*cresco6x266:48*cresco6x196,1000,-99,79,67,61,SPK,8,8,64,72,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927001,IMeCOFT4_nf0_cp64_tnp96_ms26400_single_lby_r1_W20_20231218_173410,1702932344,1702932857,48*cresco6x246:48*cresco6x133,1000,0,513,505,503,IMeCO,4,0,64,96,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927002,SPKFT4_nf0_cp64_tnp68_ms26400_single_lby_r1_W20_20231218_173410,1702932889,1702932934,48*cresco6x112:48*cresco6x183,1000,0,45,36,33,SPK,4,0,64,68,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927003,IMeCOFT4_nf4_cp64_tnp96_ms26400_single_lby_r1_W20_20231218_173410,1702932954,1702933468,48*cresco6x196:48*cresco6x266,1000,0,514,504,502,IMeCO,4,4,64,96,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927004,SPKFT4_nf4_cp64_tnp68_ms26400_single_lby_r1_W20_20231218_173410,1702933499,1702933543,48*cresco6x115:48*cresco6x182,1000,-99,45,36,33,SPK,4,4,64,68,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927005,IMeCOFT4_nf0_cp64_tnp96_ms26400_double_lby_r1_W20_20231218_173410,1702933569,1702934570,48*cresco6x044:48*cresco6x279,1000,0,1001,988,984,IMeCO,4,0,64,96,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927006,SPKFT4_nf0_cp64_tnp68_ms26400_double_lby_r1_W20_20231218_173410,1702934593,1702934675,48*cresco6x285:48*cresco6x112,1000,0,82,67,61,SPK,4,0,64,68,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927007,IMeCOFT4_nf4_cp64_tnp96_ms26400_double_lby_r1_W20_20231218_173411,1702934704,1702935734,48*cresco6x115:48*cresco6x312,1000,0,1000,988,984,IMeCO,4,4,64,96,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927008,SPKFT4_nf4_cp64_tnp68_ms26400_double_lby_r1_W20_20231218_173411,1702935766,1702935845,48*cresco6x279:48*cresco6x112,1000,-99,79,68,62,SPK,4,4,64,68,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927009,IMeCOFT2_nf0_cp64_tnp80_ms26400_single_lby_r1_W20_20231218_173411,1702935875,1702936321,48*cresco6x296:48*cresco6x143,1000,0,446,436,434,IMeCO,2,0,64,80,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927010,SPKFT2_nf0_cp64_tnp66_ms26400_single_lby_r1_W20_20231218_173411,1702936352,1702936398,48*cresco6x115:48*cresco6x131,1000,0,46,36,33,SPK,2,0,64,66,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927011,IMeCOFT2_nf2_cp64_tnp80_ms26400_single_lby_r1_W20_20231218_173411,1702936428,1702936863,48*cresco6x180:48*cresco6x182,1000,0,435,425,424,IMeCO,2,2,64,80,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927012,SPKFT2_nf2_cp64_tnp66_ms26400_single_lby_r1_W20_20231218_173411,1702936893,1702936938,48*cresco6x296:48*cresco6x246,1000,-99,45,36,33,SPK,2,2,64,66,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927013,IMeCOFT2_nf0_cp64_tnp80_ms26400_double_lby_r1_W20_20231218_173411,1702936968,1702937829,48*cresco6x032:48*cresco6x044,1000,0,861,849,846,IMeCO,2,0,64,80,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927014,SPKFT2_nf0_cp64_tnp66_ms26400_double_lby_r1_W20_20231218_173411,1702937849,1702937930,48*cresco6x277:48*cresco6x285,1000,0,81,68,62,SPK,2,0,64,66,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927015,IMeCOFT2_nf2_cp64_tnp80_ms26400_double_lby_r1_W20_20231218_173412,1702937959,1702938813,48*cresco6x296:48*cresco6x320,1000,0,854,843,840,IMeCO,2,2,64,80,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927016,SPKFT2_nf2_cp64_tnp66_ms26400_double_lby_r1_W20_20231218_173412,1702938841,1702938920,48*cresco6x285:48*cresco6x312,1000,-99,79,69,62,SPK,2,2,64,66,26400,double,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927017,IMeCOFT1_nf0_cp64_tnp72_ms26400_single_lby_r1_W20_20231218_173412,1702938951,1702939349,48*cresco6x143:48*cresco6x180,1000,0,398,388,386,IMeCO,1,0,64,72,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927018,SPKFT1_nf0_cp64_tnp65_ms26400_single_lby_r1_W20_20231218_173412,1702939382,1702939427,48*cresco6x285:48*cresco6x131,1000,0,45,36,33,SPK,1,0,64,65,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927019,IMeCOFT1_nf1_cp64_tnp72_ms26400_single_lby_r1_W20_20231218_173412,1702939458,1702939876,48*cresco6x296:48*cresco6x133,1000,0,418,409,407,IMeCO,1,1,64,72,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927020,SPKFT1_nf1_cp64_tnp65_ms26400_single_lby_r1_W20_20231218_173412,1702939898,1702939946,48*cresco6x146:48*cresco6x154,1000,-99,48,36,33,SPK,1,1,64,65,26400,single,y,1,20,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943120,IMeCOFT8_nf0_cp144_tnp240_ms42240_single_lbn_r1_W60_20240103_170338,1704300433,1704301477,48*cresco6x131:48*cresco6x251:48*cresco6x056:48*cresco6x300:48*cresco6x072,1000,0,1044,1027,1022,IMeCO,8,0,144,240,42240,single,n,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
943121,IMeCOFT8_nf8_cp144_tnp240_ms42240_single_lbn_r1_W60_20240103_170338,1704301507,1704302549,48*cresco6x126:48*cresco6x094:48*cresco6x196:48*cresco6x167:48*cresco6x300,1000,0,1042,1026,1021,IMeCO,8,8,144,240,42240,single,n,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
943122,IMeCOFT8_nf0_cp144_tnp240_ms42240_double_lbn_r1_W60_20240103_170338,1704302573,1704304654,48*cresco6x131:48*cresco6x056:48*cresco6x251:48*cresco6x072:48*cresco6x094,1000,0,2081,2061,2052,IMeCO,8,0,144,240,42240,double,n,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
943123,IMeCOFT8_nf8_cp144_tnp240_ms42240_double_lbn_r1_W60_20240103_170338,1704304683,1704307050,48*cresco6x126:48*cresco6x190:48*cresco6x300:48*cresco6x167:48*cresco6x196,1000,0,2367,2345,2336,IMeCO,8,8,144,240,42240,double,n,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
943124,IMeCOFT8_nf0_cp144_tnp240_ms42240_single_lby_r1_W60_20240103_170338,1704307070,1704308102,48*cresco6x090:48*cresco6x251:48*cresco6x319:48*cresco6x131:48*cresco6x299,1000,0,1032,1013,1008,IMeCO,8,0,144,240,42240,single,y,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
943125,IMeCOFT8_nf8_cp144_tnp240_ms42240_single_lby_r1_W60_20240103_170338,1704308130,1704309183,48*cresco6x196:48*cresco6x094:48*cresco6x072:48*cresco6x056:48*cresco6x300,1000,0,1053,1036,1031,IMeCO,8,8,144,240,42240,single,y,1,60,5,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
