jobid,jobname,start_ts,end_ts,nodes,condition_n,error_code,runtime,init_and_call_runtime,call_runtime,algorithm,fault_tolerance,fault_happened,computing_proc,total_proc,matrix_size,precision,balanced,repetition,req_whole_time,number_of_nodes,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16
891576,SPKFT2_nf2_cp576_tnp578_ms42240_double_lbn_r1_W15_20231130_023622,1701589448,1701589519,48*cresco6x051:48*cresco6x114:48*cresco6x147:48*cresco6x183:48*cresco6x303:48*cresco6x056:48*cresco6x094:48*cresco6x163:48*cresco6x229:48*cresco6x157:48*cresco6x195:48*cresco6x017:48*cresco6x230,1,-99,71,47,32,SPK,2,2,576,578,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891577,IMeCOFT4_nf0_cp576_tnp672_ms42240_double_lbn_r1_W15_20231130_023622,1701589543,1701590227,48*cresco6x214:48*cresco6x113:48*cresco6x230:48*cresco6x163:48*cresco6x303:48*cresco6x229:48*cresco6x195:48*cresco6x114:48*cresco6x183:48*cresco6x017:48*cresco6x147:48*cresco6x051:48*cresco6x157:48*cresco6x094,1,0,685,659,652,IMeCO,4,0,576,672,42240,double,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891578,SPKFT4_nf0_cp576_tnp580_ms42240_double_lbn_r1_W15_20231130_023622,1701590250,1701590319,48*cresco6x299:48*cresco6x246:48*cresco6x221:48*cresco6x340:48*cresco6x023:48*cresco6x084:48*cresco6x062:48*cresco6x081:48*cresco6x206:48*cresco6x332:48*cresco6x134:48*cresco6x017:48*cresco6x051,1,0,69,47,32,SPK,4,0,576,580,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891579,IMeCOFT4_nf4_cp576_tnp672_ms42240_double_lbn_r1_W15_20231130_023622,1701590345,1701590957,48*cresco6x229:48*cresco6x303:48*cresco6x113:48*cresco6x094:48*cresco6x147:48*cresco6x195:48*cresco6x157:48*cresco6x114:48*cresco6x214:48*cresco6x230:48*cresco6x056:48*cresco6x183:48*cresco6x051:48*cresco6x246,1,0,612,588,581,IMeCO,4,4,576,672,42240,double,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891580,SPKFT4_nf4_cp576_tnp580_ms42240_double_lbn_r1_W15_20231130_023623,1701590976,1701591048,48*cresco6x188:48*cresco6x062:48*cresco6x081:48*cresco6x206:48*cresco6x023:48*cresco6x221:48*cresco6x299:48*cresco6x340:48*cresco6x332:48*cresco6x084:48*cresco6x017:48*cresco6x303:48*cresco6x195,1,-99,72,47,32,SPK,4,4,576,580,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891581,IMeCOFT8_nf0_cp576_tnp768_ms42240_double_lbn_r1_W15_20231130_023623,1701591067,1701591669,48*cresco6x157:48*cresco6x051:48*cresco6x229:48*cresco6x214:48*cresco6x183:48*cresco6x113:48*cresco6x147:48*cresco6x094:48*cresco6x114:48*cresco6x056:48*cresco6x230:48*cresco6x246:48*cresco6x195:48*cresco6x332:48*cresco6x221:48*cresco6x084,1,0,602,582,575,IMeCO,8,0,576,768,42240,double,n,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891582,SPKFT8_nf0_cp576_tnp584_ms42240_double_lbn_r1_W15_20231130_023623,1701591716,1701591788,48*cresco6x018:48*cresco6x062:48*cresco6x081:48*cresco6x206:48*cresco6x218:48*cresco6x044:48*cresco6x225:48*cresco6x202:48*cresco6x301:48*cresco6x303:48*cresco6x321:48*cresco6x023:48*cresco6x188,1,1,72,46,31,SPK,8,0,576,584,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891583,IMeCOFT8_nf8_cp576_tnp768_ms42240_double_lbn_r1_W15_20231130_023623,1701591811,1701592480,48*cresco6x113:48*cresco6x147:48*cresco6x114:48*cresco6x157:48*cresco6x230:48*cresco6x084:48*cresco6x246:48*cresco6x221:48*cresco6x094:48*cresco6x051:48*cresco6x056:48*cresco6x214:48*cresco6x195:48*cresco6x229:48*cresco6x049:48*cresco6x134,1,0,669,647,640,IMeCO,8,8,576,768,42240,double,n,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891584,SPKFT8_nf8_cp576_tnp584_ms42240_double_lbn_r1_W15_20231130_023623,1701592504,1701592573,48*cresco6x206:48*cresco6x225:48*cresco6x074:48*cresco6x018:48*cresco6x303:48*cresco6x188:48*cresco6x218:48*cresco6x321:48*cresco6x310:48*cresco6x202:48*cresco6x301:48*cresco6x023:48*cresco6x062,1,-99,69,46,31,SPK,8,8,576,584,42240,double,n,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891585,IMeCOFT0_cp576_tnp576_ms42240_single_lby_r1_W15_20231130_023623,1701592599,1701592919,48*cresco6x332:48*cresco6x340:48*cresco6x056:48*cresco6x094:48*cresco6x229:48*cresco6x157:48*cresco6x230:48*cresco6x084:48*cresco6x221:48*cresco6x246:48*cresco6x134:48*cresco6x049,1,0,320,303,300,IMeCO,0,0,576,576,42240,single,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891586,SPKFT0_cp576_tnp576_ms42240_single_lby_r1_W15_20231130_023623,1701592944,1701592991,48*cresco6x044:48*cresco6x202:48*cresco6x225:48*cresco6x074:48*cresco6x018:48*cresco6x147:48*cresco6x062:48*cresco6x301:48*cresco6x188:48*cresco6x218:48*cresco6x303:48*cresco6x023,1,0,47,27,18,SPK,0,0,576,576,42240,single,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891587,IMeCOFT1_nf0_cp576_tnp600_ms42240_single_lby_r1_W15_20231130_023623,1701593009,1701593307,48*cresco6x299:48*cresco6x321:48*cresco6x206:48*cresco6x081:48*cresco6x114:48*cresco6x332:48*cresco6x134:48*cresco6x051:48*cresco6x113:48*cresco6x230:48*cresco6x056:48*cresco6x157:48*cresco6x049,1,0,298,282,279,IMeCO,1,0,576,600,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891588,SPKFT1_nf0_cp576_tnp577_ms42240_single_lby_r1_W15_20231130_023624,1701593330,1701593376,48*cresco6x225:48*cresco6x074:48*cresco6x246:48*cresco6x218:48*cresco6x023:48*cresco6x147:48*cresco6x094:48*cresco6x303:48*cresco6x340:48*cresco6x221:48*cresco6x017:48*cresco6x044:48*cresco6x214,1,0,46,26,18,SPK,1,0,576,577,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891589,IMeCOFT1_nf1_cp576_tnp600_ms42240_single_lby_r1_W15_20231130_023624,1701593394,1701593701,48*cresco6x018:48*cresco6x188:48*cresco6x062:48*cresco6x202:48*cresco6x049:48*cresco6x084:48*cresco6x206:48*cresco6x229:48*cresco6x230:48*cresco6x157:48*cresco6x056:48*cresco6x051:48*cresco6x114,1,0,307,292,288,IMeCO,1,1,576,600,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891590,SPKFT1_nf1_cp576_tnp577_ms42240_single_lby_r1_W15_20231130_023624,1701593721,1701593767,48*cresco6x023:48*cresco6x246:48*cresco6x218:48*cresco6x147:48*cresco6x176:48*cresco6x095:48*cresco6x321:48*cresco6x332:48*cresco6x340:48*cresco6x074:48*cresco6x134:48*cresco6x303:48*cresco6x225,1,-99,46,27,18,SPK,1,1,576,577,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891591,IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lby_r1_W15_20231130_023624,1701593786,1701594096,48*cresco6x081:48*cresco6x374:48*cresco6x094:48*cresco6x221:48*cresco6x301:48*cresco6x310:48*cresco6x214:48*cresco6x183:48*cresco6x017:48*cresco6x114:48*cresco6x062:48*cresco6x018:48*cresco6x206,1,0,310,290,286,IMeCO,2,0,576,624,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891592,SPKFT2_nf0_cp576_tnp578_ms42240_single_lby_r1_W15_20231130_023624,1701594121,1701594163,48*cresco6x051:48*cresco6x340:48*cresco6x023:48*cresco6x303:48*cresco6x176:48*cresco6x299:48*cresco6x218:48*cresco6x321:48*cresco6x157:48*cresco6x095:48*cresco6x230:48*cresco6x074:48*cresco6x246,1,0,41,26,18,SPK,2,0,576,578,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891593,IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lby_r1_W15_20231130_023624,1701594186,1701594479,48*cresco6x147:48*cresco6x049:48*cresco6x202:48*cresco6x332:48*cresco6x113:48*cresco6x056:48*cresco6x188:48*cresco6x229:48*cresco6x134:48*cresco6x094:48*cresco6x214:48*cresco6x221:48*cresco6x310,1,0,293,275,272,IMeCO,2,2,576,624,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891594,SPKFT2_nf2_cp576_tnp578_ms42240_single_lby_r1_W15_20231130_023624,1701597362,1701597403,48*cresco6x017:48*cresco6x202:48*cresco6x049:48*cresco6x214:48*cresco6x246:48*cresco6x095:48*cresco6x176:48*cresco6x229:48*cresco6x310:48*cresco6x051:48*cresco6x084:48*cresco6x230:48*cresco6x303,1,-99,41,27,18,SPK,2,2,576,578,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891595,IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lby_r1_W15_20231130_023624,1701602364,1701602684,48*cresco6x194:48*cresco6x023:48*cresco6x051:48*cresco6x017:48*cresco6x134:48*cresco6x230:48*cresco6x202:48*cresco6x084:48*cresco6x176:48*cresco6x290:48*cresco6x126:48*cresco6x328:48*cresco6x244:48*cresco6x239,1,0,320,303,299,IMeCO,4,0,576,672,42240,single,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891596,SPKFT4_nf0_cp576_tnp580_ms42240_single_lby_r1_W15_20231130_023625,1701602709,1701602748,48*cresco6x266:48*cresco6x352:48*cresco6x306:48*cresco6x163:48*cresco6x095:48*cresco6x194:48*cresco6x230:48*cresco6x051:48*cresco6x328:48*cresco6x017:48*cresco6x084:48*cresco6x239:48*cresco6x023,1,0,39,27,18,SPK,4,0,576,580,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891597,IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lby_r1_W15_20231130_023625,1701602774,1701603072,48*cresco6x126:48*cresco6x176:48*cresco6x134:48*cresco6x244:48*cresco6x202:48*cresco6x290:48*cresco6x023:48*cresco6x352:48*cresco6x017:48*cresco6x095:48*cresco6x239:48*cresco6x163:48*cresco6x266:48*cresco6x084,1,0,298,286,282,IMeCO,4,4,576,672,42240,single,y,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891598,SPKFT4_nf4_cp576_tnp580_ms42240_single_lby_r1_W15_20231130_023625,1701603099,1701603143,48*cresco6x306:48*cresco6x177:48*cresco6x230:48*cresco6x194:48*cresco6x051:48*cresco6x266:48*cresco6x176:48*cresco6x126:48*cresco6x290:48*cresco6x239:48*cresco6x023:48*cresco6x134:48*cresco6x163,1,-99,44,25,17,SPK,4,4,576,580,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891599,IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lby_r1_W15_20231130_023625,1701603170,1701603521,48*cresco6x095:48*cresco6x352:48*cresco6x244:48*cresco6x202:48*cresco6x017:48*cresco6x084:48*cresco6x163:48*cresco6x126:48*cresco6x176:48*cresco6x266:48*cresco6x177:48*cresco6x290:48*cresco6x239:48*cresco6x134:48*cresco6x023:48*cresco6x051,1,0,351,331,327,IMeCO,8,0,576,768,42240,single,y,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891600,SPKFT8_nf0_cp576_tnp584_ms42240_single_lby_r1_W15_20231130_023625,1701603545,1701603587,48*cresco6x214:48*cresco6x306:48*cresco6x194:48*cresco6x134:48*cresco6x163:48*cresco6x023:48*cresco6x266:48*cresco6x177:48*cresco6x290:48*cresco6x095:48*cresco6x051:48*cresco6x352:48*cresco6x017,1,0,42,26,18,SPK,8,0,576,584,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891601,IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lby_r1_W15_20231130_023625,1701603610,1701603913,48*cresco6x176:48*cresco6x126:48*cresco6x202:48*cresco6x239:48*cresco6x084:48*cresco6x244:48*cresco6x023:48*cresco6x134:48*cresco6x163:48*cresco6x177:48*cresco6x214:48*cresco6x266:48*cresco6x017:48*cresco6x290:48*cresco6x194:48*cresco6x051,1,0,303,283,280,IMeCO,8,8,576,768,42240,single,y,1,15,16,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
891602,SPKFT8_nf8_cp576_tnp584_ms42240_single_lby_r1_W15_20231130_023625,1701603941,1701603983,48*cresco6x328:48*cresco6x174:48*cresco6x212:48*cresco6x266:48*cresco6x126:48*cresco6x214:48*cresco6x163:48*cresco6x084:48*cresco6x177:48*cresco6x176:48*cresco6x023:48*cresco6x290:48*cresco6x239,1,-99,42,25,17,SPK,8,8,576,584,42240,single,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891603,IMeCOFT0_cp576_tnp576_ms42240_double_lby_r1_W15_20231130_023625,1701604001,1701604593,48*cresco6x134:48*cresco6x202:48*cresco6x017:48*cresco6x244:48*cresco6x194:48*cresco6x051:48*cresco6x239:48*cresco6x176:48*cresco6x163:48*cresco6x126:48*cresco6x328:48*cresco6x177,1,0,592,571,565,IMeCO,0,0,576,576,42240,double,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891604,SPKFT0_cp576_tnp576_ms42240_double_lby_r1_W15_20231130_023626,1701604614,1701604687,48*cresco6x220:48*cresco6x214:48*cresco6x023:48*cresco6x212:48*cresco6x174:48*cresco6x084:48*cresco6x290:48*cresco6x194:48*cresco6x051:48*cresco6x134:48*cresco6x163:48*cresco6x328,1,0,72,48,33,SPK,0,0,576,576,42240,double,y,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891605,IMeCOFT1_nf0_cp576_tnp600_ms42240_double_lby_r1_W15_20231130_023626,1701604709,1701605308,48*cresco6x239:48*cresco6x244:48*cresco6x126:48*cresco6x177:48*cresco6x176:48*cresco6x202:48*cresco6x017:48*cresco6x134:48*cresco6x023:48*cresco6x163:48*cresco6x220:48*cresco6x212:48*cresco6x290,1,0,599,574,568,IMeCO,1,0,576,600,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891606,SPKFT1_nf0_cp576_tnp577_ms42240_double_lby_r1_W15_20231130_023626,1701609666,1701609738,48*cresco6x234:48*cresco6x244:48*cresco6x249:48*cresco6x111:48*cresco6x204:48*cresco6x121:48*cresco6x248:48*cresco6x050:48*cresco6x302:48*cresco6x252:48*cresco6x263:48*cresco6x009:48*cresco6x049,1,0,72,44,30,SPK,1,0,576,577,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891607,IMeCOFT1_nf1_cp576_tnp600_ms42240_double_lby_r1_W15_20231130_023626,1701610790,1701611567,48*cresco6x244:48*cresco6x248:48*cresco6x252:48*cresco6x009:48*cresco6x121:48*cresco6x195:48*cresco6x111:48*cresco6x249:48*cresco6x234:48*cresco6x302:48*cresco6x123:48*cresco6x263:48*cresco6x050,1,0,777,755,748,IMeCO,1,1,576,600,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891608,SPKFT1_nf1_cp576_tnp577_ms42240_double_lby_r1_W15_20231130_023626,1701611593,1701611661,48*cresco6x266:48*cresco6x095:48*cresco6x111:48*cresco6x263:48*cresco6x123:48*cresco6x121:48*cresco6x302:48*cresco6x234:48*cresco6x244:48*cresco6x009:48*cresco6x248:48*cresco6x195:48*cresco6x249,1,-99,68,44,29,SPK,1,1,576,577,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891609,IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lby_r1_W15_20231130_023626,1701630139,1701630739,48*cresco6x202:48*cresco6x148:48*cresco6x291:48*cresco6x045:48*cresco6x050:48*cresco6x111:48*cresco6x023:48*cresco6x144:48*cresco6x141:48*cresco6x361:48*cresco6x151:48*cresco6x300:48*cresco6x209,1,0,600,579,572,IMeCO,2,0,576,624,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891610,SPKFT2_nf0_cp576_tnp578_ms42240_double_lby_r1_W15_20231130_023626,1701637136,1701637207,48*cresco6x043:48*cresco6x153:48*cresco6x258:48*cresco6x256:48*cresco6x087:48*cresco6x160:48*cresco6x105:48*cresco6x210:48*cresco6x274:48*cresco6x045:48*cresco6x135:48*cresco6x317:48*cresco6x140,1,0,71,45,30,SPK,2,0,576,578,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891611,IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lby_r1_W15_20231130_023626,1701643559,1701644215,48*cresco6x258:48*cresco6x049:48*cresco6x018:48*cresco6x153:48*cresco6x038:48*cresco6x045:48*cresco6x274:48*cresco6x087:48*cresco6x057:48*cresco6x172:48*cresco6x105:48*cresco6x256:48*cresco6x135,1,0,656,634,627,IMeCO,2,2,576,624,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891612,SPKFT2_nf2_cp576_tnp578_ms42240_double_lby_r1_W15_20231130_023627,1701644244,1701644310,48*cresco6x043:48*cresco6x071:48*cresco6x210:48*cresco6x158:48*cresco6x317:48*cresco6x015:48*cresco6x291:48*cresco6x097:48*cresco6x018:48*cresco6x057:48*cresco6x087:48*cresco6x258:48*cresco6x105,1,-99,66,45,29,SPK,2,2,576,578,42240,double,y,1,15,13,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0
891500,SPKFT1_nf1_cp484_tnp485_ms42240_double_lbn_r1_W15_20231130_023612,1701490279,1701490353,48*cresco6x080:48*cresco6x011:48*cresco6x142:48*cresco6x261:48*cresco6x031:48*cresco6x286:48*cresco6x198:48*cresco6x302:48*cresco6x276:48*cresco6x340:48*cresco6x325,1,-99,74,52,37,SPK,1,1,484,485,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891501,IMeCOFT2_nf0_cp484_tnp528_ms42240_double_lbn_r1_W15_20231130_023613,1701490374,1701491050,48*cresco6x032:48*cresco6x016:48*cresco6x196:48*cresco6x325:48*cresco6x011:48*cresco6x198:48*cresco6x080:48*cresco6x261:48*cresco6x031:48*cresco6x276:48*cresco6x302,1,0,676,655,648,IMeCO,2,0,484,528,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891502,SPKFT2_nf0_cp484_tnp486_ms42240_double_lbn_r1_W15_20231130_023613,1701491072,1701491147,48*cresco6x142:48*cresco6x195:48*cresco6x286:48*cresco6x332:48*cresco6x198:48*cresco6x302:48*cresco6x011:48*cresco6x196:48*cresco6x032:48*cresco6x325:48*cresco6x276,1,0,75,53,38,SPK,2,0,484,486,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891503,IMeCOFT2_nf2_cp484_tnp528_ms42240_double_lbn_r1_W15_20231130_023613,1701491167,1701491863,48*cresco6x261:48*cresco6x031:48*cresco6x080:48*cresco6x016:48*cresco6x276:48*cresco6x325:48*cresco6x032:48*cresco6x195:48*cresco6x332:48*cresco6x142:48*cresco6x286,1,0,696,675,668,IMeCO,2,2,484,528,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891504,SPKFT2_nf2_cp484_tnp486_ms42240_double_lbn_r1_W15_20231130_023613,1701491888,1701491962,48*cresco6x186:48*cresco6x196:48*cresco6x046:48*cresco6x302:48*cresco6x171:48*cresco6x011:48*cresco6x198:48*cresco6x272:48*cresco6x064:48*cresco6x142:48*cresco6x286,1,-99,74,51,36,SPK,2,2,484,486,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891505,IMeCOFT4_nf0_cp484_tnp572_ms42240_double_lbn_r1_W15_20231130_023613,1701491982,1701492678,48*cresco6x261:48*cresco6x031:48*cresco6x332:48*cresco6x016:48*cresco6x195:48*cresco6x276:48*cresco6x080:48*cresco6x325:48*cresco6x032:48*cresco6x286:48*cresco6x064:48*cresco6x272,1,0,696,674,667,IMeCO,4,0,484,572,42240,double,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891506,SPKFT4_nf0_cp484_tnp488_ms42240_double_lbn_r1_W15_20231130_023613,1701492704,1701492782,48*cresco6x319:48*cresco6x020:48*cresco6x171:48*cresco6x186:48*cresco6x128:48*cresco6x240:48*cresco6x142:48*cresco6x302:48*cresco6x198:48*cresco6x340:48*cresco6x196,1,0,78,53,38,SPK,4,0,484,488,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891507,IMeCOFT4_nf4_cp484_tnp572_ms42240_double_lbn_r1_W15_20231130_023613,1701492805,1701493487,48*cresco6x051:48*cresco6x046:48*cresco6x286:48*cresco6x032:48*cresco6x064:48*cresco6x272:48*cresco6x325:48*cresco6x332:48*cresco6x276:48*cresco6x080:48*cresco6x195:48*cresco6x016,1,0,682,657,651,IMeCO,4,4,484,572,42240,double,n,1,15,12,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0
891508,SPKFT4_nf4_cp484_tnp488_ms42240_double_lbn_r1_W15_20231130_023613,1701493510,1701493585,48*cresco6x020:48*cresco6x241:48*cresco6x261:48*cresco6x340:48*cresco6x128:48*cresco6x056:48*cresco6x362:48*cresco6x240:48*cresco6x200:48*cresco6x302:48*cresco6x196,1,-99,75,53,38,SPK,4,4,484,488,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891509,IMeCOFT8_nf0_cp484_tnp660_ms42240_double_lbn_r1_W15_20231130_023614,1701493610,1701494292,48*cresco6x057:48*cresco6x142:48*cresco6x198:48*cresco6x228:48*cresco6x319:48*cresco6x064:48*cresco6x032:48*cresco6x325:48*cresco6x276:48*cresco6x195:48*cresco6x272:48*cresco6x016:48*cresco6x271:48*cresco6x051,1,0,681,659,652,IMeCO,8,0,484,660,42240,double,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891510,SPKFT8_nf0_cp484_tnp492_ms42240_double_lbn_r1_W15_20231130_023614,1701494317,1701494391,48*cresco6x285:48*cresco6x332:48*cresco6x186:48*cresco6x020:48*cresco6x240:48*cresco6x128:48*cresco6x089:48*cresco6x056:48*cresco6x114:48*cresco6x080:48*cresco6x200,1,0,74,52,37,SPK,8,0,484,492,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891511,IMeCOFT8_nf8_cp484_tnp660_ms42240_double_lbn_r1_W15_20231130_023614,1701494418,1701495105,48*cresco6x011:48*cresco6x302:48*cresco6x171:48*cresco6x241:48*cresco6x120:48*cresco6x261:48*cresco6x286:48*cresco6x046:48*cresco6x196:48*cresco6x340:48*cresco6x057:48*cresco6x051:48*cresco6x142:48*cresco6x198,1,0,687,662,655,IMeCO,8,8,484,660,42240,double,n,1,15,14,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0
891512,SPKFT8_nf8_cp484_tnp492_ms42240_double_lbn_r1_W15_20231130_023614,1701495131,1701495204,48*cresco6x319:48*cresco6x031:48*cresco6x200:48*cresco6x114:48*cresco6x080:48*cresco6x089:48*cresco6x064:48*cresco6x240:48*cresco6x195:48*cresco6x332:48*cresco6x128,1,-99,73,51,37,SPK,8,8,484,492,42240,double,n,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891513,IMeCOFT0_cp484_tnp484_ms42240_single_lby_r1_W15_20231130_023614,1701495226,1701495534,48*cresco6x276:48*cresco6x272:48*cresco6x186:48*cresco6x325:48*cresco6x016:48*cresco6x010:48*cresco6x020:48*cresco6x056:48*cresco6x286:48*cresco6x261:48*cresco6x241,1,0,308,293,290,IMeCO,0,0,484,484,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891514,SPKFT0_cp484_tnp484_ms42240_single_lby_r1_W15_20231130_023614,1701495552,1701495596,48*cresco6x120:48*cresco6x195:48*cresco6x196:48*cresco6x031:48*cresco6x051:48*cresco6x057:48*cresco6x114:48*cresco6x128:48*cresco6x080:48*cresco6x046:48*cresco6x089,1,0,44,28,20,SPK,0,0,484,484,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891515,IMeCOFT1_nf0_cp484_tnp506_ms42240_single_lby_r1_W15_20231130_023614,1701495622,1701495945,48*cresco6x332:48*cresco6x340:48*cresco6x064:48*cresco6x228:48*cresco6x240:48*cresco6x302:48*cresco6x285:48*cresco6x198:48*cresco6x200:48*cresco6x011:48*cresco6x319,1,0,323,304,301,IMeCO,1,0,484,506,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891516,SPKFT1_nf0_cp484_tnp485_ms42240_single_lby_r1_W15_20231130_023615,1701495969,1701496011,48*cresco6x286:48*cresco6x195:48*cresco6x196:48*cresco6x051:48*cresco6x114:48*cresco6x171:48*cresco6x032:48*cresco6x362:48*cresco6x120:48*cresco6x046:48*cresco6x080,1,0,42,27,19,SPK,1,0,484,485,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891517,IMeCOFT1_nf1_cp484_tnp506_ms42240_single_lby_r1_W15_20231130_023615,1701496034,1701496354,48*cresco6x057:48*cresco6x031:48*cresco6x261:48*cresco6x128:48*cresco6x010:48*cresco6x276:48*cresco6x241:48*cresco6x016:48*cresco6x089:48*cresco6x272:48*cresco6x186,1,0,320,305,302,IMeCO,1,1,484,506,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891518,SPKFT1_nf1_cp484_tnp485_ms42240_single_lby_r1_W15_20231130_023615,1701496381,1701496424,48*cresco6x114:48*cresco6x325:48*cresco6x011:48*cresco6x340:48*cresco6x051:48*cresco6x228:48*cresco6x080:48*cresco6x240:48*cresco6x271:48*cresco6x046:48*cresco6x302,1,-99,43,27,19,SPK,1,1,484,485,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
891519,IMeCOFT2_nf0_cp484_tnp528_ms42240_single_lby_r1_W15_20231130_023615,1701496451,1701496789,48*cresco6x056:48*cresco6x286:48*cresco6x200:48*cresco6x332:48*cresco6x032:48*cresco6x120:48*cresco6x195:48*cresco6x196:48*cresco6x106:48*cresco6x064:48*cresco6x285,1,0,338,319,316,IMeCO,2,0,484,528,42240,single,y,1,15,11,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0
