Jobid	Jobname	Time1	Startime	Lock	energy	node1	nodo2	nodo3	nodo4	nodo5	nodo6	nodo7	nodo8	nodo9	nodo10	nodo11	nodo12	nodo13	nodo14	nodo15	nodo16
902758	SPKFT1_nf1_cp576_tnp577_ms15840_single_lbn_r1_W3_20231207_221136	2023-12-07 23:31:17	1701988268	D	0.01126	cresco6x361	cresco6x099	cresco6x148	cresco6x044	cresco6x143	cresco6x070	cresco6x266	cresco6x134	cresco6x271	cresco6x018	cresco6x028	cresco6x203	cresco6x195			
902759	IMeCOFT2_nf0_cp576_tnp624_ms15840_single_lbn_r1_W3_20231207_221136	2023-12-07 23:31:57	1701988308	D	0.01407	cresco6x099	cresco6x271	cresco6x203	cresco6x045	cresco6x242	cresco6x043	cresco6x322	cresco6x244	cresco6x257	cresco6x089	cresco6x164	cresco6x223	cresco6x225			
902760	SPKFT2_nf0_cp576_tnp578_ms15840_single_lbn_r1_W3_20231207_221136	2023-12-07 23:32:42	1701988353	D	0.00909	cresco6x138	cresco6x328	cresco6x303	cresco6x190	cresco6x066	cresco6x226	cresco6x062	cresco6x239	cresco6x189	cresco6x227	cresco6x124	cresco6x201	cresco6x293			
902761	IMeCOFT2_nf2_cp576_tnp624_ms15840_single_lbn_r1_W3_20231207_221136	2023-12-07 23:33:23	1701988393	D	0.01467	cresco6x022	cresco6x081	cresco6x050	cresco6x229	cresco6x142	cresco6x235	cresco6x165	cresco6x027	cresco6x316	cresco6x219	cresco6x073	cresco6x174	cresco6x279			
902762	SPKFT2_nf2_cp576_tnp578_ms15840_single_lbn_r1_W3_20231207_221136	2023-12-07 23:34:08	1701988438	D	0.00988	cresco6x222	cresco6x256	cresco6x179	cresco6x108	cresco6x010	cresco6x028	cresco6x171	cresco6x156	cresco6x194	cresco6x049	cresco6x070	cresco6x252	cresco6x080			
902763	IMeCOFT4_nf0_cp576_tnp672_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:34:49	1701988479	D	0.01775	cresco6x044	cresco6x143	cresco6x266	cresco6x019	cresco6x164	cresco6x089	cresco6x242	cresco6x043	cresco6x257	cresco6x195	cresco6x293	cresco6x244	cresco6x145	cresco6x099		
902764	SPKFT4_nf0_cp576_tnp580_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:35:33	1701988523	D	0.01008	cresco6x085	cresco6x258	cresco6x190	cresco6x237	cresco6x303	cresco6x018	cresco6x124	cresco6x227	cresco6x148	cresco6x203	cresco6x138	cresco6x328	cresco6x123			
902765	IMeCOFT4_nf4_cp576_tnp672_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:36:13	1701988564	D	0.01781	cresco6x225	cresco6x189	cresco6x045	cresco6x066	cresco6x188	cresco6x322	cresco6x073	cresco6x131	cresco6x265	cresco6x022	cresco6x174	cresco6x027	cresco6x250	cresco6x316		
902766	SPKFT4_nf4_cp576_tnp580_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:36:58	1701988609	D	0.00885	cresco6x201	cresco6x219	cresco6x165	cresco6x239	cresco6x194	cresco6x235	cresco6x010	cresco6x252	cresco6x179	cresco6x156	cresco6x108	cresco6x171	cresco6x062			
902767	IMeCOFT8_nf0_cp576_tnp768_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:37:38	1701988648	D	0.01859	cresco6x219	cresco6x194	cresco6x179	cresco6x279	cresco6x050	cresco6x222	cresco6x028	cresco6x244	cresco6x143	cresco6x089	cresco6x043	cresco6x081	cresco6x321	cresco6x293	cresco6x099	cresco6x257
902768	SPKFT8_nf0_cp576_tnp584_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:38:34	1701988704	D	0.00868	cresco6x085	cresco6x266	cresco6x044	cresco6x205	cresco6x328	cresco6x217	cresco6x018	cresco6x227	cresco6x242	cresco6x123	cresco6x258	cresco6x237	cresco6x203			
902769	IMeCOFT8_nf8_cp576_tnp768_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:39:15	1701988745	D	0.01915	cresco6x145	cresco6x062	cresco6x190	cresco6x189	cresco6x225	cresco6x080	cresco6x188	cresco6x138	cresco6x134	cresco6x322	cresco6x124	cresco6x022	cresco6x131	cresco6x070	cresco6x226	cresco6x073
902770	SPKFT8_nf8_cp576_tnp584_ms15840_single_lbn_r1_W3_20231207_221137	2023-12-07 23:39:59	1701988790	D	0.00919	cresco6x174	cresco6x108	cresco6x027	cresco6x140	cresco6x165	cresco6x066	cresco6x239	cresco6x156	cresco6x303	cresco6x235	cresco6x252	cresco6x250	cresco6x265			
902771	IMeCOFT0_cp576_tnp576_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:40:39	1701988829	D	0.02821	cresco6x027	cresco6x303	cresco6x140	cresco6x229	cresco6x010	cresco6x179	cresco6x279	cresco6x293	cresco6x194	cresco6x219	cresco6x316	cresco6x045				
902772	SPKFT0_cp576_tnp576_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:41:34	1701988885	D	0.01088	cresco6x197	cresco6x050	cresco6x081	cresco6x089	cresco6x203	cresco6x257	cresco6x206	cresco6x043	cresco6x018	cresco6x143	cresco6x266	cresco6x244				
902773	IMeCOFT1_nf0_cp576_tnp600_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:42:14	1701988924	D	0.03072	cresco6x085	cresco6x019	cresco6x258	cresco6x099	cresco6x148	cresco6x171	cresco6x217	cresco6x009	cresco6x322	cresco6x205	cresco6x188	cresco6x044	cresco6x062			
902774	SPKFT1_nf0_cp576_tnp577_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:42:58	1701988979	D	0.01019	cresco6x190	cresco6x022	cresco6x073	cresco6x070	cresco6x222	cresco6x165	cresco6x080	cresco6x328	cresco6x156	cresco6x252	cresco6x174	cresco6x361	cresco6x250			
902775	IMeCOFT1_nf1_cp576_tnp600_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:43:49	1701989020	D	0.02803	cresco6x066	cresco6x124	cresco6x189	cresco6x226	cresco6x299	cresco6x201	cresco6x239	cresco6x223	cresco6x242	cresco6x293	cresco6x027	cresco6x194	cresco6x279			
902776	SPKFT1_nf1_cp576_tnp577_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:44:45	1701989075	D	0.01322	cresco6x321	cresco6x134	cresco6x225	cresco6x266	cresco6x303	cresco6x045	cresco6x206	cresco6x018	cresco6x010	cresco6x081	cresco6x123	cresco6x143	cresco6x145			
902777	IMeCOFT2_nf0_cp576_tnp624_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:45:19	1701989110	D	0.03057	cresco6x050	cresco6x197	cresco6x043	cresco6x108	cresco6x203	cresco6x138	cresco6x316	cresco6x250	cresco6x188	cresco6x219	cresco6x217	cresco6x258	cresco6x229			
902778	SPKFT2_nf0_cp576_tnp578_ms15840_double_lbn_r1_W3_20231207_221138	2023-12-07 23:46:19	1701989170	D	0.01727	cresco6x195	cresco6x062	cresco6x009	cresco6x235	cresco6x099	cresco6x205	cresco6x089	cresco6x085	cresco6x171	cresco6x072	cresco6x131	cresco6x080	cresco6x070			
902779	IMeCOFT2_nf2_cp576_tnp624_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:47:04	1701989215	D	0.03176	cresco6x019	cresco6x044	cresco6x165	cresco6x222	cresco6x328	cresco6x174	cresco6x179	cresco6x148	cresco6x257	cresco6x322	cresco6x244	cresco6x189	cresco6x194			
902780	SPKFT2_nf2_cp576_tnp578_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:48:03	1701989274	D	0.01017	cresco6x145	cresco6x156	cresco6x293	cresco6x190	cresco6x223	cresco6x124	cresco6x226	cresco6x081	cresco6x361	cresco6x321	cresco6x212	cresco6x303	cresco6x206			
902781	IMeCOFT4_nf0_cp576_tnp672_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:48:45	1701989315	D	0.03246	cresco6x299	cresco6x321	cresco6x212	cresco6x081	cresco6x243	cresco6x361	cresco6x279	cresco6x201	cresco6x266	cresco6x018	cresco6x073	cresco6x134	cresco6x010	cresco6x219		
902782	SPKFT4_nf0_cp576_tnp580_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:49:44	1701989375	D	0.01175	cresco6x203	cresco6x050	cresco6x242	cresco6x316	cresco6x138	cresco6x123	cresco6x089	cresco6x085	cresco6x009	cresco6x099	cresco6x171	cresco6x062	cresco6x197			
902783	IMeCOFT4_nf4_cp576_tnp672_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:51:09	1701989460	D	0.03493	cresco6x108	cresco6x131	cresco6x164	cresco6x195	cresco6x271	cresco6x194	cresco6x044	cresco6x217	cresco6x019	cresco6x252	cresco6x257	cresco6x322	cresco6x189	cresco6x229		
902784	SPKFT4_nf4_cp576_tnp580_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:52:04	1701989515	D	0.01170	cresco6x047	cresco6x072	cresco6x222	cresco6x148	cresco6x145	cresco6x206	cresco6x066	cresco6x156	cresco6x235	cresco6x328	cresco6x031	cresco6x299	cresco6x237			
902785	IMeCOFT8_nf0_cp576_tnp768_ms15840_double_lbn_r1_W3_20231207_221139	2023-12-07 23:52:44	1701989554	D	0.03760	cresco6x010	cresco6x201	cresco6x226	cresco6x250	cresco6x028	cresco6x225	cresco6x321	cresco6x212	cresco6x045	cresco6x123	cresco6x266	cresco6x089	cresco6x085	cresco6x081	cresco6x219	cresco6x165
902786	SPKFT8_nf0_cp576_tnp584_ms15840_double_lbn_r1_W3_20231207_221140	2023-12-07 23:53:44	1701989614	D	0.01007	cresco6x203	cresco6x190	cresco6x138	cresco6x073	cresco6x179	cresco6x143	cresco6x227	cresco6x303	cresco6x197	cresco6x043	cresco6x124	cresco6x258	cresco6x050			
902787	IMeCOFT8_nf8_cp576_tnp768_ms15840_double_lbn_r1_W3_20231207_221140	2023-12-07 23:54:46	1701989676	D	0.04061	cresco6x174	cresco6x189	cresco6x194	cresco6x019	cresco6x252	cresco6x018	cresco6x271	cresco6x265	cresco6x131	cresco6x164	cresco6x009	cresco6x195	cresco6x108	cresco6x031	cresco6x022	cresco6x171
902788	SPKFT8_nf8_cp576_tnp584_ms15840_double_lbn_r1_W3_20231207_221140	2023-12-07 23:55:40	1701989730	D	0.01024	cresco6x044	cresco6x047	cresco6x066	cresco6x243	cresco6x156	cresco6x299	cresco6x361	cresco6x235	cresco6x206	cresco6x072	cresco6x148	cresco6x305	cresco6x293			
902789	IMeCOFT0_cp576_tnp576_ms15840_single_lby_r1_W3_20231207_221140	2023-12-07 23:56:20	1701989771	D	0.01762	cresco6x237	cresco6x223	cresco6x080	cresco6x222	cresco6x140	cresco6x089	cresco6x145	cresco6x322	cresco6x201	cresco6x028	cresco6x225	cresco6x165				
902790	SPKFT0_cp576_tnp576_ms15840_single_lby_r1_W3_20231207_221140	2023-12-07 23:57:10	1701989821	D	0.01161	cresco6x188	cresco6x050	cresco6x250	cresco6x321	cresco6x010	cresco6x328	cresco6x124	cresco6x179	cresco6x025	cresco6x212	cresco6x203	cresco6x099				
902791	IMeCOFT1_nf0_cp576_tnp600_ms15840_single_lby_r1_W3_20231207_221140	2023-12-07 23:57:50	1701989861	D	0.01657	cresco6x124	cresco6x010	cresco6x190	cresco6x219	cresco6x179	cresco6x328	cresco6x062	cresco6x025	cresco6x258	cresco6x123	cresco6x205	cresco6x134	cresco6x085			
902792	SPKFT1_nf0_cp576_tnp577_ms15840_single_lby_r1_W3_20231207_221140	2023-12-07 23:58:35	1701989905	D	0.00671	cresco6x045	cresco6x266	cresco6x239	cresco6x226	cresco6x257	cresco6x271	cresco6x194	cresco6x244	cresco6x022	cresco6x265	cresco6x131	cresco6x189	cresco6x108			
902793	IMeCOFT1_nf1_cp576_tnp600_ms15840_single_lby_r1_W3_20231207_221140	2023-12-07 23:59:30	1701989960	D	0.01438	cresco6x138	cresco6x143	cresco6x171	cresco6x279	cresco6x299	cresco6x316	cresco6x031	cresco6x235	cresco6x164	cresco6x018	cresco6x206	cresco6x078	cresco6x201			
902794	SPKFT1_nf1_cp576_tnp577_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:00:15	1701990005	D	0.00733	cresco6x047	cresco6x156	cresco6x322	cresco6x080	cresco6x222	cresco6x140	cresco6x237	cresco6x072	cresco6x174	cresco6x293	cresco6x009	cresco6x212	cresco6x165			
902795	IMeCOFT2_nf0_cp576_tnp624_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:00:51	1701990041	D	0.01933	cresco6x155	cresco6x225	cresco6x145	cresco6x089	cresco6x361	cresco6x043	cresco6x250	cresco6x203	cresco6x179	cresco6x328	cresco6x010	cresco6x099	cresco6x085			
902796	SPKFT2_nf0_cp576_tnp578_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:02:20	1701990131	D	0.01114	cresco6x028	cresco6x050	cresco6x131	cresco6x190	cresco6x044	cresco6x321	cresco6x143	cresco6x194	cresco6x217	cresco6x227	cresco6x219	cresco6x197	cresco6x073			
902797	IMeCOFT2_nf2_cp576_tnp624_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:03:00	1701990171	D	0.01620	cresco6x050	cresco6x265	cresco6x321	cresco6x252	cresco6x299	cresco6x025	cresco6x124	cresco6x138	cresco6x206	cresco6x235	cresco6x279	cresco6x123	cresco6x140			
902798	SPKFT2_nf2_cp576_tnp578_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:03:51	1701990221	D	0.00745	cresco6x257	cresco6x195	cresco6x223	cresco6x243	cresco6x156	cresco6x047	cresco6x244	cresco6x009	cresco6x212	cresco6x188	cresco6x322	cresco6x305	cresco6x229			
902799	IMeCOFT4_nf0_cp576_tnp672_ms15840_single_lby_r1_W3_20231207_221141	2023-12-08 00:04:46	1701990276	D	0.01735	cresco6x237	cresco6x155	cresco6x171	cresco6x174	cresco6x066	cresco6x099	cresco6x361	cresco6x189	cresco6x179	cresco6x250	cresco6x242	cresco6x062	cresco6x010	cresco6x108		
902800	SPKFT4_nf0_cp576_tnp580_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:05:31	1701990322	D	0.01021	cresco6x165	cresco6x266	cresco6x072	cresco6x293	cresco6x222	cresco6x028	cresco6x085	cresco6x031	cresco6x143	cresco6x203	cresco6x073	cresco6x217	cresco6x239			
902801	IMeCOFT4_nf4_cp576_tnp672_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:06:12	1701990362	D	0.01688	cresco6x194	cresco6x080	cresco6x018	cresco6x050	cresco6x145	cresco6x190	cresco6x328	cresco6x123	cresco6x124	cresco6x201	cresco6x229	cresco6x235	cresco6x219	cresco6x321		
902802	SPKFT4_nf4_cp576_tnp580_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:06:59	1701990409	D	0.00853	cresco6x279	cresco6x044	cresco6x131	cresco6x009	cresco6x025	cresco6x197	cresco6x078	cresco6x305	cresco6x206	cresco6x212	cresco6x164	cresco6x271	cresco6x244			
902803	IMeCOFT8_nf0_cp576_tnp768_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:07:38	1701990449	D	0.02078	cresco6x243	cresco6x188	cresco6x047	cresco6x134	cresco6x265	cresco6x045	cresco6x140	cresco6x099	cresco6x108	cresco6x022	cresco6x226	cresco6x179	cresco6x299	cresco6x066	cresco6x189	cresco6x155
902804	SPKFT8_nf0_cp576_tnp584_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:08:23	1701990493	D	0.00839	cresco6x322	cresco6x205	cresco6x125	cresco6x171	cresco6x242	cresco6x237	cresco6x010	cresco6x258	cresco6x217	cresco6x222	cresco6x028	cresco6x239	cresco6x223			
902805	IMeCOFT8_nf8_cp576_tnp768_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:12:18	1701990727	D	0.02160	cresco6x121	cresco6x267	cresco6x205	cresco6x169	cresco6x217	cresco6x194	cresco6x179	cresco6x235	cresco6x188	cresco6x019	cresco6x239	cresco6x203	cresco6x225	cresco6x271	cresco6x256	cresco6x189
902806	SPKFT8_nf8_cp576_tnp584_ms15840_single_lby_r1_W3_20231207_221142	2023-12-08 00:12:55	1701990766	D	0.00775	cresco6x217	cresco6x328	cresco6x121	cresco6x235	cresco6x188	cresco6x019	cresco6x271	cresco6x239	cresco6x203	cresco6x164	cresco6x321	cresco6x361	cresco6x179			
902807	IMeCOFT0_cp576_tnp576_ms15840_double_lby_r1_W3_20231207_221142	2023-12-08 01:50:44	1701996635	D	0.02778	cresco6x060	cresco6x128	cresco6x251	cresco6x154	cresco6x033	cresco6x094	cresco6x240	cresco6x150	cresco6x234	cresco6x300	cresco6x137	cresco6x149				
902808	SPKFT0_cp576_tnp576_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 04:44:58	1702007089	D	0.01162	cresco6x220	cresco6x052	cresco6x246	cresco6x221	cresco6x292	cresco6x074	cresco6x079	cresco6x117	cresco6x236	cresco6x337	cresco6x185	cresco6x307				
902809	IMeCOFT1_nf0_cp576_tnp600_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 04:46:08	1702007159	D	0.02949	cresco6x023	cresco6x024	cresco6x292	cresco6x246	cresco6x337	cresco6x074	cresco6x236	cresco6x185	cresco6x307	cresco6x220	cresco6x117	cresco6x079	cresco6x052			
902810	SPKFT1_nf0_cp576_tnp577_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 04:47:03	1702007213	D	0.01364	cresco6x221	cresco6x337	cresco6x052	cresco6x074	cresco6x292	cresco6x307	cresco6x185	cresco6x220	cresco6x246	cresco6x236	cresco6x023	cresco6x117	cresco6x024			
902811	IMeCOFT1_nf1_cp576_tnp600_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 04:47:43	1702007253	D	0.03245	cresco6x079	cresco6x024	cresco6x292	cresco6x307	cresco6x117	cresco6x185	cresco6x023	cresco6x052	cresco6x221	cresco6x220	cresco6x074	cresco6x337	cresco6x246			
902812	SPKFT1_nf1_cp576_tnp577_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 05:19:48	1702009178	D	0.01037	cresco6x117	cresco6x220	cresco6x337	cresco6x024	cresco6x023	cresco6x221	cresco6x079	cresco6x074	cresco6x052	cresco6x183	cresco6x292	cresco6x185	cresco6x246			
902813	IMeCOFT2_nf0_cp576_tnp624_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 05:20:28	1702009218	D	0.03665	cresco6x236	cresco6x079	cresco6x307	cresco6x246	cresco6x023	cresco6x221	cresco6x052	cresco6x074	cresco6x337	cresco6x024	cresco6x292	cresco6x117	cresco6x185			
902814	SPKFT2_nf0_cp576_tnp578_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 05:21:33	1702009283	D	0.01070	cresco6x183	cresco6x220	cresco6x337	cresco6x052	cresco6x292	cresco6x307	cresco6x185	cresco6x024	cresco6x079	cresco6x117	cresco6x023	cresco6x221	cresco6x236			
902815	IMeCOFT2_nf2_cp576_tnp624_ms15840_double_lby_r1_W3_20231207_221143	2023-12-08 05:22:12	1702009322	D	0.02998	cresco6x074	cresco6x246	cresco6x023	cresco6x052	cresco6x236	cresco6x079	cresco6x337	cresco6x221	cresco6x307	cresco6x185	cresco6x292	cresco6x024	cresco6x117			
902816	SPKFT2_nf2_cp576_tnp578_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:23:08	1702009379	D	0.00966	cresco6x183	cresco6x220	cresco6x337	cresco6x221	cresco6x246	cresco6x074	cresco6x236	cresco6x117	cresco6x024	cresco6x023	cresco6x079	cresco6x052	cresco6x292			
902817	IMeCOFT4_nf0_cp576_tnp672_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:23:48	1702009419	D	0.03792	cresco6x185	cresco6x307	cresco6x183	cresco6x292	cresco6x024	cresco6x117	cresco6x220	cresco6x023	cresco6x079	cresco6x052	cresco6x337	cresco6x246	cresco6x236	cresco6x074		
902818	SPKFT4_nf0_cp576_tnp580_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:24:53	1702009484	D	0.01088	cresco6x221	cresco6x292	cresco6x052	cresco6x185	cresco6x307	cresco6x183	cresco6x220	cresco6x337	cresco6x246	cresco6x236	cresco6x117	cresco6x074	cresco6x024			
902819	IMeCOFT4_nf4_cp576_tnp672_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:25:33	1702009524	D	0.03759	cresco6x292	cresco6x052	cresco6x185	cresco6x079	cresco6x023	cresco6x307	cresco6x220	cresco6x183	cresco6x337	cresco6x024	cresco6x246	cresco6x221	cresco6x074	cresco6x236		
902820	SPKFT4_nf4_cp576_tnp580_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:26:34	1702009584	D	0.01003	cresco6x117	cresco6x079	cresco6x052	cresco6x292	cresco6x307	cresco6x185	cresco6x183	cresco6x220	cresco6x337	cresco6x221	cresco6x236	cresco6x246	cresco6x024			
902821	IMeCOFT8_nf0_cp576_tnp768_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:31:20	1702009871	D	0.03597	cresco6x183	cresco6x074	cresco6x292	cresco6x185	cresco6x307	cresco6x220	cresco6x117	cresco6x079	cresco6x246	cresco6x023	cresco6x236	cresco6x337	cresco6x024	cresco6x221	cresco6x052	cresco6x135
902822	SPKFT8_nf0_cp576_tnp584_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:32:10	1702009922	D	0.01117	cresco6x117	cresco6x024	cresco6x135	cresco6x023	cresco6x079	cresco6x292	cresco6x307	cresco6x183	cresco6x185	cresco6x220	cresco6x074	cresco6x221	cresco6x337			
902823	IMeCOFT8_nf8_cp576_tnp768_ms15840_double_lby_r1_W3_20231207_221144	2023-12-08 05:54:33	1702011264	D	0.03793	cresco6x117	cresco6x292	cresco6x307	cresco6x024	cresco6x236	cresco6x074	cresco6x135	cresco6x185	cresco6x337	cresco6x183	cresco6x023	cresco6x220	cresco6x052	cresco6x221	cresco6x079	cresco6x246
902824	SPKFT8_nf8_cp576_tnp584_ms15840_double_lby_r1_W3_20231207_221145	2023-12-08 06:21:12	1702012862	D	0.01061	cresco6x292	cresco6x220	cresco6x185	cresco6x337	cresco6x052	cresco6x135	cresco6x023	cresco6x183	cresco6x307	cresco6x079	cresco6x024	cresco6x117	cresco6x236			
902884	IMeCOFT0_cp576_tnp576_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:21:46	1702012897	D	0.03792	cresco6x074	cresco6x183	cresco6x220	cresco6x079	cresco6x292	cresco6x337	cresco6x052	cresco6x307	cresco6x236	cresco6x135	cresco6x023	cresco6x117				
902885	SPKFT0_cp576_tnp576_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:22:51	1702012961	D	0.01033	cresco6x185	cresco6x246	cresco6x079	cresco6x052	cresco6x292	cresco6x307	cresco6x183	cresco6x220	cresco6x236	cresco6x337	cresco6x117	cresco6x074				
902886	IMeCOFT1_nf0_cp576_tnp600_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:23:31	1702013001	D	0.03373	cresco6x135	cresco6x023	cresco6x183	cresco6x220	cresco6x337	cresco6x052	cresco6x079	cresco6x246	cresco6x185	cresco6x307	cresco6x292	cresco6x236	cresco6x074			
902887	SPKFT1_nf0_cp576_tnp577_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:54:39	1702014869	D	0.01026	cresco6x135	cresco6x221	cresco6x079	cresco6x246	cresco6x217	cresco6x307	cresco6x245	cresco6x023	cresco6x052	cresco6x292	cresco6x074	cresco6x337	cresco6x183			
902888	IMeCOFT1_nf1_cp576_tnp600_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:55:19	1702014909	D	0.03377	cresco6x135	cresco6x245	cresco6x023	cresco6x246	cresco6x079	cresco6x220	cresco6x185	cresco6x183	cresco6x117	cresco6x292	cresco6x052	cresco6x307	cresco6x074			
902889	SPKFT1_nf1_cp576_tnp577_ms21120_single_lbn_r1_W8_20231207_235404	2023-12-08 06:56:19	1702014970	D	0.01643	cresco6x221	cresco6x217	cresco6x337	cresco6x074	cresco6x117	cresco6x023	cresco6x135	cresco6x246	cresco6x245	cresco6x079	cresco6x052	cresco6x292	cresco6x185			
902890	IMeCOFT2_nf0_cp576_tnp624_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 06:57:04	1702015014	D	0.03844	cresco6x307	cresco6x185	cresco6x183	cresco6x220	cresco6x292	cresco6x052	cresco6x246	cresco6x135	cresco6x117	cresco6x023	cresco6x079	cresco6x245	cresco6x217			
902891	SPKFT2_nf0_cp576_tnp578_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 06:58:09	1702015079	D	0.01572	cresco6x337	cresco6x074	cresco6x221	cresco6x183	cresco6x292	cresco6x052	cresco6x307	cresco6x185	cresco6x220	cresco6x217	cresco6x023	cresco6x246	cresco6x117			
902892	IMeCOFT2_nf2_cp576_tnp624_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 06:58:55	1702015126	D	0.03458	cresco6x135	cresco6x117	cresco6x245	cresco6x079	cresco6x246	cresco6x023	cresco6x221	cresco6x074	cresco6x337	cresco6x220	cresco6x217	cresco6x292	cresco6x052			
902893	SPKFT2_nf2_cp576_tnp578_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 06:59:55	1702015185	D	0.01409	cresco6x183	cresco6x185	cresco6x307	cresco6x052	cresco6x292	cresco6x337	cresco6x220	cresco6x246	cresco6x074	cresco6x221	cresco6x245	cresco6x135	cresco6x217			
902894	IMeCOFT4_nf0_cp576_tnp672_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 07:00:41	1702015231	D	0.04122	cresco6x023	cresco6x079	cresco6x117	cresco6x217	cresco6x183	cresco6x185	cresco6x307	cresco6x292	cresco6x220	cresco6x052	cresco6x337	cresco6x221	cresco6x246	cresco6x074		
902895	SPKFT4_nf0_cp576_tnp580_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 10:52:38	1702029148	D	0.01379	cresco6x246	cresco6x221	cresco6x337	cresco6x292	cresco6x117	cresco6x220	cresco6x023	cresco6x236	cresco6x079	cresco6x307	cresco6x135	cresco6x245	cresco6x185			
902896	IMeCOFT4_nf4_cp576_tnp672_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 13:21:28	1702038079	D	0.04351	cresco6x055	cresco6x248	cresco6x209	cresco6x323	cresco6x118	cresco6x052	cresco6x023	cresco6x249	cresco6x113	cresco6x176	cresco6x108	cresco6x324	cresco6x074	cresco6x203		
902897	SPKFT4_nf4_cp576_tnp580_ms21120_single_lbn_r1_W8_20231207_235405	2023-12-08 13:22:33	1702038144	D	0.01351	cresco6x074	cresco6x176	cresco6x055	cresco6x108	cresco6x113	cresco6x248	cresco6x323	cresco6x324	cresco6x052	cresco6x023	cresco6x118	cresco6x209	cresco6x203			
902898	IMeCOFT8_nf0_cp576_tnp768_ms21120_single_lbn_r1_W8_20231207_235406	2023-12-08 13:59:18	1702040349	D	0.05747	cresco6x176	cresco6x203	cresco6x141	cresco6x023	cresco6x248	cresco6x324	cresco6x233	cresco6x153	cresco6x113	cresco6x323	cresco6x052	cresco6x118	cresco6x074	cresco6x055	cresco6x189	cresco6x209
902899	SPKFT8_nf0_cp576_tnp584_ms21120_single_lbn_r1_W8_20231207_235406	2023-12-08 14:00:22	1702040413	D	0.01355	cresco6x324	cresco6x052	cresco6x118	cresco6x023	cresco6x209	cresco6x203	cresco6x189	cresco6x233	cresco6x153	cresco6x055	cresco6x141	cresco6x248	cresco6x113			
