Jobid	Jobname	Time1	Startime	Lock	energy	node1	nodo2	nodo3	nodo4	nodo5	nodo6	nodo7	nodo8	nodo9	nodo10	nodo11	nodo12	nodo13	nodo14	nodo15	nodo16
904441	IMeCOFT2_nf2_cp576_tnp624_ms36960_double_lbn_r1_W10_20231209_004121	2023-12-10 03:08:39	1702174110	D	0.43478	cresco6x180	cresco6x057	cresco6x082	cresco6x261	cresco6x275	cresco6x179	cresco6x121	cresco6x132	cresco6x327	cresco6x251	cresco6x024	cresco6x046	cresco6x301			
904442	SPKFT2_nf2_cp576_tnp578_ms36960_double_lbn_r1_W10_20231209_004121	2023-12-10 03:15:24	1702174535	D	0.04938	cresco6x100	cresco6x295	cresco6x146	cresco6x303	cresco6x305	cresco6x152	cresco6x157	cresco6x167	cresco6x325	cresco6x175	cresco6x333	cresco6x362	cresco6x209			
904443	IMeCOFT2_nf0_cp576_tnp624_ms36960_single_lby_r1_W10_20231209_004122	2023-12-10 03:17:05	1702174616	D	0.21236	cresco6x306	cresco6x160	cresco6x174	cresco6x349	cresco6x196	cresco6x040	cresco6x219	cresco6x063	cresco6x081	cresco6x093	cresco6x073	cresco6x328	cresco6x207			
904444	SPKFT2_nf0_cp576_tnp578_ms36960_single_lby_r1_W10_20231209_004122	2023-12-10 03:20:50	1702174840	D	0.02696	cresco6x295	cresco6x136	cresco6x316	cresco6x175	cresco6x182	cresco6x192	cresco6x193	cresco6x057	cresco6x221	cresco6x226	cresco6x097	cresco6x265	cresco6x211			
904445	IMeCOFT2_nf2_cp576_tnp624_ms36960_single_lby_r1_W10_20231209_004122	2023-12-10 03:21:45	1702174895	D	0.22360	cresco6x146	cresco6x028	cresco6x362	cresco6x209	cresco6x053	cresco6x091	cresco6x252	cresco6x198	cresco6x046	cresco6x179	cresco6x242	cresco6x317	cresco6x152			
904446	SPKFT2_nf2_cp576_tnp578_ms36960_single_lby_r1_W10_20231209_004122	2023-12-10 03:25:35	1702175125	D	0.02660	cresco6x112	cresco6x295	cresco6x140	cresco6x144	cresco6x306	cresco6x333	cresco6x180	cresco6x186	cresco6x196	cresco6x024	cresco6x057	cresco6x226	cresco6x238			
904447	IMeCOFT2_nf0_cp576_tnp624_ms36960_double_lby_r1_W10_20231209_004122	2023-12-10 03:26:25	1702175175	D	0.42266	cresco6x132	cresco6x134	cresco6x174	cresco6x062	cresco6x063	cresco6x082	cresco6x084	cresco6x093	cresco6x251	cresco6x261	cresco6x211	cresco6x328	cresco6x239			
904448	SPKFT2_nf0_cp576_tnp578_ms36960_double_lby_r1_W10_20231209_004122	2023-12-10 03:33:26	1702175597	D	0.04820	cresco6x105	cresco6x295	cresco6x144	cresco6x146	cresco6x306	cresco6x175	cresco6x182	cresco6x017	cresco6x198	cresco6x053	cresco6x219	cresco6x221	cresco6x252			
904449	IMeCOFT2_nf2_cp576_tnp624_ms36960_double_lby_r1_W10_20231209_004122	2023-12-10 03:34:41	1702175672	D	0.42525	cresco6x327	cresco6x192	cresco6x024	cresco6x028	cresco6x081	cresco6x265	cresco6x333	cresco6x140	cresco6x071	cresco6x170	cresco6x180	cresco6x091	cresco6x200			
904450	SPKFT2_nf2_cp576_tnp578_ms36960_double_lby_r1_W10_20231209_004123	2023-12-10 03:41:51	1702176101	D	0.04576	cresco6x110	cresco6x132	cresco6x136	cresco6x144	cresco6x303	cresco6x157	cresco6x160	cresco6x174	cresco6x186	cresco6x047	cresco6x208	cresco6x057	cresco6x062			
904451	IMeCOFT1_nf0_cp576_tnp600_ms36960_single_lbn_r1_W10_20231209_004123	2023-12-10 03:42:56	1702176166	D	0.20467	cresco6x167	cresco6x325	cresco6x352	cresco6x209	cresco6x053	cresco6x063	cresco6x221	cresco6x082	cresco6x242	cresco6x073	cresco6x175	cresco6x207	cresco6x121			
904452	SPKFT1_nf0_cp576_tnp577_ms36960_single_lbn_r1_W10_20231209_004123	2023-12-10 03:46:41	1702176391	D	0.03897	cresco6x132	cresco6x134	cresco6x136	cresco6x143	cresco6x186	cresco6x192	cresco6x193	cresco6x028	cresco6x057	cresco6x219	cresco6x081	cresco6x238	cresco6x239			
904453	IMeCOFT1_nf1_cp576_tnp600_ms36960_single_lbn_r1_W10_20231209_004123	2023-12-10 03:47:51	1702176462	D	0.20564	cresco6x110	cresco6x174	cresco6x208	cresco6x211	cresco6x062	cresco6x182	cresco6x046	cresco6x017	cresco6x303	cresco6x144	cresco6x200	cresco6x265	cresco6x305			
904454	SPKFT1_nf1_cp576_tnp577_ms36960_single_lbn_r1_W10_20231209_004123	2023-12-10 03:51:32	1702176683	D	0.02964	cresco6x105	cresco6x295	cresco6x136	cresco6x146	cresco6x317	cresco6x325	cresco6x333	cresco6x193	cresco6x196	cresco6x040	cresco6x057	cresco6x063	cresco6x226			
904455	IMeCOFT1_nf0_cp576_tnp600_ms36960_double_lbn_r1_W10_20231209_004123	2023-12-10 03:52:12	1702176742	D	0.41304	cresco6x100	cresco6x132	cresco6x316	cresco6x170	cresco6x352	cresco6x047	cresco6x207	cresco6x229	cresco6x081	cresco6x238	cresco6x084	cresco6x092	cresco6x093			
904456	SPKFT1_nf0_cp576_tnp577_ms36960_double_lbn_r1_W10_20231209_004123	2023-12-10 03:59:39	1702177168	D	0.04719	cresco6x110	cresco6x296	cresco6x140	cresco6x305	cresco6x157	cresco6x317	cresco6x175	cresco6x192	cresco6x028	cresco6x046	cresco6x208	cresco6x216	cresco6x062			
904457	IMeCOFT1_nf1_cp576_tnp600_ms36960_double_lbn_r1_W10_20231209_004123	2023-12-10 04:00:48	1702177238	D	0.41661	cresco6x063	cresco6x226	cresco6x239	cresco6x242	cresco6x251	cresco6x261	cresco6x280	cresco6x200	cresco6x333	cresco6x071	cresco6x136	cresco6x349	cresco6x221			
904458	SPKFT1_nf1_cp576_tnp577_ms36960_double_lbn_r1_W10_20231209_004124	2023-12-10 04:07:59	1702177670	D	0.04839	cresco6x105	cresco6x132	cresco6x301	cresco6x305	cresco6x306	cresco6x316	cresco6x160	cresco6x175	cresco6x180	cresco6x017	cresco6x352	cresco6x024	cresco6x028			
904459	IMeCOFT1_nf0_cp576_tnp600_ms36960_single_lby_r1_W10_20231209_004124	2023-12-10 04:09:15	1702177745	D	0.19946	cresco6x279	cresco6x134	cresco6x325	cresco6x327	cresco6x182	cresco6x186	cresco6x040	cresco6x211	cresco6x062	cresco6x219	cresco6x223	cresco6x082	cresco6x085			
904460	SPKFT1_nf0_cp576_tnp577_ms36960_single_lby_r1_W10_20231209_004124	2023-12-10 04:12:55	1702177966	D	0.02925	cresco6x105	cresco6x280	cresco6x110	cresco6x303	cresco6x160	cresco6x328	cresco6x175	cresco6x179	cresco6x193	cresco6x208	cresco6x221	cresco6x081	cresco6x084			
904461	IMeCOFT1_nf1_cp576_tnp600_ms36960_single_lby_r1_W10_20231209_004124	2023-12-10 04:13:50	1702178020	D	0.20332	cresco6x112	cresco6x301	cresco6x316	cresco6x196	cresco6x047	cresco6x207	cresco6x229	cresco6x242	cresco6x097	cresco6x251	cresco6x140	cresco6x046	cresco6x210			
904462	SPKFT1_nf1_cp576_tnp577_ms36960_single_lby_r1_W10_20231209_004124	2023-12-10 04:17:31	1702178242	D	0.02717	cresco6x105	cresco6x280	cresco6x132	cresco6x134	cresco6x306	cresco6x157	cresco6x325	cresco6x170	cresco6x174	cresco6x179	cresco6x333	cresco6x182	cresco6x186			
904463	IMeCOFT1_nf0_cp576_tnp600_ms36960_double_lby_r1_W10_20231209_004124	2023-12-10 04:18:26	1702178297	D	0.41830	cresco6x143	cresco6x160	cresco6x175	cresco6x017	cresco6x198	cresco6x024	cresco6x208	cresco6x219	cresco6x063	cresco6x221	cresco6x223	cresco6x081	cresco6x238			
904464	SPKFT1_nf0_cp576_tnp577_ms36960_double_lby_r1_W10_20231209_004124	2023-12-10 04:25:27	1702178718	D	0.04782	cresco6x140	cresco6x303	cresco6x306	cresco6x317	cresco6x170	cresco6x174	cresco6x333	cresco6x182	cresco6x193	cresco6x028	cresco6x046	cresco6x057	cresco6x084			
904465	IMeCOFT1_nf1_cp576_tnp600_ms36960_double_lby_r1_W10_20231209_004124	2023-12-10 04:26:42	1702178793	D	0.41191	cresco6x279	cresco6x105	cresco6x295	cresco6x186	cresco6x352	cresco6x229	cresco6x091	cresco6x092	cresco6x252	cresco6x265	cresco6x226	cresco6x073	cresco6x210			
904466	SPKFT1_nf1_cp576_tnp577_ms36960_double_lby_r1_W10_20231209_004124	2023-12-10 04:33:48	1702179218	D	0.05216	cresco6x296	cresco6x144	cresco6x146	cresco6x303	cresco6x305	cresco6x157	cresco6x160	cresco6x174	cresco6x175	cresco6x180	cresco6x193	cresco6x349	cresco6x024			
904467	IMeCOFT0_cp576_tnp576_ms36960_single_lbn_r1_W10_20231209_004125	2023-12-10 04:35:08	1702179298	D	0.20496	cresco6x121	cresco6x306	cresco6x316	cresco6x317	cresco6x167	cresco6x170	cresco6x327	cresco6x196	cresco6x028	cresco6x362	cresco6x207	cresco6x053				
904468	SPKFT0_cp576_tnp576_ms36960_single_lbn_r1_W10_20231209_004125	2023-12-10 04:38:53	1702179523	D	0.03009	cresco6x296	cresco6x134	cresco6x144	cresco6x303	cresco6x160	cresco6x328	cresco6x180	cresco6x186	cresco6x208	cresco6x216	cresco6x219	cresco6x221				
904469	IMeCOFT0_cp576_tnp576_ms36960_double_lbn_r1_W10_20231209_004125	2023-12-10 04:39:50	1702179580	D	0.39183	cresco6x295	cresco6x136	cresco6x301	cresco6x193	cresco6x229	cresco6x082	cresco6x239	cresco6x084	cresco6x085	cresco6x242	cresco6x091	cresco6x099				
904470	SPKFT0_cp576_tnp576_ms36960_double_lbn_r1_W10_20231209_004125	2023-12-10 04:46:55	1702180005	D	0.05424	cresco6x280	cresco6x110	cresco6x296	cresco6x132	cresco6x144	cresco6x146	cresco6x306	cresco6x316	cresco6x160	cresco6x167	cresco6x182	cresco6x186				
904471	IMeCOFT0_cp576_tnp576_ms36960_single_lby_r1_W10_20231209_004125	2023-12-10 04:48:16	1702180086	D	0.19746	cresco6x112	cresco6x175	cresco6x179	cresco6x207	cresco6x221	cresco6x238	cresco6x089	cresco6x092	cresco6x097	cresco6x251	cresco6x275	cresco6x210				
904472	SPKFT0_cp576_tnp576_ms36960_single_lby_r1_W10_20231209_004125	2023-12-10 04:51:51	1702180301	D	0.03039	cresco6x134	cresco6x157	cresco6x174	cresco6x180	cresco6x017	cresco6x196	cresco6x352	cresco6x040	cresco6x046	cresco6x209	cresco6x223	cresco6x071				
904473	IMeCOFT0_cp576_tnp576_ms36960_double_lby_r1_W10_20231209_004125	2023-12-10 04:52:46	1702180356	D	0.38651	cresco6x110	cresco6x132	cresco6x144	cresco6x160	cresco6x182	cresco6x186	cresco6x028	cresco6x062	cresco6x229	cresco6x084	cresco6x242	cresco6x327				
904474	SPKFT0_cp576_tnp576_ms36960_double_lby_r1_W10_20231209_004125	2023-12-10 04:59:47	1702180777	D	0.05326	cresco6x295	cresco6x296	cresco6x134	cresco6x143	cresco6x146	cresco6x306	cresco6x316	cresco6x333	cresco6x180	cresco6x196	cresco6x352	cresco6x024				
905503	IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lbn_r1_W15_20231210_021714	2023-12-10 05:01:11	1702180861	D	0.38694	cresco6x301	cresco6x175	cresco6x216	cresco6x219	cresco6x239	cresco6x091	cresco6x092	cresco6x328	cresco6x100	cresco6x210	cresco6x279	cresco6x040	cresco6x198	cresco6x167	cresco6x192	cresco6x226
905504	SPKFT8_nf0_cp576_tnp584_ms42240_single_lbn_r1_W15_20231210_021714	2023-12-10 05:06:26	1702181176	D	0.03845	cresco6x140	cresco6x144	cresco6x170	cresco6x327	cresco6x174	cresco6x182	cresco6x186	cresco6x196	cresco6x024	cresco6x362	cresco6x047	cresco6x223	cresco6x229			
905505	IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lbn_r1_W15_20231210_021714	2023-12-10 05:08:16	1702181286	D	0.39425	cresco6x105	cresco6x296	cresco6x136	cresco6x306	cresco6x157	cresco6x333	cresco6x180	cresco6x208	cresco6x053	cresco6x221	cresco6x082	cresco6x251	cresco6x261	cresco6x265	cresco6x275	cresco6x071
905506	SPKFT8_nf8_cp576_tnp584_ms42240_single_lbn_r1_W15_20231210_021714	2023-12-10 05:13:37	1702181607	D	0.03895	cresco6x279	cresco6x132	cresco6x134	cresco6x146	cresco6x303	cresco6x305	cresco6x316	cresco6x174	cresco6x175	cresco6x182	cresco6x186	cresco6x193	cresco6x028			
905507	IMeCOFT8_nf0_cp576_tnp768_ms42240_double_lbn_r1_W15_20231210_021714	2023-12-10 05:14:37	1702181668	D	0.79192	cresco6x140	cresco6x327	cresco6x216	cresco6x167	cresco6x238	cresco6x160	cresco6x179	cresco6x229	cresco6x223	cresco6x099	cresco6x100	cresco6x280	cresco6x198	cresco6x192	cresco6x024	cresco6x200
905508	SPKFT8_nf0_cp576_tnp584_ms42240_double_lbn_r1_W15_20231210_021715	2023-12-10 05:24:53	1702182283	D	0.06623	cresco6x279	cresco6x105	cresco6x112	cresco6x144	cresco6x157	cresco6x316	cresco6x170	cresco6x175	cresco6x182	cresco6x193	cresco6x028	cresco6x207	cresco6x209			
905509	IMeCOFT8_nf8_cp576_tnp768_ms42240_double_lbn_r1_W15_20231210_021715	2023-12-10 05:26:28	1702182379	D	0.78610	cresco6x134	cresco6x305	cresco6x306	cresco6x186	cresco6x219	cresco6x082	cresco6x252	cresco6x261	cresco6x221	cresco6x352	cresco6x143	cresco6x132	cresco6x071	cresco6x084	cresco6x053	cresco6x062
905510	SPKFT8_nf8_cp576_tnp584_ms42240_double_lbn_r1_W15_20231210_021715	2023-12-10 05:36:28	1702182998	D	0.06605	cresco6x100	cresco6x105	cresco6x136	cresco6x170	cresco6x333	cresco6x192	cresco6x193	cresco6x207	cresco6x209	cresco6x226	cresco6x265	cresco6x275	cresco6x251			
905511	IMeCOFT8_nf0_cp576_tnp768_ms42240_single_lby_r1_W15_20231210_021715	2023-12-10 05:38:23	1702183093	D	0.38322	cresco6x121	cresco6x146	cresco6x160	cresco6x167	cresco6x175	cresco6x180	cresco6x182	cresco6x028	cresco6x211	cresco6x223	cresco6x092	cresco6x280	cresco6x303	cresco6x210	cresco6x200	cresco6x112
905512	SPKFT8_nf0_cp576_tnp584_ms42240_single_lby_r1_W15_20231210_021715	2023-12-10 05:43:38	1702183408	D	0.03762	cresco6x136	cresco6x305	cresco6x316	cresco6x170	cresco6x186	cresco6x192	cresco6x193	cresco6x352	cresco6x040	cresco6x053	cresco6x057	cresco6x091	cresco6x099			
905513	IMeCOFT8_nf8_cp576_tnp768_ms42240_single_lby_r1_W15_20231210_021715	2023-12-10 05:44:43	1702183473	D	0.39928	cresco6x179	cresco6x024	cresco6x229	cresco6x252	cresco6x265	cresco6x279	cresco6x111	cresco6x327	cresco6x275	cresco6x144	cresco6x238	cresco6x295	cresco6x219	cresco6x221	cresco6x349	cresco6x251
905514	SPKFT8_nf8_cp576_tnp584_ms42240_single_lby_r1_W15_20231210_021715	2023-12-10 05:50:04	1702183794	D	0.03682	cresco6x313	cresco6x147	cresco6x336	cresco6x158	cresco6x019	cresco6x135	cresco6x312	cresco6x335	cresco6x292	cresco6x278	cresco6x058	cresco6x321	cresco6x324			
905515	IMeCOFT8_nf0_cp576_tnp768_ms42240_double_lby_r1_W15_20231210_021715	2023-12-10 05:51:10	1702183860	D	0.77243	cresco6x213	cresco6x290	cresco6x086	cresco6x227	cresco6x225	cresco6x181	cresco6x056	cresco6x319	cresco6x177	cresco6x038	cresco6x309	cresco6x029	cresco6x142	cresco6x235	cresco6x153	cresco6x217
905516	SPKFT8_nf0_cp576_tnp584_ms42240_double_lby_r1_W15_20231210_021716	2023-12-10 06:01:30	1702184480	D	0.06931	cresco6x011	cresco6x324	cresco6x179	cresco6x295	cresco6x229	cresco6x163	cresco6x219	cresco6x258	cresco6x090	cresco6x184	cresco6x302	cresco6x173	cresco6x256			
905517	IMeCOFT8_nf8_cp576_tnp768_ms42240_double_lby_r1_W15_20231210_021716	2023-12-10 06:03:04	1702184574	D	0.93383	cresco6x108	cresco6x189	cresco6x168	cresco6x233	cresco6x327	cresco6x275	cresco6x135	cresco6x144	cresco6x312	cresco6x265	cresco6x158	cresco6x221	cresco6x048	cresco6x019	cresco6x024	cresco6x157
905518	SPKFT8_nf8_cp576_tnp584_ms42240_double_lby_r1_W15_20231210_021716	2023-12-10 06:15:24	1702185314	D	0.06153	cresco6x279	cresco6x290	cresco6x292	cresco6x295	cresco6x153	cresco6x319	cresco6x321	cresco6x173	cresco6x336	cresco6x181	cresco6x184	cresco6x349	cresco6x038			
905519	IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lbn_r1_W15_20231210_021716	2023-12-10 06:16:49	1702185399	D	0.34929	cresco6x278	cresco6x309	cresco6x323	cresco6x020	cresco6x056	cresco6x217	cresco6x227	cresco6x229	cresco6x238	cresco6x258	cresco6x179	cresco6x164	cresco6x224	cresco6x213		
905520	SPKFT4_nf0_cp576_tnp580_ms42240_single_lbn_r1_W15_20231210_021716	2023-12-10 06:22:04	1702185714	D	0.04047	cresco6x279	cresco6x285	cresco6x111	cresco6x135	cresco6x153	cresco6x157	cresco6x181	cresco6x183	cresco6x184	cresco6x189	cresco6x019	cresco6x349	cresco6x058			
905521	IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lbn_r1_W15_20231210_021716	2023-12-10 06:23:14	1702185784	D	0.34450	cresco6x177	cresco6x011	cresco6x249	cresco6x256	cresco6x275	cresco6x168	cresco6x302	cresco6x235	cresco6x144	cresco6x324	cresco6x107	cresco6x295	cresco6x219	cresco6x221		
905522	SPKFT4_nf4_cp576_tnp580_ms42240_single_lbn_r1_W15_20231210_021716	2023-12-10 06:28:34	1702186105	D	0.03998	cresco6x278	cresco6x111	cresco6x153	cresco6x313	cresco6x319	cresco6x164	cresco6x183	cresco6x019	cresco6x056	cresco6x058	cresco6x213	cresco6x225	cresco6x227			
905523	IMeCOFT4_nf0_cp576_tnp672_ms42240_double_lbn_r1_W15_20231210_021717	2023-12-10 06:29:46	1702186176	D	0.86656	cresco6x038	cresco6x048	cresco6x090	cresco6x179	cresco6x224	cresco6x142	cresco6x312	cresco6x181	cresco6x147	cresco6x349	cresco6x335	cresco6x173	cresco6x290	cresco6x309		
905524	SPKFT4_nf0_cp576_tnp580_ms42240_double_lbn_r1_W15_20231210_021717	2023-12-10 06:42:50	1702186961	D	0.06603	cresco6x278	cresco6x321	cresco6x327	cresco6x183	cresco6x011	cresco6x019	cresco6x020	cresco6x024	cresco6x056	cresco6x251	cresco6x308	cresco6x135	cresco6x153			
905525	IMeCOFT4_nf4_cp576_tnp672_ms42240_double_lbn_r1_W15_20231210_021717	2023-12-10 06:44:40	1702187070	D	0.67446	cresco6x107	cresco6x295	cresco6x157	cresco6x058	cresco6x225	cresco6x229	cresco6x086	cresco6x313	cresco6x168	cresco6x233	cresco6x227	cresco6x177	cresco6x279	cresco6x252		
905526	SPKFT4_nf4_cp576_tnp580_ms42240_double_lbn_r1_W15_20231210_021717	2023-12-10 06:54:47	1702187677	D	0.06430	cresco6x108	cresco6x290	cresco6x135	cresco6x144	cresco6x158	cresco6x321	cresco6x323	cresco6x335	cresco6x183	cresco6x019	cresco6x038	cresco6x238	cresco6x308			
905527	IMeCOFT4_nf0_cp576_tnp672_ms42240_single_lby_r1_W15_20231210_021717	2023-12-10 06:56:19	1702187770	D	0.40443	cresco6x312	cresco6x319	cresco6x181	cresco6x029	cresco6x048	cresco6x213	cresco6x090	cresco6x251	cresco6x292	cresco6x142	cresco6x179	cresco6x302	cresco6x024	cresco6x219		
905528	SPKFT4_nf0_cp576_tnp580_ms42240_single_lby_r1_W15_20231210_021717	2023-12-10 07:02:31	1702188142	D	0.03864	cresco6x189	cresco6x349	cresco6x221	cresco6x321	cresco6x019	cresco6x238	cresco6x265	cresco6x278	cresco6x173	cresco6x144	cresco6x058	cresco6x038	cresco6x324			
905529	IMeCOFT4_nf4_cp576_tnp672_ms42240_single_lby_r1_W15_20231210_021717	2023-12-10 07:03:41	1702188212	D	0.34257	cresco6x135	cresco6x308	cresco6x020	cresco6x229	cresco6x290	cresco6x313	cresco6x164	cresco6x184	cresco6x011	cresco6x285	cresco6x289	cresco6x086	cresco6x249	cresco6x183		
905530	SPKFT4_nf4_cp576_tnp580_ms42240_single_lby_r1_W15_20231210_021717	2023-12-10 07:09:06	1702188537	D	0.03637	cresco6x278	cresco6x111	cresco6x292	cresco6x144	cresco6x302	cresco6x153	cresco6x163	cresco6x323	cresco6x048	cresco6x225	cresco6x227	cresco6x238	cresco6x258			
905531	IMeCOFT4_nf0_cp576_tnp672_ms42240_double_lby_r1_W15_20231210_021718	2023-12-10 07:10:11	1702188601	D	0.67040	cresco6x173	cresco6x056	cresco6x224	cresco6x233	cresco6x090	cresco6x252	cresco6x265	cresco6x107	cresco6x158	cresco6x142	cresco6x327	cresco6x157	cresco6x319	cresco6x029		
905532	SPKFT4_nf0_cp576_tnp580_ms42240_double_lby_r1_W15_20231210_021718	2023-12-10 07:20:23	1702189214	D	0.06511	cresco6x108	cresco6x289	cresco6x290	cresco6x292	cresco6x163	cresco6x181	cresco6x020	cresco6x024	cresco6x038	cresco6x048	cresco6x058	cresco6x070	cresco6x227			
905533	IMeCOFT4_nf4_cp576_tnp672_ms42240_double_lby_r1_W15_20231210_021718	2023-12-10 07:21:53	1702189303	D	0.69169	cresco6x278	cresco6x144	cresco6x308	cresco6x179	cresco6x336	cresco6x217	cresco6x251	cresco6x258	cresco6x275	cresco6x285	cresco6x135	cresco6x147	cresco6x295	cresco6x168		
905534	SPKFT4_nf4_cp576_tnp580_ms42240_double_lby_r1_W15_20231210_021718	2023-12-10 07:32:04	1702189914	D	0.06712	cresco6x111	cresco6x292	cresco6x302	cresco6x313	cresco6x327	cresco6x183	cresco6x184	cresco6x038	cresco6x048	cresco6x229	cresco6x235	cresco6x090	cresco6x252			
905535	IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lbn_r1_W15_20231210_021718	2023-12-10 07:33:31	1702190001	D	0.30963	cresco6x279	cresco6x107	cresco6x309	cresco6x324	cresco6x177	cresco6x256	cresco6x142	cresco6x312	cresco6x011	cresco6x024	cresco6x227	cresco6x289	cresco6x056			
905536	SPKFT2_nf0_cp576_tnp578_ms42240_single_lbn_r1_W15_20231210_021718	2023-12-10 07:38:48	1702190316	D	0.03993	cresco6x290	cresco6x302	cresco6x157	cresco6x313	cresco6x184	cresco6x221	cresco6x251	cresco6x252	cresco6x275	cresco6x070	cresco6x235	cresco6x111	cresco6x285			
905537	IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lbn_r1_W15_20231210_021718	2023-12-10 07:39:47	1702190377	D	0.36289	cresco6x292	cresco6x158	cresco6x164	cresco6x349	cresco6x044	cresco6x048	cresco6x229	cresco6x238	cresco6x156	cresco6x108	cresco6x179	cresco6x019	cresco6x058			
905538	SPKFT2_nf2_cp576_tnp578_ms42240_single_lbn_r1_W15_20231210_021719	2023-12-10 07:45:38	1702190728	D	0.03876	cresco6x289	cresco6x313	cresco6x319	cresco6x163	cresco6x327	cresco6x335	cresco6x336	cresco6x184	cresco6x189	cresco6x213	cresco6x224	cresco6x090	cresco6x258			
905539	IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lbn_r1_W15_20231210_021719	2023-12-10 07:46:48	1702190798	D	0.62794	cresco6x279	cresco6x107	cresco6x295	cresco6x302	cresco6x308	cresco6x177	cresco6x183	cresco6x199	cresco6x312	cresco6x024	cresco6x142	cresco6x111	cresco6x324			
905540	SPKFT2_nf0_cp576_tnp578_ms42240_double_lbn_r1_W15_20231210_021719	2023-12-10 07:56:59	1702191409	D	0.06742	cresco6x285	cresco6x323	cresco6x019	cresco6x044	cresco6x048	cresco6x213	cresco6x221	cresco6x224	cresco6x227	cresco6x229	cresco6x251	cresco6x265	cresco6x275			
905541	IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lbn_r1_W15_20231210_021719	2023-12-10 07:58:35	1702191506	D	0.62609	cresco6x108	cresco6x181	cresco6x189	cresco6x011	cresco6x058	cresco6x219	cresco6x238	cresco6x249	cresco6x349	cresco6x292	cresco6x157	cresco6x147	cresco6x217			
905542	SPKFT2_nf2_cp576_tnp578_ms42240_double_lbn_r1_W15_20231210_021719	2023-12-10 08:08:50	1702192120	D	0.06385	cresco6x107	cresco6x290	cresco6x321	cresco6x326	cresco6x048	cresco6x056	cresco6x090	cresco6x135	cresco6x213	cresco6x324	cresco6x183	cresco6x156	cresco6x164			
905543	IMeCOFT2_nf0_cp576_tnp624_ms42240_single_lby_r1_W15_20231210_021719	2023-12-10 08:10:25	1702192216	D	0.32350	cresco6x313	cresco6x335	cresco6x199	cresco6x020	cresco6x024	cresco6x221	cresco6x086	cresco6x111	cresco6x252	cresco6x142	cresco6x179	cresco6x158	cresco6x323			
905544	SPKFT2_nf0_cp576_tnp578_ms42240_single_lby_r1_W15_20231210_021719	2023-12-10 08:15:47	1702192536	D	0.03748	cresco6x279	cresco6x290	cresco6x157	cresco6x319	cresco6x163	cresco6x326	cresco6x327	cresco6x177	cresco6x336	cresco6x181	cresco6x011	cresco6x029	cresco6x227			
905545	IMeCOFT2_nf2_cp576_tnp624_ms42240_single_lby_r1_W15_20231210_021720	2023-12-10 08:16:56	1702192607	D	0.31489	cresco6x295	cresco6x308	cresco6x044	cresco6x058	cresco6x090	cresco6x285	cresco6x302	cresco6x183	cresco6x107	cresco6x147	cresco6x309	cresco6x278	cresco6x108			
905546	SPKFT2_nf2_cp576_tnp578_ms42240_single_lby_r1_W15_20231210_021720	2023-12-10 08:22:18	1702192928	D	0.03626	cresco6x135	cresco6x157	cresco6x158	cresco6x323	cresco6x326	cresco6x327	cresco6x019	cresco6x020	cresco6x024	cresco6x038	cresco6x048	cresco6x056	cresco6x213			
905547	IMeCOFT2_nf0_cp576_tnp624_ms42240_double_lby_r1_W15_20231210_021720	2023-12-10 08:23:23	1702192993	D	0.61487	cresco6x011	cresco6x217	cresco6x086	cresco6x275	cresco6x164	cresco6x142	cresco6x233	cresco6x184	cresco6x181	cresco6x156	cresco6x235	cresco6x290	cresco6x321			
905548	SPKFT2_nf0_cp576_tnp578_ms42240_double_lby_r1_W15_20231210_021720	2023-12-10 08:33:25	1702193595	D	0.06250	cresco6x278	cresco6x107	cresco6x108	cresco6x289	cresco6x111	cresco6x292	cresco6x135	cresco6x144	cresco6x308	cresco6x153	cresco6x326	cresco6x019	cresco6x029			
905549	IMeCOFT2_nf2_cp576_tnp624_ms42240_double_lby_r1_W15_20231210_021720	2023-12-10 08:34:55	1702193686	D	0.65675	cresco6x157	cresco6x213	cresco6x252	cresco6x038	cresco6x133	cresco6x158	cresco6x221	cresco6x044	cresco6x225	cresco6x024	cresco6x049	cresco6x173	cresco6x313			
905550	SPKFT2_nf2_cp576_tnp578_ms42240_double_lby_r1_W15_20231210_021720	2023-12-10 08:45:31	1702194321	D	0.06054	cresco6x107	cresco6x289	cresco6x308	cresco6x336	cresco6x029	cresco6x229	cresco6x247	cresco6x142	cresco6x163	cresco6x177	cresco6x144	cresco6x321	cresco6x108			
905551	IMeCOFT1_nf0_cp576_tnp600_ms42240_single_lbn_r1_W15_20231210_021720	2023-12-10 08:47:01	1702194412	D	0.30396	cresco6x295	cresco6x309	cresco6x292	cresco6x326	cresco6x233	cresco6x135	cresco6x235	cresco6x111	cresco6x019	cresco6x302	cresco6x275	cresco6x278	cresco6x181			
