ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   484     176     660     36960   14     2   2   -       -    N     -       1   10   IMeCOFT8_nf0_cp484_tnp660_ms36960_single_lbn_r1_W10_20231212_033327                                 
SPKft      single     8   0   484     8       492     36960   11     2   2   18480   24   N     -       1   10   SPKFT8_nf0_cp484_tnp492_ms36960_single_lbn_r1_W10_20231212_033327                                   
IMeCOft    single     8   8   484     176     660     36960   14     2   2   -       -    N     -       1   10   IMeCOFT8_nf8_cp484_tnp660_ms36960_single_lbn_r1_W10_20231212_033328                                 
SPKft      single     8   8   484     8       492     36960   11     2   2   18480   24   N     -       1   10   SPKFT8_nf8_cp484_tnp492_ms36960_single_lbn_r1_W10_20231212_033328                                   
IMeCOft    double     8   0   484     176     660     36960   14     2   2   -       -    N     -       1   10   IMeCOFT8_nf0_cp484_tnp660_ms36960_double_lbn_r1_W10_20231212_033328                                 
SPKft      double     8   0   484     8       492     36960   11     2   2   18480   24   N     -       1   10   SPKFT8_nf0_cp484_tnp492_ms36960_double_lbn_r1_W10_20231212_033328                                   
IMeCOft    double     8   8   484     176     660     36960   14     2   2   -       -    N     -       1   10   IMeCOFT8_nf8_cp484_tnp660_ms36960_double_lbn_r1_W10_20231212_033328                                 
SPKft      double     8   8   484     8       492     36960   11     2   2   18480   24   N     -       1   10   SPKFT8_nf8_cp484_tnp492_ms36960_double_lbn_r1_W10_20231212_033328                                   
IMeCOft    single     8   0   484     176     660     36960   14     2   2   -       -    Y     24      1   10   IMeCOFT8_nf0_cp484_tnp660_ms36960_single_lby_r1_W10_20231212_033329                                 
SPKft      single     8   0   484     8       492     36960   11     2   2   18480   24   Y     23      1   10   SPKFT8_nf0_cp484_tnp492_ms36960_single_lby_r1_W10_20231212_033329                                   
IMeCOft    single     8   8   484     176     660     36960   14     2   2   -       -    Y     24      1   10   IMeCOFT8_nf8_cp484_tnp660_ms36960_single_lby_r1_W10_20231212_033329                                 
SPKft      single     8   8   484     8       492     36960   11     2   2   18480   24   Y     23      1   10   SPKFT8_nf8_cp484_tnp492_ms36960_single_lby_r1_W10_20231212_033329                                   
IMeCOft    double     8   0   484     176     660     36960   14     2   2   -       -    Y     24      1   10   IMeCOFT8_nf0_cp484_tnp660_ms36960_double_lby_r1_W10_20231212_033329                                 
SPKft      double     8   0   484     8       492     36960   11     2   2   18480   24   Y     23      1   10   SPKFT8_nf0_cp484_tnp492_ms36960_double_lby_r1_W10_20231212_033329                                   
IMeCOft    double     8   8   484     176     660     36960   14     2   2   -       -    Y     24      1   10   IMeCOFT8_nf8_cp484_tnp660_ms36960_double_lby_r1_W10_20231212_033329                                 
SPKft      double     8   8   484     8       492     36960   11     2   2   18480   24   Y     23      1   10   SPKFT8_nf8_cp484_tnp492_ms36960_double_lby_r1_W10_20231212_033330                                   
IMeCOft    single     4   0   484     88      572     36960   12     2   2   -       -    N     -       1   10   IMeCOFT4_nf0_cp484_tnp572_ms36960_single_lbn_r1_W10_20231212_033330                                 
SPKft      single     4   0   484     4       488     36960   11     2   2   18480   24   N     -       1   10   SPKFT4_nf0_cp484_tnp488_ms36960_single_lbn_r1_W10_20231212_033330                                   
IMeCOft    single     4   4   484     88      572     36960   12     2   2   -       -    N     -       1   10   IMeCOFT4_nf4_cp484_tnp572_ms36960_single_lbn_r1_W10_20231212_033330                                 
SPKft      single     4   4   484     4       488     36960   11     2   2   18480   24   N     -       1   10   SPKFT4_nf4_cp484_tnp488_ms36960_single_lbn_r1_W10_20231212_033330                                   
IMeCOft    double     4   0   484     88      572     36960   12     2   2   -       -    N     -       1   10   IMeCOFT4_nf0_cp484_tnp572_ms36960_double_lbn_r1_W10_20231212_033330                                 
SPKft      double     4   0   484     4       488     36960   11     2   2   18480   24   N     -       1   10   SPKFT4_nf0_cp484_tnp488_ms36960_double_lbn_r1_W10_20231212_033330                                   
IMeCOft    double     4   4   484     88      572     36960   12     2   2   -       -    N     -       1   10   IMeCOFT4_nf4_cp484_tnp572_ms36960_double_lbn_r1_W10_20231212_033330                                 
SPKft      double     4   4   484     4       488     36960   11     2   2   18480   24   N     -       1   10   SPKFT4_nf4_cp484_tnp488_ms36960_double_lbn_r1_W10_20231212_033331                                   
IMeCOft    single     4   0   484     88      572     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT4_nf0_cp484_tnp572_ms36960_single_lby_r1_W10_20231212_033331                                 
SPKft      single     4   0   484     4       488     36960   11     2   2   18480   24   Y     23      1   10   SPKFT4_nf0_cp484_tnp488_ms36960_single_lby_r1_W10_20231212_033331                                   
IMeCOft    single     4   4   484     88      572     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT4_nf4_cp484_tnp572_ms36960_single_lby_r1_W10_20231212_033331                                 
SPKft      single     4   4   484     4       488     36960   11     2   2   18480   24   Y     23      1   10   SPKFT4_nf4_cp484_tnp488_ms36960_single_lby_r1_W10_20231212_033331                                   
IMeCOft    double     4   0   484     88      572     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT4_nf0_cp484_tnp572_ms36960_double_lby_r1_W10_20231212_033331                                 
SPKft      double     4   0   484     4       488     36960   11     2   2   18480   24   Y     23      1   10   SPKFT4_nf0_cp484_tnp488_ms36960_double_lby_r1_W10_20231212_033331                                   
IMeCOft    double     4   4   484     88      572     36960   12     2   2   -       -    Y     24      1   10   IMeCOFT4_nf4_cp484_tnp572_ms36960_double_lby_r1_W10_20231212_033331                                 
SPKft      double     4   4   484     4       488     36960   11     2   2   18480   24   Y     23      1   10   SPKFT4_nf4_cp484_tnp488_ms36960_double_lby_r1_W10_20231212_033332                                   
IMeCOft    single     2   0   484     44      528     36960   11     2   2   -       -    N     -       1   10   IMeCOFT2_nf0_cp484_tnp528_ms36960_single_lbn_r1_W10_20231212_033332                                 
SPKft      single     2   0   484     2       486     36960   11     2   2   18480   24   N     -       1   10   SPKFT2_nf0_cp484_tnp486_ms36960_single_lbn_r1_W10_20231212_033332                                   
IMeCOft    single     2   2   484     44      528     36960   11     2   2   -       -    N     -       1   10   IMeCOFT2_nf2_cp484_tnp528_ms36960_single_lbn_r1_W10_20231212_033332                                 
SPKft      single     2   2   484     2       486     36960   11     2   2   18480   24   N     -       1   10   SPKFT2_nf2_cp484_tnp486_ms36960_single_lbn_r1_W10_20231212_033332                                   
IMeCOft    double     2   0   484     44      528     36960   11     2   2   -       -    N     -       1   10   IMeCOFT2_nf0_cp484_tnp528_ms36960_double_lbn_r1_W10_20231212_033332                                 
SPKft      double     2   0   484     2       486     36960   11     2   2   18480   24   N     -       1   10   SPKFT2_nf0_cp484_tnp486_ms36960_double_lbn_r1_W10_20231212_033332                                   
IMeCOft    double     2   2   484     44      528     36960   11     2   2   -       -    N     -       1   10   IMeCOFT2_nf2_cp484_tnp528_ms36960_double_lbn_r1_W10_20231212_033332                                 
SPKft      double     2   2   484     2       486     36960   11     2   2   18480   24   N     -       1   10   SPKFT2_nf2_cp484_tnp486_ms36960_double_lbn_r1_W10_20231212_033332                                   
IMeCOft    single     2   0   484     44      528     36960   11     2   2   -       -    Y     24      1   10   IMeCOFT2_nf0_cp484_tnp528_ms36960_single_lby_r1_W10_20231212_033333                                 
SPKft      single     2   0   484     2       486     36960   11     2   2   18480   24   Y     23      1   10   SPKFT2_nf0_cp484_tnp486_ms36960_single_lby_r1_W10_20231212_033333                                   
IMeCOft    single     2   2   484     44      528     36960   11     2   2   -       -    Y     24      1   10   IMeCOFT2_nf2_cp484_tnp528_ms36960_single_lby_r1_W10_20231212_033333                                 
SPKft      single     2   2   484     2       486     36960   11     2   2   18480   24   Y     23      1   10   SPKFT2_nf2_cp484_tnp486_ms36960_single_lby_r1_W10_20231212_033333                                   
IMeCOft    double     2   0   484     44      528     36960   11     2   2   -       -    Y     24      1   10   IMeCOFT2_nf0_cp484_tnp528_ms36960_double_lby_r1_W10_20231212_033333                                 
SPKft      double     2   0   484     2       486     36960   11     2   2   18480   24   Y     23      1   10   SPKFT2_nf0_cp484_tnp486_ms36960_double_lby_r1_W10_20231212_033333                                   
