ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_single_lbn_r1_W3_20231211_183453                                  
SPKft      single     8   0   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf0_cp256_tnp264_ms10560_single_lbn_r1_W3_20231211_183453                                    
IMeCOft    single     8   8   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_single_lbn_r1_W3_20231211_183454                                  
SPKft      single     8   8   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms10560_single_lbn_r1_W3_20231211_183454                                    
IMeCOft    double     8   0   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_double_lbn_r1_W3_20231211_183454                                  
SPKft      double     8   0   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf0_cp256_tnp264_ms10560_double_lbn_r1_W3_20231211_183454                                    
IMeCOft    double     8   8   256     128     384     10560   8      2   2   -       -    N     -       1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_double_lbn_r1_W3_20231211_183454                                  
SPKft      double     8   8   256     8       264     10560   6      2   2   5280    22   N     -       1   3    SPKFT8_nf8_cp256_tnp264_ms10560_double_lbn_r1_W3_20231211_183454                                    
IMeCOft    single     4   0   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_single_lbn_r1_W3_20231211_183454                                  
SPKft      single     4   0   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf0_cp256_tnp260_ms10560_single_lbn_r1_W3_20231211_183454                                    
IMeCOft    single     4   4   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_single_lbn_r1_W3_20231211_183455                                  
SPKft      single     4   4   256     4       260     10560   6      2   2   5280    22   N     -       1   3    SPKFT4_nf4_cp256_tnp260_ms10560_single_lbn_r1_W3_20231211_183455                                    
IMeCOft    double     4   0   256     64      320     10560   7      2   2   -       -    N     -       1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_double_lbn_r1_W3_20231211_183455                                  
