ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     31680   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf0_cp256_tnp384_ms31680_single_lbn_r1_W40_20231225_151554                                 
SPKft      single     8   0   256     8       264     31680   6      2   2   15840   22   N     -       1   40   SPKFT8_nf0_cp256_tnp264_ms31680_single_lbn_r1_W40_20231225_151555                                   
IMeCOft    single     8   8   256     128     384     31680   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf8_cp256_tnp384_ms31680_single_lbn_r1_W40_20231225_151555                                 
SPKft      single     8   8   256     8       264     31680   6      2   2   15840   22   N     -       1   40   SPKFT8_nf8_cp256_tnp264_ms31680_single_lbn_r1_W40_20231225_151555                                   
IMeCOft    double     8   0   256     128     384     31680   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf0_cp256_tnp384_ms31680_double_lbn_r1_W40_20231225_151555                                 
SPKft      double     8   0   256     8       264     31680   6      2   2   15840   22   N     -       1   40   SPKFT8_nf0_cp256_tnp264_ms31680_double_lbn_r1_W40_20231225_151555                                   
IMeCOft    double     8   8   256     128     384     31680   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf8_cp256_tnp384_ms31680_double_lbn_r1_W40_20231225_151555                                 
SPKft      double     8   8   256     8       264     31680   6      2   2   15840   22   N     -       1   40   SPKFT8_nf8_cp256_tnp264_ms31680_double_lbn_r1_W40_20231225_151555                                   
IMeCOft    single     8   0   256     128     384     31680   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf0_cp256_tnp384_ms31680_single_lby_r1_W40_20231225_151555                                 
SPKft      single     8   0   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf0_cp256_tnp264_ms31680_single_lby_r1_W40_20231225_151556                                   
IMeCOft    single     8   8   256     128     384     31680   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf8_cp256_tnp384_ms31680_single_lby_r1_W40_20231225_151556                                 
SPKft      single     8   8   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf8_cp256_tnp264_ms31680_single_lby_r1_W40_20231225_151556                                   
IMeCOft    double     8   0   256     128     384     31680   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf0_cp256_tnp384_ms31680_double_lby_r1_W40_20231225_151556                                 
SPKft      double     8   0   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf0_cp256_tnp264_ms31680_double_lby_r1_W40_20231225_151556                                   
IMeCOft    double     8   8   256     128     384     31680   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf8_cp256_tnp384_ms31680_double_lby_r1_W40_20231225_151556                                 
SPKft      double     8   8   256     8       264     31680   6      2   2   15840   22   Y     22      1   40   SPKFT8_nf8_cp256_tnp264_ms31680_double_lby_r1_W40_20231225_151556                                   
IMeCOft    single     4   0   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_single_lbn_r1_W40_20231225_151557                                 
SPKft      single     4   0   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms31680_single_lbn_r1_W40_20231225_151557                                   
IMeCOft    single     4   4   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_single_lbn_r1_W40_20231225_151557                                 
SPKft      single     4   4   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms31680_single_lbn_r1_W40_20231225_151557                                   
IMeCOft    double     4   0   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf0_cp256_tnp320_ms31680_double_lbn_r1_W40_20231225_151557                                 
SPKft      double     4   0   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf0_cp256_tnp260_ms31680_double_lbn_r1_W40_20231225_151557                                   
IMeCOft    double     4   4   256     64      320     31680   7      2   2   -       -    N     -       1   40   IMeCOFT4_nf4_cp256_tnp320_ms31680_double_lbn_r1_W40_20231225_151557                                 
SPKft      double     4   4   256     4       260     31680   6      2   2   15840   22   N     -       1   40   SPKFT4_nf4_cp256_tnp260_ms31680_double_lbn_r1_W40_20231225_151557                                   
