ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   64      64      128     21120   3      2   2   -       -    N     -       1   20   IMeCOFT8_nf0_cp64_tnp128_ms21120_single_lbn_r1_W20_20231218_093925                                  
SPKft      single     8   0   64      8       72      21120   2      2   2   10560   24   N     -       1   20   SPKFT8_nf0_cp64_tnp72_ms21120_single_lbn_r1_W20_20231218_093925                                     
IMeCOft    single     8   8   64      64      128     21120   3      2   2   -       -    N     -       1   20   IMeCOFT8_nf8_cp64_tnp128_ms21120_single_lbn_r1_W20_20231218_093925                                  
SPKft      single     8   8   64      8       72      21120   2      2   2   10560   24   N     -       1   20   SPKFT8_nf8_cp64_tnp72_ms21120_single_lbn_r1_W20_20231218_093926                                     
IMeCOft    double     8   0   64      64      128     21120   3      2   2   -       -    N     -       1   20   IMeCOFT8_nf0_cp64_tnp128_ms21120_double_lbn_r1_W20_20231218_093926                                  
SPKft      double     8   0   64      8       72      21120   2      2   2   10560   24   N     -       1   20   SPKFT8_nf0_cp64_tnp72_ms21120_double_lbn_r1_W20_20231218_093926                                     
IMeCOft    double     8   8   64      64      128     21120   3      2   2   -       -    N     -       1   20   IMeCOFT8_nf8_cp64_tnp128_ms21120_double_lbn_r1_W20_20231218_093926                                  
SPKft      double     8   8   64      8       72      21120   2      2   2   10560   24   N     -       1   20   SPKFT8_nf8_cp64_tnp72_ms21120_double_lbn_r1_W20_20231218_093926                                     
IMeCOft    single     4   0   64      32      96      21120   2      2   2   -       -    N     -       1   20   IMeCOFT4_nf0_cp64_tnp96_ms21120_single_lbn_r1_W20_20231218_093926                                   
SPKft      single     4   0   64      4       68      21120   2      2   2   10560   24   N     -       1   20   SPKFT4_nf0_cp64_tnp68_ms21120_single_lbn_r1_W20_20231218_093926                                     
