ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
SPKft      double     4   0   400     4       404     10560   9      2   2   5280    24   Y     23      1   3    SPKFT4_nf0_cp400_tnp404_ms10560_double_lby_r1_W3_20231219_234400                                    
IMeCOft    double     4   4   400     80      480     10560   10     2   2   -       -    Y     24      1   3    IMeCOFT4_nf4_cp400_tnp480_ms10560_double_lby_r1_W3_20231219_234400                                  
SPKft      double     4   4   400     4       404     10560   9      2   2   5280    24   Y     23      1   3    SPKFT4_nf4_cp400_tnp404_ms10560_double_lby_r1_W3_20231219_234400                                    
IMeCOft    single     4   0   400     80      480     5280    10     2   2   -       -    Y     24      1   3    IMeCOFT4_nf0_cp400_tnp480_ms5280_single_lby_r1_W3_20231219_234400                                   
SPKft      single     4   0   400     4       404     5280    9      2   2   2640    24   Y     23      1   3    SPKFT4_nf0_cp400_tnp404_ms5280_single_lby_r1_W3_20231219_234401                                     
IMeCOft    single     4   4   400     80      480     5280    10     2   2   -       -    Y     24      1   3    IMeCOFT4_nf4_cp400_tnp480_ms5280_single_lby_r1_W3_20231219_234401                                   
SPKft      single     4   4   400     4       404     5280    9      2   2   2640    24   Y     23      1   3    SPKFT4_nf4_cp400_tnp404_ms5280_single_lby_r1_W3_20231219_234401                                     
IMeCOft    double     4   0   400     80      480     5280    10     2   2   -       -    Y     24      1   3    IMeCOFT4_nf0_cp400_tnp480_ms5280_double_lby_r1_W3_20231219_234401                                   
SPKft      double     4   0   400     4       404     5280    9      2   2   2640    24   Y     23      1   3    SPKFT4_nf0_cp400_tnp404_ms5280_double_lby_r1_W3_20231219_234401                                     
IMeCOft    double     4   4   400     80      480     5280    10     2   2   -       -    Y     24      1   3    IMeCOFT4_nf4_cp400_tnp480_ms5280_double_lby_r1_W3_20231219_234401                                   
SPKft      double     4   4   400     4       404     5280    9      2   2   2640    24   Y     23      1   3    SPKFT4_nf4_cp400_tnp404_ms5280_double_lby_r1_W3_20231219_234402                                     
IMeCOft    single     2   0   400     40      440     15840   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms15840_single_lby_r1_W3_20231219_234402                                  
SPKft      single     2   0   400     2       402     15840   9      2   2   7920    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms15840_single_lby_r1_W3_20231219_234402                                    
IMeCOft    single     2   2   400     40      440     15840   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms15840_single_lby_r1_W3_20231219_234402                                  
SPKft      single     2   2   400     2       402     15840   9      2   2   7920    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms15840_single_lby_r1_W3_20231219_234402                                    
IMeCOft    double     2   0   400     40      440     15840   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms15840_double_lby_r1_W3_20231219_234402                                  
SPKft      double     2   0   400     2       402     15840   9      2   2   7920    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms15840_double_lby_r1_W3_20231219_234403                                    
IMeCOft    double     2   2   400     40      440     15840   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms15840_double_lby_r1_W3_20231219_234403                                  
SPKft      double     2   2   400     2       402     15840   9      2   2   7920    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms15840_double_lby_r1_W3_20231219_234403                                    
IMeCOft    single     2   0   400     40      440     10560   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms10560_single_lby_r1_W3_20231219_234403                                  
SPKft      single     2   0   400     2       402     10560   9      2   2   5280    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms10560_single_lby_r1_W3_20231219_234404                                    
IMeCOft    single     2   2   400     40      440     10560   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms10560_single_lby_r1_W3_20231219_234404                                  
SPKft      single     2   2   400     2       402     10560   9      2   2   5280    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms10560_single_lby_r1_W3_20231219_234404                                    
IMeCOft    double     2   0   400     40      440     10560   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms10560_double_lby_r1_W3_20231219_234404                                  
SPKft      double     2   0   400     2       402     10560   9      2   2   5280    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms10560_double_lby_r1_W3_20231219_234404                                    
IMeCOft    double     2   2   400     40      440     10560   10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms10560_double_lby_r1_W3_20231219_234404                                  
SPKft      double     2   2   400     2       402     10560   9      2   2   5280    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms10560_double_lby_r1_W3_20231219_234405                                    
IMeCOft    single     2   0   400     40      440     5280    10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms5280_single_lby_r1_W3_20231219_234405                                   
SPKft      single     2   0   400     2       402     5280    9      2   2   2640    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms5280_single_lby_r1_W3_20231219_234405                                     
IMeCOft    single     2   2   400     40      440     5280    10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms5280_single_lby_r1_W3_20231219_234405                                   
SPKft      single     2   2   400     2       402     5280    9      2   2   2640    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms5280_single_lby_r1_W3_20231219_234405                                     
IMeCOft    double     2   0   400     40      440     5280    10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf0_cp400_tnp440_ms5280_double_lby_r1_W3_20231219_234405                                   
SPKft      double     2   0   400     2       402     5280    9      2   2   2640    24   Y     23      1   3    SPKFT2_nf0_cp400_tnp402_ms5280_double_lby_r1_W3_20231219_234406                                     
IMeCOft    double     2   2   400     40      440     5280    10     2   2   -       -    Y     22      1   3    IMeCOFT2_nf2_cp400_tnp440_ms5280_double_lby_r1_W3_20231219_234406                                   
SPKft      double     2   2   400     2       402     5280    9      2   2   2640    24   Y     23      1   3    SPKFT2_nf2_cp400_tnp402_ms5280_double_lby_r1_W3_20231219_234406                                     
IMeCOft    single     1   0   400     20      420     15840   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms15840_single_lby_r1_W3_20231219_234406                                  
SPKft      single     1   0   400     1       401     15840   9      2   2   7920    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms15840_single_lby_r1_W3_20231219_234406                                    
IMeCOft    single     1   1   400     20      420     15840   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms15840_single_lby_r1_W3_20231219_234407                                  
SPKft      single     1   1   400     1       401     15840   9      2   2   7920    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms15840_single_lby_r1_W3_20231219_234407                                    
IMeCOft    double     1   0   400     20      420     15840   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms15840_double_lby_r1_W3_20231219_234407                                  
SPKft      double     1   0   400     1       401     15840   9      2   2   7920    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms15840_double_lby_r1_W3_20231219_234407                                    
IMeCOft    double     1   1   400     20      420     15840   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms15840_double_lby_r1_W3_20231219_234407                                  
SPKft      double     1   1   400     1       401     15840   9      2   2   7920    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms15840_double_lby_r1_W3_20231219_234407                                    
IMeCOft    single     1   0   400     20      420     10560   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms10560_single_lby_r1_W3_20231219_234408                                  
SPKft      single     1   0   400     1       401     10560   9      2   2   5280    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms10560_single_lby_r1_W3_20231219_234408                                    
IMeCOft    single     1   1   400     20      420     10560   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms10560_single_lby_r1_W3_20231219_234408                                  
SPKft      single     1   1   400     1       401     10560   9      2   2   5280    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms10560_single_lby_r1_W3_20231219_234408                                    
IMeCOft    double     1   0   400     20      420     10560   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms10560_double_lby_r1_W3_20231219_234409                                  
SPKft      double     1   0   400     1       401     10560   9      2   2   5280    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms10560_double_lby_r1_W3_20231219_234409                                    
IMeCOft    double     1   1   400     20      420     10560   9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms10560_double_lby_r1_W3_20231219_234409                                  
SPKft      double     1   1   400     1       401     10560   9      2   2   5280    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms10560_double_lby_r1_W3_20231219_234409                                    
IMeCOft    single     1   0   400     20      420     5280    9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms5280_single_lby_r1_W3_20231219_234409                                   
SPKft      single     1   0   400     1       401     5280    9      2   2   2640    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms5280_single_lby_r1_W3_20231219_234409                                     
IMeCOft    single     1   1   400     20      420     5280    9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms5280_single_lby_r1_W3_20231219_234410                                   
SPKft      single     1   1   400     1       401     5280    9      2   2   2640    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms5280_single_lby_r1_W3_20231219_234410                                     
IMeCOft    double     1   0   400     20      420     5280    9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf0_cp400_tnp420_ms5280_double_lby_r1_W3_20231219_234410                                   
SPKft      double     1   0   400     1       401     5280    9      2   2   2640    24   Y     23      1   3    SPKFT1_nf0_cp400_tnp401_ms5280_double_lby_r1_W3_20231219_234410                                     
IMeCOft    double     1   1   400     20      420     5280    9      2   2   -       -    Y     24      1   3    IMeCOFT1_nf1_cp400_tnp420_ms5280_double_lby_r1_W3_20231219_234410                                   
SPKft      double     1   1   400     1       401     5280    9      2   2   2640    24   Y     23      1   3    SPKFT1_nf1_cp400_tnp401_ms5280_double_lby_r1_W3_20231219_234410                                     
IMeCO      single     -   -   400     0       400     15840   9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms15840_single_lby_r1_W3_20231219_234411                                      
SPK        single     -   -   400     0       400     15840   9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms15840_single_lby_r1_W3_20231219_234411                                        
IMeCO      double     -   -   400     0       400     15840   9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms15840_double_lby_r1_W3_20231219_234411                                      
SPK        double     -   -   400     0       400     15840   9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms15840_double_lby_r1_W3_20231219_234411                                        
IMeCO      single     -   -   400     0       400     10560   9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms10560_single_lby_r1_W3_20231219_234411                                      
SPK        single     -   -   400     0       400     10560   9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms10560_single_lby_r1_W3_20231219_234412                                        
IMeCO      double     -   -   400     0       400     10560   9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms10560_double_lby_r1_W3_20231219_234412                                      
SPK        double     -   -   400     0       400     10560   9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms10560_double_lby_r1_W3_20231219_234412                                        
IMeCO      single     -   -   400     0       400     5280    9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms5280_single_lby_r1_W3_20231219_234412                                       
SPK        single     -   -   400     0       400     5280    9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms5280_single_lby_r1_W3_20231219_234412                                         
IMeCO      double     -   -   400     0       400     5280    9      -   -   -       -    Y     23      1   3    IMeCOFT0_cp400_tnp400_ms5280_double_lby_r1_W3_20231219_234412                                       
SPK        double     -   -   400     0       400     5280    9      -   -   -       -    Y     23      1   3    SPKFT0_cp400_tnp400_ms5280_double_lby_r1_W3_20231219_234413                                         
