ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   400     160     560     26400   12     2   2   -       -    N     -       1   7    IMeCOFT8_nf0_cp400_tnp560_ms26400_single_lbn_r1_W7_20231219_052305                                  
SPKft      single     8   0   400     8       408     26400   9      2   2   13200   24   N     -       1   7    SPKFT8_nf0_cp400_tnp408_ms26400_single_lbn_r1_W7_20231219_052305                                    
IMeCOft    single     8   8   400     160     560     26400   12     2   2   -       -    N     -       1   7    IMeCOFT8_nf8_cp400_tnp560_ms26400_single_lbn_r1_W7_20231219_052305                                  
SPKft      single     8   8   400     8       408     26400   9      2   2   13200   24   N     -       1   7    SPKFT8_nf8_cp400_tnp408_ms26400_single_lbn_r1_W7_20231219_052305                                    
IMeCOft    double     8   0   400     160     560     26400   12     2   2   -       -    N     -       1   7    IMeCOFT8_nf0_cp400_tnp560_ms26400_double_lbn_r1_W7_20231219_052305                                  
SPKft      double     8   0   400     8       408     26400   9      2   2   13200   24   N     -       1   7    SPKFT8_nf0_cp400_tnp408_ms26400_double_lbn_r1_W7_20231219_052305                                    
IMeCOft    double     8   8   400     160     560     26400   12     2   2   -       -    N     -       1   7    IMeCOFT8_nf8_cp400_tnp560_ms26400_double_lbn_r1_W7_20231219_052306                                  
SPKft      double     8   8   400     8       408     26400   9      2   2   13200   24   N     -       1   7    SPKFT8_nf8_cp400_tnp408_ms26400_double_lbn_r1_W7_20231219_052306                                    
IMeCOft    single     8   0   400     160     560     26400   12     2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp400_tnp560_ms26400_single_lby_r1_W7_20231219_052306                                  
SPKft      single     8   0   400     8       408     26400   9      2   2   13200   24   Y     23      1   7    SPKFT8_nf0_cp400_tnp408_ms26400_single_lby_r1_W7_20231219_052306                                    
IMeCOft    single     8   8   400     160     560     26400   12     2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp400_tnp560_ms26400_single_lby_r1_W7_20231219_052306                                  
SPKft      single     8   8   400     8       408     26400   9      2   2   13200   24   Y     23      1   7    SPKFT8_nf8_cp400_tnp408_ms26400_single_lby_r1_W7_20231219_052307                                    
IMeCOft    double     8   0   400     160     560     26400   12     2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp400_tnp560_ms26400_double_lby_r1_W7_20231219_052307                                  
SPKft      double     8   0   400     8       408     26400   9      2   2   13200   24   Y     23      1   7    SPKFT8_nf0_cp400_tnp408_ms26400_double_lby_r1_W7_20231219_052307                                    
IMeCOft    double     8   8   400     160     560     26400   12     2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp400_tnp560_ms26400_double_lby_r1_W7_20231219_052307                                  
SPKft      double     8   8   400     8       408     26400   9      2   2   13200   24   Y     23      1   7    SPKFT8_nf8_cp400_tnp408_ms26400_double_lby_r1_W7_20231219_052307                                    
