ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms21120_single_lby_r1_W7_20231213_103249                                  
SPKft      single     8   0   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms21120_single_lby_r1_W7_20231213_103249                                    
IMeCOft    single     8   8   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms21120_single_lby_r1_W7_20231213_103249                                  
SPKft      single     8   8   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms21120_single_lby_r1_W7_20231213_103249                                    
IMeCOft    double     8   0   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf0_cp256_tnp384_ms21120_double_lby_r1_W7_20231213_103249                                  
SPKft      double     8   0   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf0_cp256_tnp264_ms21120_double_lby_r1_W7_20231213_103249                                    
IMeCOft    double     8   8   256     128     384     21120   8      2   2   -       -    Y     24      1   7    IMeCOFT8_nf8_cp256_tnp384_ms21120_double_lby_r1_W7_20231213_103250                                  
SPKft      double     8   8   256     8       264     21120   6      2   2   10560   24   Y     22      1   7    SPKFT8_nf8_cp256_tnp264_ms21120_double_lby_r1_W7_20231213_103250                                    
IMeCOft    single     4   0   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms21120_single_lby_r1_W7_20231213_103250                                  
SPKft      single     4   0   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms21120_single_lby_r1_W7_20231213_103250                                    
IMeCOft    single     4   4   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms21120_single_lby_r1_W7_20231213_103250                                  
SPKft      single     4   4   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms21120_single_lby_r1_W7_20231213_103250                                    
IMeCOft    double     4   0   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf0_cp256_tnp320_ms21120_double_lby_r1_W7_20231213_103250                                  
SPKft      double     4   0   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf0_cp256_tnp260_ms21120_double_lby_r1_W7_20231213_103251                                    
IMeCOft    double     4   4   256     64      320     21120   7      2   2   -       -    Y     23      1   7    IMeCOFT4_nf4_cp256_tnp320_ms21120_double_lby_r1_W7_20231213_103251                                  
SPKft      double     4   4   256     4       260     21120   6      2   2   10560   24   Y     22      1   7    SPKFT4_nf4_cp256_tnp260_ms21120_double_lby_r1_W7_20231213_103251                                    
IMeCOft    single     2   0   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms21120_single_lby_r1_W7_20231213_103251                                  
SPKft      single     2   0   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms21120_single_lby_r1_W7_20231213_103251                                    
IMeCOft    single     2   2   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms21120_single_lby_r1_W7_20231213_103251                                  
SPKft      single     2   2   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf2_cp256_tnp258_ms21120_single_lby_r1_W7_20231213_103251                                    
IMeCOft    double     2   0   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf0_cp256_tnp288_ms21120_double_lby_r1_W7_20231213_103251                                  
SPKft      double     2   0   256     2       258     21120   6      2   2   10560   24   Y     22      1   7    SPKFT2_nf0_cp256_tnp258_ms21120_double_lby_r1_W7_20231213_103252                                    
IMeCOft    double     2   2   256     32      288     21120   6      2   2   -       -    Y     24      1   7    IMeCOFT2_nf2_cp256_tnp288_ms21120_double_lby_r1_W7_20231213_103252                                  
