ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   64      64      128     21120   3      2   2   -       -    Y     22      1   20   IMeCOFT8_nf0_cp64_tnp128_ms21120_single_lby_r1_W20_20231218_112257                                  
SPKft      single     8   0   64      8       72      21120   2      2   2   10560   24   Y     18      1   20   SPKFT8_nf0_cp64_tnp72_ms21120_single_lby_r1_W20_20231218_112258                                     
IMeCOft    single     8   8   64      64      128     21120   3      2   2   -       -    Y     22      1   20   IMeCOFT8_nf8_cp64_tnp128_ms21120_single_lby_r1_W20_20231218_112258                                  
SPKft      single     8   8   64      8       72      21120   2      2   2   10560   24   Y     18      1   20   SPKFT8_nf8_cp64_tnp72_ms21120_single_lby_r1_W20_20231218_112258                                     
IMeCOft    double     8   0   64      64      128     21120   3      2   2   -       -    Y     22      1   20   IMeCOFT8_nf0_cp64_tnp128_ms21120_double_lby_r1_W20_20231218_112258                                  
SPKft      double     8   0   64      8       72      21120   2      2   2   10560   24   Y     18      1   20   SPKFT8_nf0_cp64_tnp72_ms21120_double_lby_r1_W20_20231218_112258                                     
IMeCOft    double     8   8   64      64      128     21120   3      2   2   -       -    Y     22      1   20   IMeCOFT8_nf8_cp64_tnp128_ms21120_double_lby_r1_W20_20231218_112258                                  
SPKft      double     8   8   64      8       72      21120   2      2   2   10560   24   Y     18      1   20   SPKFT8_nf8_cp64_tnp72_ms21120_double_lby_r1_W20_20231218_112258                                     
IMeCOft    single     4   0   64      32      96      21120   2      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp64_tnp96_ms21120_single_lby_r1_W20_20231218_112258                                   
SPKft      single     4   0   64      4       68      21120   2      2   2   10560   24   Y     17      1   20   SPKFT4_nf0_cp64_tnp68_ms21120_single_lby_r1_W20_20231218_112259                                     
IMeCOft    single     4   4   64      32      96      21120   2      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp64_tnp96_ms21120_single_lby_r1_W20_20231218_112259                                   
SPKft      single     4   4   64      4       68      21120   2      2   2   10560   24   Y     17      1   20   SPKFT4_nf4_cp64_tnp68_ms21120_single_lby_r1_W20_20231218_112259                                     
IMeCOft    double     4   0   64      32      96      21120   2      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp64_tnp96_ms21120_double_lby_r1_W20_20231218_112259                                   
SPKft      double     4   0   64      4       68      21120   2      2   2   10560   24   Y     17      1   20   SPKFT4_nf0_cp64_tnp68_ms21120_double_lby_r1_W20_20231218_112259                                     
IMeCOft    double     4   4   64      32      96      21120   2      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp64_tnp96_ms21120_double_lby_r1_W20_20231218_112259                                   
SPKft      double     4   4   64      4       68      21120   2      2   2   10560   24   Y     17      1   20   SPKFT4_nf4_cp64_tnp68_ms21120_double_lby_r1_W20_20231218_112259                                     
IMeCOft    single     2   0   64      16      80      21120   2      2   2   -       -    Y     20      1   20   IMeCOFT2_nf0_cp64_tnp80_ms21120_single_lby_r1_W20_20231218_112300                                   
SPKft      single     2   0   64      2       66      21120   2      2   2   10560   24   Y     17      1   20   SPKFT2_nf0_cp64_tnp66_ms21120_single_lby_r1_W20_20231218_112300                                     
IMeCOft    single     2   2   64      16      80      21120   2      2   2   -       -    Y     20      1   20   IMeCOFT2_nf2_cp64_tnp80_ms21120_single_lby_r1_W20_20231218_112300                                   
