ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   100     80      180     26400   4      2   2   -       -    Y     23      1   20   IMeCOFT8_nf0_cp100_tnp180_ms26400_single_lby_r1_W20_20231215_143950                                 
SPKft      single     8   0   100     8       108     26400   3      2   2   13200   24   Y     18      1   20   SPKFT8_nf0_cp100_tnp108_ms26400_single_lby_r1_W20_20231215_143950                                   
IMeCOft    single     8   8   100     80      180     26400   4      2   2   -       -    Y     23      1   20   IMeCOFT8_nf8_cp100_tnp180_ms26400_single_lby_r1_W20_20231215_143951                                 
SPKft      single     8   8   100     8       108     26400   3      2   2   13200   24   Y     18      1   20   SPKFT8_nf8_cp100_tnp108_ms26400_single_lby_r1_W20_20231215_143951                                   
IMeCOft    double     8   0   100     80      180     26400   4      2   2   -       -    Y     23      1   20   IMeCOFT8_nf0_cp100_tnp180_ms26400_double_lby_r1_W20_20231215_143951                                 
SPKft      double     8   0   100     8       108     26400   3      2   2   13200   24   Y     18      1   20   SPKFT8_nf0_cp100_tnp108_ms26400_double_lby_r1_W20_20231215_143951                                   
IMeCOft    double     8   8   100     80      180     26400   4      2   2   -       -    Y     23      1   20   IMeCOFT8_nf8_cp100_tnp180_ms26400_double_lby_r1_W20_20231215_143951                                 
SPKft      double     8   8   100     8       108     26400   3      2   2   13200   24   Y     18      1   20   SPKFT8_nf8_cp100_tnp108_ms26400_double_lby_r1_W20_20231215_143951                                   
IMeCOft    single     4   0   100     40      140     26400   3      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp100_tnp140_ms26400_single_lby_r1_W20_20231215_143951                                 
SPKft      single     4   0   100     4       104     26400   3      2   2   13200   24   Y     18      1   20   SPKFT4_nf0_cp100_tnp104_ms26400_single_lby_r1_W20_20231215_143952                                   
IMeCOft    single     4   4   100     40      140     26400   3      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp100_tnp140_ms26400_single_lby_r1_W20_20231215_143952                                 
SPKft      single     4   4   100     4       104     26400   3      2   2   13200   24   Y     18      1   20   SPKFT4_nf4_cp100_tnp104_ms26400_single_lby_r1_W20_20231215_143952                                   
IMeCOft    double     4   0   100     40      140     26400   3      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp100_tnp140_ms26400_double_lby_r1_W20_20231215_143952                                 
SPKft      double     4   0   100     4       104     26400   3      2   2   13200   24   Y     18      1   20   SPKFT4_nf0_cp100_tnp104_ms26400_double_lby_r1_W20_20231215_143952                                   
IMeCOft    double     4   4   100     40      140     26400   3      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp100_tnp140_ms26400_double_lby_r1_W20_20231215_143952                                 
SPKft      double     4   4   100     4       104     26400   3      2   2   13200   24   Y     18      1   20   SPKFT4_nf4_cp100_tnp104_ms26400_double_lby_r1_W20_20231215_143952                                   
IMeCOft    single     2   0   100     20      120     26400   3      2   2   -       -    Y     20      1   20   IMeCOFT2_nf0_cp100_tnp120_ms26400_single_lby_r1_W20_20231215_143952                                 
SPKft      single     2   0   100     2       102     26400   3      2   2   13200   24   Y     17      1   20   SPKFT2_nf0_cp100_tnp102_ms26400_single_lby_r1_W20_20231215_143953                                   
IMeCOft    single     2   2   100     20      120     26400   3      2   2   -       -    Y     20      1   20   IMeCOFT2_nf2_cp100_tnp120_ms26400_single_lby_r1_W20_20231215_143953                                 
SPKft      single     2   2   100     2       102     26400   3      2   2   13200   24   Y     17      1   20   SPKFT2_nf2_cp100_tnp102_ms26400_single_lby_r1_W20_20231215_143953                                   
IMeCOft    double     2   0   100     20      120     26400   3      2   2   -       -    Y     20      1   20   IMeCOFT2_nf0_cp100_tnp120_ms26400_double_lby_r1_W20_20231215_143953                                 
SPKft      double     2   0   100     2       102     26400   3      2   2   13200   24   Y     17      1   20   SPKFT2_nf0_cp100_tnp102_ms26400_double_lby_r1_W20_20231215_143953                                   
IMeCOft    double     2   2   100     20      120     26400   3      2   2   -       -    Y     20      1   20   IMeCOFT2_nf2_cp100_tnp120_ms26400_double_lby_r1_W20_20231215_143953                                 
SPKft      double     2   2   100     2       102     26400   3      2   2   13200   24   Y     17      1   20   SPKFT2_nf2_cp100_tnp102_ms26400_double_lby_r1_W20_20231215_143953                                   
IMeCOft    single     1   0   100     10      110     26400   3      2   2   -       -    Y     19      1   20   IMeCOFT1_nf0_cp100_tnp110_ms26400_single_lby_r1_W20_20231215_143953                                 
SPKft      single     1   0   100     1       101     26400   3      2   2   13200   24   Y     17      1   20   SPKFT1_nf0_cp100_tnp101_ms26400_single_lby_r1_W20_20231215_143953                                   
IMeCOft    single     1   1   100     10      110     26400   3      2   2   -       -    Y     19      1   20   IMeCOFT1_nf1_cp100_tnp110_ms26400_single_lby_r1_W20_20231215_143954                                 
SPKft      single     1   1   100     1       101     26400   3      2   2   13200   24   Y     17      1   20   SPKFT1_nf1_cp100_tnp101_ms26400_single_lby_r1_W20_20231215_143954                                   
IMeCOft    double     1   0   100     10      110     26400   3      2   2   -       -    Y     19      1   20   IMeCOFT1_nf0_cp100_tnp110_ms26400_double_lby_r1_W20_20231215_143954                                 
SPKft      double     1   0   100     1       101     26400   3      2   2   13200   24   Y     17      1   20   SPKFT1_nf0_cp100_tnp101_ms26400_double_lby_r1_W20_20231215_143954                                   
IMeCOft    double     1   1   100     10      110     26400   3      2   2   -       -    Y     19      1   20   IMeCOFT1_nf1_cp100_tnp110_ms26400_double_lby_r1_W20_20231215_143954                                 
SPKft      double     1   1   100     1       101     26400   3      2   2   13200   24   Y     17      1   20   SPKFT1_nf1_cp100_tnp101_ms26400_double_lby_r1_W20_20231215_143954                                   
IMeCO      single     -   -   100     0       100     26400   3      -   -   -       -    Y     17      1   20   IMeCOFT0_cp100_tnp100_ms26400_single_lby_r1_W20_20231215_143954                                     
SPK        single     -   -   100     0       100     26400   3      -   -   -       -    Y     17      1   20   SPKFT0_cp100_tnp100_ms26400_single_lby_r1_W20_20231215_143954                                       
IMeCO      double     -   -   100     0       100     26400   3      -   -   -       -    Y     17      1   20   IMeCOFT0_cp100_tnp100_ms26400_double_lby_r1_W20_20231215_143955                                     
SPK        double     -   -   100     0       100     26400   3      -   -   -       -    Y     17      1   20   SPKFT0_cp100_tnp100_ms26400_double_lby_r1_W20_20231215_143955                                       
