ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   144     96      240     26400   5      2   2   -       -    Y     24      1   20   IMeCOFT8_nf0_cp144_tnp240_ms26400_single_lby_r1_W20_20231214_125525                                 
SPKft      single     8   0   144     8       152     26400   4      2   2   13200   25   Y     19      1   20   SPKFT8_nf0_cp144_tnp152_ms26400_single_lby_r1_W20_20231214_125525                                   
IMeCOft    single     8   8   144     96      240     26400   5      2   2   -       -    Y     24      1   20   IMeCOFT8_nf8_cp144_tnp240_ms26400_single_lby_r1_W20_20231214_125525                                 
SPKft      single     8   8   144     8       152     26400   4      2   2   13200   25   Y     19      1   20   SPKFT8_nf8_cp144_tnp152_ms26400_single_lby_r1_W20_20231214_125525                                   
IMeCOft    double     8   0   144     96      240     26400   5      2   2   -       -    Y     24      1   20   IMeCOFT8_nf0_cp144_tnp240_ms26400_double_lby_r1_W20_20231214_125526                                 
SPKft      double     8   0   144     8       152     26400   4      2   2   13200   25   Y     19      1   20   SPKFT8_nf0_cp144_tnp152_ms26400_double_lby_r1_W20_20231214_125526                                   
IMeCOft    double     8   8   144     96      240     26400   5      2   2   -       -    Y     24      1   20   IMeCOFT8_nf8_cp144_tnp240_ms26400_double_lby_r1_W20_20231214_125526                                 
SPKft      double     8   8   144     8       152     26400   4      2   2   13200   25   Y     19      1   20   SPKFT8_nf8_cp144_tnp152_ms26400_double_lby_r1_W20_20231214_125526                                   
IMeCOft    single     4   0   144     48      192     26400   4      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp144_tnp192_ms26400_single_lby_r1_W20_20231214_125526                                 
SPKft      single     4   0   144     4       148     26400   4      2   2   13200   25   Y     19      1   20   SPKFT4_nf0_cp144_tnp148_ms26400_single_lby_r1_W20_20231214_125526                                   
IMeCOft    single     4   4   144     48      192     26400   4      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp144_tnp192_ms26400_single_lby_r1_W20_20231214_125527                                 
SPKft      single     4   4   144     4       148     26400   4      2   2   13200   25   Y     19      1   20   SPKFT4_nf4_cp144_tnp148_ms26400_single_lby_r1_W20_20231214_125527                                   
IMeCOft    double     4   0   144     48      192     26400   4      2   2   -       -    Y     24      1   20   IMeCOFT4_nf0_cp144_tnp192_ms26400_double_lby_r1_W20_20231214_125527                                 
SPKft      double     4   0   144     4       148     26400   4      2   2   13200   25   Y     19      1   20   SPKFT4_nf0_cp144_tnp148_ms26400_double_lby_r1_W20_20231214_125527                                   
IMeCOft    double     4   4   144     48      192     26400   4      2   2   -       -    Y     24      1   20   IMeCOFT4_nf4_cp144_tnp192_ms26400_double_lby_r1_W20_20231214_125527                                 
SPKft      double     4   4   144     4       148     26400   4      2   2   13200   25   Y     19      1   20   SPKFT4_nf4_cp144_tnp148_ms26400_double_lby_r1_W20_20231214_125527                                   
IMeCOft    single     2   0   144     24      168     26400   4      2   2   -       -    Y     21      1   20   IMeCOFT2_nf0_cp144_tnp168_ms26400_single_lby_r1_W20_20231214_125528                                 
SPKft      single     2   0   144     2       146     26400   4      2   2   13200   25   Y     19      1   20   SPKFT2_nf0_cp144_tnp146_ms26400_single_lby_r1_W20_20231214_125528                                   
IMeCOft    single     2   2   144     24      168     26400   4      2   2   -       -    Y     21      1   20   IMeCOFT2_nf2_cp144_tnp168_ms26400_single_lby_r1_W20_20231214_125528                                 
SPKft      single     2   2   144     2       146     26400   4      2   2   13200   25   Y     19      1   20   SPKFT2_nf2_cp144_tnp146_ms26400_single_lby_r1_W20_20231214_125528                                   
IMeCOft    double     2   0   144     24      168     26400   4      2   2   -       -    Y     21      1   20   IMeCOFT2_nf0_cp144_tnp168_ms26400_double_lby_r1_W20_20231214_125528                                 
SPKft      double     2   0   144     2       146     26400   4      2   2   13200   25   Y     19      1   20   SPKFT2_nf0_cp144_tnp146_ms26400_double_lby_r1_W20_20231214_125528                                   
IMeCOft    double     2   2   144     24      168     26400   4      2   2   -       -    Y     21      1   20   IMeCOFT2_nf2_cp144_tnp168_ms26400_double_lby_r1_W20_20231214_125528                                 
SPKft      double     2   2   144     2       146     26400   4      2   2   13200   25   Y     19      1   20   SPKFT2_nf2_cp144_tnp146_ms26400_double_lby_r1_W20_20231214_125529                                   
IMeCOft    single     1   0   144     12      156     26400   4      2   2   -       -    Y     20      1   20   IMeCOFT1_nf0_cp144_tnp156_ms26400_single_lby_r1_W20_20231214_125529                                 
SPKft      single     1   0   144     1       145     26400   4      2   2   13200   25   Y     19      1   20   SPKFT1_nf0_cp144_tnp145_ms26400_single_lby_r1_W20_20231214_125529                                   
IMeCOft    single     1   1   144     12      156     26400   4      2   2   -       -    Y     20      1   20   IMeCOFT1_nf1_cp144_tnp156_ms26400_single_lby_r1_W20_20231214_125529                                 
SPKft      single     1   1   144     1       145     26400   4      2   2   13200   25   Y     19      1   20   SPKFT1_nf1_cp144_tnp145_ms26400_single_lby_r1_W20_20231214_125529                                   
IMeCOft    double     1   0   144     12      156     26400   4      2   2   -       -    Y     20      1   20   IMeCOFT1_nf0_cp144_tnp156_ms26400_double_lby_r1_W20_20231214_125529                                 
SPKft      double     1   0   144     1       145     26400   4      2   2   13200   25   Y     19      1   20   SPKFT1_nf0_cp144_tnp145_ms26400_double_lby_r1_W20_20231214_125530                                   
IMeCOft    double     1   1   144     12      156     26400   4      2   2   -       -    Y     20      1   20   IMeCOFT1_nf1_cp144_tnp156_ms26400_double_lby_r1_W20_20231214_125530                                 
SPKft      double     1   1   144     1       145     26400   4      2   2   13200   25   Y     19      1   20   SPKFT1_nf1_cp144_tnp145_ms26400_double_lby_r1_W20_20231214_125530                                   
IMeCO      single     -   -   144     0       144     26400   3      -   -   -       -    Y     24      1   20   IMeCOFT0_cp144_tnp144_ms26400_single_lby_r1_W20_20231214_125530                                     
SPK        single     -   -   144     0       144     26400   3      -   -   -       -    Y     24      1   20   SPKFT0_cp144_tnp144_ms26400_single_lby_r1_W20_20231214_125530                                       
