ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     36960   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf0_cp256_tnp384_ms36960_single_lbn_r1_W40_20231225_205850                                 
SPKft      single     8   0   256     8       264     36960   6      2   2   18480   22   N     -       1   40   SPKFT8_nf0_cp256_tnp264_ms36960_single_lbn_r1_W40_20231225_205850                                   
IMeCOft    single     8   8   256     128     384     36960   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf8_cp256_tnp384_ms36960_single_lbn_r1_W40_20231225_205850                                 
SPKft      single     8   8   256     8       264     36960   6      2   2   18480   22   N     -       1   40   SPKFT8_nf8_cp256_tnp264_ms36960_single_lbn_r1_W40_20231225_205850                                   
IMeCOft    double     8   0   256     128     384     36960   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf0_cp256_tnp384_ms36960_double_lbn_r1_W40_20231225_205851                                 
SPKft      double     8   0   256     8       264     36960   6      2   2   18480   22   N     -       1   40   SPKFT8_nf0_cp256_tnp264_ms36960_double_lbn_r1_W40_20231225_205851                                   
IMeCOft    double     8   8   256     128     384     36960   8      2   2   -       -    N     -       1   40   IMeCOFT8_nf8_cp256_tnp384_ms36960_double_lbn_r1_W40_20231225_205851                                 
SPKft      double     8   8   256     8       264     36960   6      2   2   18480   22   N     -       1   40   SPKFT8_nf8_cp256_tnp264_ms36960_double_lbn_r1_W40_20231225_205851                                   
IMeCOft    single     8   0   256     128     384     36960   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf0_cp256_tnp384_ms36960_single_lby_r1_W40_20231225_205851                                 
SPKft      single     8   0   256     8       264     36960   6      2   2   18480   22   Y     22      1   40   SPKFT8_nf0_cp256_tnp264_ms36960_single_lby_r1_W40_20231225_205851                                   
IMeCOft    single     8   8   256     128     384     36960   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf8_cp256_tnp384_ms36960_single_lby_r1_W40_20231225_205851                                 
SPKft      single     8   8   256     8       264     36960   6      2   2   18480   22   Y     22      1   40   SPKFT8_nf8_cp256_tnp264_ms36960_single_lby_r1_W40_20231225_205851                                   
IMeCOft    double     8   0   256     128     384     36960   8      2   2   -       -    Y     24      1   40   IMeCOFT8_nf0_cp256_tnp384_ms36960_double_lby_r1_W40_20231225_205852                                 
