ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_single_lby_r1_W3_20231211_195729                                  
SPKft      single     8   0   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms10560_single_lby_r1_W3_20231211_195729                                    
IMeCOft    single     8   8   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_single_lby_r1_W3_20231211_195729                                  
SPKft      single     8   8   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms10560_single_lby_r1_W3_20231211_195729                                    
IMeCOft    double     8   0   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf0_cp256_tnp384_ms10560_double_lby_r1_W3_20231211_195729                                  
SPKft      double     8   0   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf0_cp256_tnp264_ms10560_double_lby_r1_W3_20231211_195730                                    
IMeCOft    double     8   8   256     128     384     10560   8      2   2   -       -    Y     24      1   3    IMeCOFT8_nf8_cp256_tnp384_ms10560_double_lby_r1_W3_20231211_195730                                  
SPKft      double     8   8   256     8       264     10560   6      2   2   5280    22   Y     22      1   3    SPKFT8_nf8_cp256_tnp264_ms10560_double_lby_r1_W3_20231211_195730                                    
IMeCOft    single     4   0   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_single_lby_r1_W3_20231211_195730                                  
SPKft      single     4   0   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms10560_single_lby_r1_W3_20231211_195730                                    
IMeCOft    single     4   4   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_single_lby_r1_W3_20231211_195730                                  
SPKft      single     4   4   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms10560_single_lby_r1_W3_20231211_195730                                    
IMeCOft    double     4   0   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf0_cp256_tnp320_ms10560_double_lby_r1_W3_20231211_195730                                  
SPKft      double     4   0   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf0_cp256_tnp260_ms10560_double_lby_r1_W3_20231211_195731                                    
IMeCOft    double     4   4   256     64      320     10560   7      2   2   -       -    Y     23      1   3    IMeCOFT4_nf4_cp256_tnp320_ms10560_double_lby_r1_W3_20231211_195731                                  
SPKft      double     4   4   256     4       260     10560   6      2   2   5280    22   Y     22      1   3    SPKFT4_nf4_cp256_tnp260_ms10560_double_lby_r1_W3_20231211_195731                                    
IMeCOft    single     2   0   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_single_lby_r1_W3_20231211_195731                                  
SPKft      single     2   0   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf0_cp256_tnp258_ms10560_single_lby_r1_W3_20231211_195731                                    
IMeCOft    single     2   2   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf2_cp256_tnp288_ms10560_single_lby_r1_W3_20231211_195731                                  
SPKft      single     2   2   256     2       258     10560   6      2   2   5280    22   Y     22      1   3    SPKFT2_nf2_cp256_tnp258_ms10560_single_lby_r1_W3_20231211_195731                                    
IMeCOft    double     2   0   256     32      288     10560   6      2   2   -       -    Y     24      1   3    IMeCOFT2_nf0_cp256_tnp288_ms10560_double_lby_r1_W3_20231211_195731                                  
